#,Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,SB,CS,AVG
51,Francisco Alvarez,NYM,123,433,488,101,60,18,1,22,59,68,45,0,119,5,3,1,2,1,0.234
52,Matt McLain,CIN,138,523,595,135,79,29,4,23,82,79,59,1,156,9,3,1,18,6,0.257
53,Zach Neto,LAA,130,500,560,126,75,29,1,21,72,72,39,1,124,16,3,2,23,7,0.252
54,Mark Vientos,NYM,154,602,665,150,88,28,2,32,82,100,52,1,194,6,5,1,1,0,0.249
55,Masyn Winn,STL,154,607,665,157,105,31,5,16,88,70,47,1,116,4,5,3,14,4,0.258
56,Nico Hoerner,CHC,130,509,560,140,103,27,2,8,67,54,38,1,62,9,3,1,26,5,0.276
57,Jacob Wilson,ATH,128,507,553,145,99,34,3,9,71,59,32,0,55,7,4,3,4,2,0.287
58,Austin Wells,NYY,120,418,475,96,57,21,1,17,56,57,47,0,112,6,4,1,5,1,0.23
59,Jarren Duran,BOS,152,597,658,157,91,39,9,18,93,74,50,1,150,6,3,2,28,6,0.263
60,Jeremy Peña,HOU,157,627,679,163,113,30,2,18,79,76,36,1,128,11,4,2,17,6,0.26
61,Oneil Cruz,PIT,146,565,630,144,84,30,4,26,83,86,56,4,181,4,4,0,20,4,0.255
62,Lawrence Butler,ATH,149,585,644,148,90,29,3,26,87,80,51,1,154,2,4,1,20,3,0.253
63,Junior Caminero,TBR,141,562,609,147,95,24,2,26,73,88,39,2,131,5,3,0,4,2,0.261
64,Brandon Lowe,TBR,123,471,532,113,64,22,2,25,72,74,50,1,137,7,3,1,6,1,0.24
65,Matt Olson,ATL,159,593,686,149,82,32,1,34,92,104,81,6,163,6,5,0,1,0,0.252
66,Will Smith,LAD,126,434,501,109,67,21,2,19,65,66,51,4,90,10,6,0,2,0,0.251
67,Royce Lewis,MIN,133,518,574,129,76,26,1,26,75,84,47,2,137,4,4,0,7,2,0.249
68,Nolan Arenado,STL,152,599,658,156,103,31,1,22,72,87,47,3,99,6,6,0,3,2,0.26
69,Ozzie Albies,ATL,152,601,658,158,98,35,3,23,86,87,44,1,105,7,6,1,12,3,0.263
70,Yandy Díaz,TBR,151,574,651,165,116,32,0,17,82,71,66,1,97,6,4,1,1,1,0.288
71,Ezequiel Tovar,COL,159,645,686,169,101,39,4,24,83,89,29,1,178,5,4,2,9,4,0.261
72,Christian Walker,HOU,149,565,644,134,75,27,1,31,82,96,64,4,150,9,6,0,5,1,0.237
73,Jung Hoo Lee,SFG,143,562,616,161,114,32,4,11,68,69,45,3,53,5,3,2,6,6,0.287
74,Ian Happ,CHC,156,581,672,143,85,33,2,23,88,80,79,2,162,7,4,1,12,3,0.247
75,Anthony Santander,TOR,156,602,672,149,79,32,1,36,86,103,57,2,139,8,5,0,2,1,0.247
76,J.P. Crawford,SEA,141,526,609,126,87,26,1,12,71,55,71,0,121,7,4,2,5,1,0.24
77,Colton Cowser,BAL,130,488,560,120,76,23,2,20,75,71,59,2,163,8,4,1,8,3,0.246
78,Jackson Chourio,MIL,149,591,644,158,101,30,3,24,88,84,44,3,132,4,4,2,27,8,0.268
79,James Wood,WSN,139,527,602,138,85,29,4,21,79,77,68,2,161,4,3,0,18,6,0.263
80,Jose Altuve,HOU,152,593,658,160,107,31,0,21,94,72,54,2,113,7,3,1,17,5,0.269
81,Gleyber Torres,DET,152,583,658,151,104,29,1,18,79,64,64,0,117,4,5,2,9,3,0.259
82,Xavier Edwards,MIA,136,523,588,149,117,24,4,5,72,48,54,1,82,2,4,5,32,7,0.285
83,Brandon Nimmo,NYM,134,502,581,126,82,24,3,17,76,67,65,0,128,10,3,1,8,2,0.252
84,Yainer Diaz,HOU,143,539,574,151,101,28,2,21,68,81,25,1,102,4,5,0,1,0,0.28
85,Luis Robert Jr.,CHW,151,600,651,148,89,31,0,27,82,84,39,4,186,9,4,1,26,6,0.246
86,JJ Bleday,ATH,152,573,658,130,72,32,3,24,79,77,77,1,141,4,3,1,5,2,0.228
87,Lars Nootbaar,STL,125,460,539,115,70,24,3,18,72,62,71,2,110,2,5,1,9,3,0.249
88,Cody Bellinger,NYY,141,550,609,143,91,26,2,23,80,86,48,5,105,4,7,0,12,3,0.26
89,Bryson Stott,PHI,139,541,602,139,98,25,3,13,71,65,51,1,103,4,5,1,26,5,0.258
90,Byron Buxton,MIN,118,461,511,112,57,27,2,25,72,74,37,1,145,10,3,0,8,2,0.242
91,Pete Crow-Armstrong,CHC,130,512,560,126,81,23,7,16,72,68,33,2,142,8,4,4,30,7,0.246
92,CJ Abrams,WSN,139,546,602,138,87,28,4,19,82,67,36,2,116,13,4,2,33,8,0.253
93,Brenton Doyle,COL,154,608,665,151,98,26,5,23,85,80,43,1,188,5,5,3,28,6,0.249
94,Pete Alonso,NYM,154,577,665,139,77,25,1,35,88,102,69,7,154,13,5,0,4,1,0.241
95,Jake Rogers,DET,97,348,384,74,44,15,1,14,44,45,29,1,116,4,3,1,2,0,0.212
96,Bo Naylor,CLE,110,382,435,84,49,18,1,16,51,52,47,2,113,3,3,1,7,2,0.22
97,Alec Bohm,PHI,143,562,616,157,105,34,2,17,72,80,42,1,95,6,6,0,5,2,0.28
98,Cedric Mullins,BAL,130,504,560,122,78,24,3,17,68,67,45,1,112,5,4,2,28,7,0.242
99,Zack Gelof,ATH,146,571,630,131,80,27,2,22,73,73,50,0,197,4,4,2,25,5,0.229
100,Tommy Edman,LAD,141,555,609,140,94,29,3,15,78,69,42,1,108,6,4,2,25,4,0.253
101,Brendan Donovan,STL,138,524,595,146,105,27,2,13,70,65,54,1,79,12,4,1,6,3,0.279
102,Sean Murphy,ATL,92,319,365,75,44,16,1,14,42,47,35,1,86,8,2,0,0,0,0.234
103,Daulton Varsho,TOR,138,534,595,119,68,24,4,23,74,75,52,1,147,5,3,1,13,4,0.224
104,Teoscar Hernández,LAD,151,594,651,155,96,28,1,30,83,102,46,2,185,7,4,0,9,3,0.262
105,Randy Arozarena,SEA,152,569,658,137,85,30,1,22,82,77,68,1,168,16,4,0,22,9,0.241
106,Max Muncy,LAD,126,454,546,97,52,20,1,25,74,74,80,3,146,8,4,0,3,1,0.214
107,Ha-Seong Kim,TBR,100,377,434,93,64,17,2,10,51,44,48,2,76,3,3,2,18,4,0.246
108,Josh Lowe,TBR,125,488,539,125,78,28,2,18,65,68,45,3,159,2,3,0,26,3,0.256
109,Kyle Schwarber,PHI,152,549,658,124,65,20,1,38,97,95,98,4,191,6,4,1,5,2,0.226
110,Brayan Rocchio,CLE,134,515,581,125,85,28,2,11,69,58,52,1,108,8,4,2,13,5,0.243
111,Geraldo Perdomo,ARI,131,486,567,121,87,24,3,8,74,53,62,0,91,6,4,9,16,4,0.25
112,Shea Langeliers,ATH,128,458,506,106,58,19,2,26,61,74,39,2,137,5,4,0,4,2,0.231
113,Matt Wallner,MIN,120,448,518,106,57,25,2,22,66,67,52,1,177,14,3,1,5,1,0.236
114,Taylor Ward,LAA,149,567,644,142,90,27,1,23,79,78,63,0,151,8,6,0,6,3,0.25
115,Brandon Marsh,PHI,125,475,539,117,76,23,4,15,64,63,55,1,166,4,4,1,16,4,0.247
116,J.T. Realmuto,PHI,126,454,501,114,72,22,3,17,59,62,35,2,123,9,3,1,8,3,0.252
117,Luis Rengifo,LAA,134,533,581,139,97,22,3,16,71,65,37,0,95,7,3,2,21,7,0.261
118,Luis García Jr.,WSN,125,503,539,138,93,26,3,16,62,66,30,2,84,1,4,1,15,5,0.273
119,Brice Turang,MIL,134,523,581,133,96,24,3,10,67,55,50,1,104,2,3,3,36,6,0.254
120,Iván Herrera,STL,100,343,398,87,60,17,2,9,48,43,46,0,85,5,3,1,6,1,0.254
121,Christian Yelich,MIL,133,494,574,131,87,24,2,17,81,65,72,5,126,4,2,1,23,4,0.265
122,Vinnie Pasquantino,KCR,146,559,630,148,87,34,2,25,75,90,58,2,84,6,6,1,2,0,0.266
123,Joey Ortiz,MIL,146,561,630,140,89,32,5,14,74,71,55,0,127,6,5,2,12,4,0.25
124,Tyler O'Neill,BAL,110,419,476,101,59,18,1,24,64,66,48,2,146,6,3,0,6,1,0.241
125,Bryan Reynolds,PIT,149,573,644,151,98,28,4,22,80,80,57,3,141,9,4,1,8,2,0.264
126,Maikel Garcia,KCR,138,541,595,140,100,28,4,8,73,56,45,0,105,2,5,3,30,6,0.258
127,Parker Meadows,DET,122,469,525,110,69,21,6,15,64,57,47,1,121,4,4,2,18,5,0.234
128,Jackson Holliday,BAL,109,402,469,93,59,21,2,11,68,50,60,1,124,3,3,1,8,1,0.232
129,Evan Carter,TEX,120,449,518,108,68,21,4,14,65,59,58,1,130,7,3,1,12,4,0.24
130,Josh Jung,TEX,136,545,588,137,87,26,2,22,68,77,32,0,161,6,4,0,5,2,0.25
131,Eugenio Suárez,ARI,141,537,609,125,76,25,1,23,70,78,56,0,175,10,6,1,2,1,0.233
132,Matt Shaw,CHC,120,463,518,115,78,18,3,16,62,64,43,0,111,7,4,1,17,6,0.248
133,Ryan McMahon,COL,147,562,637,136,85,28,1,22,76,73,67,3,181,4,4,1,6,4,0.243
134,Nick Gonzales,PIT,117,456,504,120,76,29,4,10,58,59,35,1,113,8,4,1,5,3,0.262
135,Victor Robles,SEA,128,488,553,123,86,27,2,8,68,48,40,0,118,14,3,7,36,6,0.251
136,Seiya Suzuki,CHC,130,491,560,130,81,25,4,21,71,72,60,3,140,5,4,0,11,5,0.264
137,Triston Casas,BOS,139,514,602,127,72,26,1,27,76,84,80,5,158,4,3,0,1,0,0.246
138,Ke'Bryan Hayes,PIT,136,538,588,137,96,26,3,11,64,59,41,1,115,4,4,1,15,4,0.254
139,Paul Goldschmidt,NYY,147,568,637,143,88,30,0,25,79,86,61,2,167,4,4,0,9,1,0.251
140,Marcell Ozuna,ATL,154,593,665,153,93,27,0,33,85,100,64,1,165,4,4,0,1,0,0.259
141,Willson Contreras,STL,139,517,602,125,74,27,0,24,74,77,64,2,149,18,4,0,6,2,0.242
142,Lane Thomas,CLE,138,533,595,129,79,29,3,19,74,70,50,1,153,7,5,1,24,8,0.243
143,Nathaniel Lowe,WSN,144,547,623,147,103,23,2,18,70,73,68,1,134,5,3,0,2,1,0.268
144,TJ Friedl,CIN,131,499,567,124,82,20,4,17,71,66,48,0,95,12,4,4,16,4,0.248
145,Jasson Domínguez,NYY,134,519,581,131,87,21,2,21,74,71,56,1,144,2,3,1,23,5,0.252
146,Adolis García,TEX,143,558,616,133,76,27,1,29,77,89,46,1,172,6,5,0,12,4,0.238
147,Jeff McNeil,NYM,121,474,525,126,89,26,1,10,59,54,35,1,66,11,4,1,5,1,0.266
148,Logan O'Hoppe,LAA,115,413,461,100,63,15,1,20,54,58,37,0,120,7,2,1,3,2,0.241
149,Joc Pederson,TEX,105,390,455,98,57,17,2,22,61,66,51,3,110,11,4,0,5,2,0.251
150,Tyler Fitzgerald,SFG,136,536,588,125,76,26,3,20,73,73,39,0,179,9,3,1,19,5,0.234
151,Jesús Sánchez,MIA,125,486,539,125,77,25,2,21,63,71,45,2,137,5,2,1,10,2,0.256
152,Ryan Jeffers,MIN,100,356,403,84,49,17,1,17,47,52,34,0,93,9,3,1,2,0,0.235
153,Jonathan India,KCR,139,514,602,129,85,29,2,13,79,57,66,0,115,15,4,2,12,3,0.251
154,Luis Arraez,SDP,149,597,644,183,143,30,3,8,80,59,37,4,37,5,3,2,7,3,0.306
155,Garrett Mitchell,MIL,110,422,476,102,65,20,3,15,60,60,46,0,144,5,2,1,20,6,0.242
156,Salvador Perez,KCR,149,563,612,147,95,25,1,26,66,88,33,7,135,11,5,0,0,0,0.261
157,George Springer,TOR,141,543,609,131,86,23,2,20,76,70,56,0,117,6,4,1,14,3,0.242
158,Otto Lopez,MIA,112,444,483,122,89,24,3,6,54,46,31,0,83,4,3,2,16,4,0.275
159,Jake Meyers,HOU,100,391,434,93,61,18,2,12,49,49,32,0,106,6,3,2,8,2,0.238
160,Wilyer Abreu,BOS,110,418,476,102,60,24,1,16,60,59,51,0,128,3,3,1,9,3,0.243
161,Tyler Stephenson,CIN,121,436,490,112,74,22,1,15,59,61,45,2,114,6,3,0,1,0,0.258
162,Kyle Isbel,KCR,126,495,546,120,77,24,7,12,70,57,37,0,114,6,3,4,15,4,0.242
163,Connor Norby,MIA,136,531,588,132,84,28,2,18,78,67,47,0,162,5,4,1,9,4,0.248
164,Heliot Ramos,SFG,139,547,602,137,87,25,3,22,72,78,45,1,158,5,4,0,7,3,0.251
165,Michael Massey,KCR,120,478,518,123,77,27,3,17,60,65,28,1,98,6,5,2,4,1,0.257
166,Josh Naylor,ARI,141,547,609,146,90,32,0,23,72,93,50,7,95,6,5,0,7,2,0.266
167,Jose Trevino,CIN,66,242,262,59,41,10,1,7,28,30,16,0,45,2,1,1,2,1,0.246
168,Danny Jansen,TBR,91,314,359,71,40,15,0,15,43,44,36,0,72,6,3,0,0,0,0.225
169,Michael Busch,CHC,128,485,553,116,69,26,2,20,71,69,58,1,152,7,4,0,2,1,0.24
170,Jorge Polanco,SEA,126,482,546,108,70,19,0,19,60,62,56,2,147,4,4,1,5,2,0.224
171,Jonny DeLuca,TBR,109,424,469,98,62,20,3,14,53,54,35,1,96,6,2,1,15,4,0.232
172,Trevor Story,BOS,141,548,609,123,74,31,2,17,68,68,50,4,176,7,4,1,23,6,0.225
173,Jake Cronenworth,SDP,139,531,602,128,81,27,4,15,68,67,54,1,113,11,5,1,4,2,0.24
174,Spencer Horwitz,PIT,102,378,441,102,67,25,1,10,53,47,53,2,80,6,3,0,2,1,0.27
175,Jake McCarthy,ARI,120,466,518,124,89,19,7,9,64,57,37,0,93,10,3,3,26,6,0.266
176,Colt Keith,DET,126,494,546,129,83,26,3,16,67,69,45,1,116,3,4,0,4,1,0.262
177,Brooks Lee,MIN,113,449,490,112,73,26,2,11,53,55,35,2,81,2,3,1,6,1,0.249
178,Jacob Young,WSN,130,505,560,126,96,23,2,4,67,47,36,0,104,10,3,6,31,7,0.249
179,Jonah Heim,TEX,84,305,333,71,47,13,1,10,35,40,23,0,62,2,2,1,1,0,0.233
180,Chas McCormick,HOU,104,399,448,96,65,15,1,14,53,54,36,0,120,7,5,1,13,4,0.241
181,Jake Burger,TEX,143,564,616,137,78,26,2,32,75,93,36,1,165,10,4,1,2,1,0.243
182,Dylan Crews,WSN,134,526,581,129,84,26,4,15,70,65,40,0,128,9,5,1,25,7,0.246
183,Luke Raley,SEA,112,428,483,100,61,18,2,20,59,63,33,0,146,18,3,1,10,3,0.234
184,Dylan Moore,SEA,94,346,406,72,41,17,3,11,49,40,45,1,118,11,3,1,25,6,0.208
185,Jurickson Profar,ATL,147,549,637,142,96,29,1,15,82,67,71,2,103,10,4,3,7,2,0.258
186,Josh Smith,TEX,87,330,378,81,54,17,1,9,45,40,34,1,78,10,2,1,6,2,0.245
187,Jorge Soler,LAA,133,500,574,116,63,25,0,27,75,76,64,1,148,6,4,0,1,0,0.231
188,Will Wagner,TOR,92,351,399,95,67,20,2,7,47,42,41,0,70,4,3,1,3,1,0.272
189,Leody Taveras,TEX,78,305,336,77,51,15,2,8,40,37,26,0,71,1,2,2,13,3,0.251
190,Jo Adell,LAA,112,436,483,98,54,19,2,23,60,68,36,1,144,7,3,1,13,6,0.226
191,Miguel Vargas,CHW,115,430,497,99,61,22,2,15,61,52,57,0,105,6,4,1,9,3,0.231
192,Nolan Gorman,STL,113,440,490,100,57,18,0,25,61,68,44,1,159,3,3,1,6,1,0.227
193,Sal Frelick,MIL,104,405,448,108,79,20,3,6,53,43,35,0,66,5,2,1,13,3,0.267
194,Orlando Arcia,ATL,138,541,595,127,84,24,0,17,63,66,44,1,123,3,5,1,2,0,0.234
195,Jace Jung,DET,84,315,364,71,44,16,1,10,38,39,44,1,93,3,2,0,2,1,0.224
196,Alec Burleson,STL,110,437,476,120,83,20,1,16,56,62,30,0,65,4,4,1,6,2,0.275
197,Nolan Jones,COL,120,448,518,115,71,25,2,16,63,63,61,3,152,5,3,1,11,3,0.256
198,Jose Siri,NYM,96,377,413,79,45,16,2,17,51,53,27,0,149,5,3,1,14,4,0.21
199,Willi Castro,MIN,139,538,602,131,87,27,4,13,74,61,43,0,141,15,4,1,19,6,0.244
200,Kerry Carpenter,DET,115,451,497,115,68,21,4,22,60,74,35,2,124,7,3,0,3,2,0.255
201,Jonathan Aranda,TBR,89,336,385,86,56,16,1,13,48,49,39,1,98,7,3,0,1,1,0.257
202,Carson Kelly,CHC,76,267,301,61,42,11,0,8,32,33,27,0,60,4,3,0,1,0,0.229
203,Ceddanne Rafaela,BOS,100,408,434,103,66,21,4,12,54,54,16,1,104,6,3,2,16,6,0.253
204,Thairo Estrada,COL,120,480,518,127,87,23,2,15,63,63,24,0,99,9,3,1,10,4,0.265
205,Christopher Morel,TBR,115,441,497,102,60,18,3,22,61,66,47,2,136,5,3,1,8,4,0.231
206,Mike Yastrzemski,SFG,115,441,497,99,54,22,5,17,60,57,47,1,132,6,3,1,4,1,0.224
207,Yoán Moncada,LAA,120,465,518,113,74,25,2,13,56,54,46,1,143,4,3,0,4,1,0.244
208,Kyle Higashioka,TEX,81,297,322,64,37,12,0,14,34,43,20,0,86,1,3,1,2,0,0.215
209,LaMonte Wade Jr.,SFG,113,412,490,100,67,18,1,14,62,47,67,4,105,6,3,2,3,1,0.242
210,Hyeseong Kim,LAD,91,362,392,101,79,15,2,5,45,39,23,1,63,2,3,1,15,4,0.279
211,Travis d'Arnaud,LAA,65,234,257,54,32,11,1,10,29,32,17,0,65,4,2,0,0,0,0.232
212,Trevor Larnach,MIN,109,411,469,99,61,20,1,16,59,60,50,1,126,4,4,0,3,1,0.241
213,Michael Conforto,LAD,115,439,497,104,63,20,1,20,59,69,48,2,121,7,3,1,2,1,0.238
214,Freddy Fermin,KCR,70,249,275,63,44,12,1,7,30,30,21,0,53,2,2,1,1,0,0.253
215,Nolan Schanuel,LAA,128,474,553,121,86,20,1,14,65,57,65,0,92,8,4,2,8,1,0.255
216,Lourdes Gurriel Jr.,ARI,130,518,560,141,94,28,2,17,64,73,32,1,102,6,4,0,5,1,0.272
217,Kyle Manzardo,CLE,99,372,427,90,50,23,1,17,54,56,46,1,93,4,5,0,1,1,0.243
218,Chase Meidroth,CHW,73,265,315,65,49,11,1,4,37,27,42,0,54,6,2,0,5,2,0.246
219,Ryan O'Hearn,BAL,94,369,406,99,65,17,2,15,50,54,31,2,75,3,3,0,3,1,0.267
220,Heston Kjerstad,BAL,92,356,399,91,59,16,2,14,50,53,30,2,102,9,3,0,2,1,0.255
221,Brendan Rodgers,HOU,86,341,371,87,58,18,1,9,41,41,24,1,84,4,2,1,1,0,0.254
222,Max Kepler,PHI,115,447,497,107,67,21,2,17,59,61,41,0,100,6,3,0,3,0,0.24
223,Mike Tauchman,CHW,92,340,399,83,57,16,1,9,53,35,51,1,86,4,2,1,7,1,0.244
224,Carlos Santana,CLE,136,514,588,117,74,23,0,20,64,70,66,2,106,4,4,0,3,0,0.228
225,Oswaldo Cabrera,NYY,91,356,392,86,56,17,1,11,47,45,29,0,84,3,2,2,7,2,0.241
226,Ernie Clement,TOR,73,296,315,78,54,15,2,7,35,36,13,0,31,2,2,2,6,2,0.264
227,Ryan Mountcastle,BAL,123,488,532,126,81,24,1,19,61,70,36,1,126,3,5,1,3,1,0.258
228,Luis Urías,ATH,78,291,336,65,43,12,1,9,37,35,34,0,78,8,2,1,3,1,0.225
229,Spencer Steer,CIN,117,441,504,109,64,25,2,17,61,65,52,1,105,7,3,0,13,3,0.247
230,Christian Vázquez,MIN,76,279,301,65,48,12,0,5,29,29,17,0,63,2,2,2,2,1,0.235
231,Trey Sweeney,DET,81,315,350,70,46,14,2,9,40,36,29,1,94,3,2,1,9,2,0.223
232,Andrew Vaughn,CHW,144,567,623,145,91,30,1,23,66,79,43,0,125,8,4,0,1,0,0.255
233,Isiah Kiner-Falefa,PIT,128,512,553,134,104,21,3,7,58,50,28,1,86,8,4,2,15,4,0.263
234,Alek Thomas,ARI,71,283,308,72,47,15,3,8,38,37,20,0,57,2,2,1,7,2,0.255
235,Keibert Ruiz,WSN,122,446,480,112,74,23,0,15,49,57,25,0,53,5,3,1,3,1,0.251
236,Dillon Dingler,DET,60,214,237,48,30,10,1,7,26,28,17,0,66,4,2,0,2,1,0.226
237,Harrison Bader,MIN,87,348,378,84,57,17,1,10,44,42,21,1,80,5,3,1,16,5,0.241
238,Gavin Lux,CIN,113,434,490,112,76,22,3,11,61,51,49,1,103,3,3,1,6,2,0.258
239,Jordan Walker,STL,131,515,567,128,81,27,3,18,59,68,41,0,129,6,4,1,7,3,0.249
240,Miguel Amaya,CHC,83,289,326,69,47,13,1,9,34,38,26,0,67,7,3,2,1,0,0.24
241,Gio Urshela,ATH,89,359,385,96,69,17,1,8,37,40,21,1,65,2,3,1,1,0,0.267
242,Matt Vierling,DET,110,431,476,109,74,20,4,11,56,47,38,1,102,4,3,1,6,2,0.253
243,Edouard Julien,MIN,71,261,308,60,39,12,1,8,38,31,43,1,99,2,2,1,5,1,0.228
244,Christian Moore,LAA,65,260,280,67,44,12,0,10,42,36,17,0,78,1,1,0,3,2,0.257
245,Joey Bart,PIT,96,340,379,82,55,15,0,12,43,44,30,0,106,7,2,0,1,0,0.24
246,Jesse Winker,NYM,99,360,427,87,58,16,1,11,50,46,57,1,89,7,2,1,7,2,0.241
247,Nick Fortes,MIA,89,321,352,75,53,14,0,8,36,35,20,0,54,6,3,3,3,1,0.234
248,Victor Caratini,HOU,50,177,200,43,31,6,0,5,20,22,17,1,41,3,2,0,1,1,0.241
249,Tyrone Taylor,NYM,78,308,336,72,43,17,2,10,42,40,19,1,78,6,2,0,8,1,0.233
250,Josh Rojas,CHW,78,298,336,71,49,14,1,7,38,31,33,1,73,2,2,1,8,2,0.239
251,José Caballero,TBR,66,254,287,57,38,12,1,6,33,28,23,0,72,7,2,1,25,7,0.225
252,Jeimer Candelario,CIN,120,466,518,113,64,27,2,20,61,68,40,1,123,8,4,1,4,2,0.242
253,Ty France,MIN,100,385,434,100,68,21,0,11,48,48,30,1,81,14,3,1,1,0,0.259
254,Kristian Campbell,BOS,52,197,224,52,34,11,1,6,29,29,21,0,51,4,1,0,6,2,0.266
255,Andrew Benintendi,CHW,107,415,462,108,74,21,1,12,53,50,40,2,78,2,3,1,6,2,0.261
256,Ramón Urías,BAL,53,209,231,53,36,10,1,6,26,27,17,0,51,4,1,0,1,1,0.254
257,Ben Rortvedt,TBR,65,226,256,49,34,10,0,5,25,25,25,0,69,3,1,0,1,0,0.218
258,Masataka Yoshida,BOS,92,359,399,102,70,20,1,11,46,50,30,1,52,7,3,0,3,0,0.283
259,Tyler Soderstrom,ATH,122,473,522,108,63,20,2,23,56,69,39,2,138,5,4,0,1,1,0.228
260,Trent Grisham,NYY,52,193,224,41,23,10,0,8,27,26,26,0,59,3,1,1,4,1,0.212
261,Endy Rodríguez,PIT,86,318,352,78,50,19,2,8,41,39,28,0,70,3,2,0,2,1,0.246
262,Mauricio Dubón,HOU,79,321,343,85,61,17,1,6,39,35,16,0,47,2,3,1,4,1,0.264
263,Miguel Andujar,ATH,79,319,343,86,60,17,1,8,38,38,20,1,49,2,2,0,4,1,0.271
264,Gabriel Arias,CLE,63,251,273,61,39,13,2,7,30,31,17,0,75,3,2,0,7,2,0.243
265,Kyle Stowers,MIA,107,412,462,95,55,21,2,17,51,58,39,0,140,7,4,1,2,1,0.231
266,Roman Anthony,BOS,83,313,357,77,48,18,2,8,44,40,39,1,94,2,2,1,7,3,0.245
267,Richie Palacios,TBR,78,289,336,70,48,15,1,6,41,33,39,1,61,5,2,1,11,2,0.241
268,Austin Hays,CIN,118,468,511,120,72,30,1,17,61,61,31,1,125,7,3,1,4,2,0.256
269,Jose Miranda,MIN,89,355,385,95,62,20,2,10,42,47,22,1,63,5,3,0,2,1,0.267
270,Dairon Blanco,KCR,49,189,210,49,35,9,2,4,31,23,15,0,50,4,1,1,27,6,0.259
271,Drake Baldwin,ATL,53,187,211,44,29,9,0,5,22,24,21,0,50,3,1,0,0,0,0.236
272,Gary Sánchez,BAL,63,227,257,49,30,9,1,10,28,32,24,0,68,4,2,0,0,0,0.217
273,Johan Rojas,PHI,73,292,315,72,52,13,3,5,38,31,15,0,62,4,1,4,19,4,0.247
274,Rhys Hoskins,MIL,131,496,567,110,61,23,1,26,67,76,60,1,158,6,4,0,3,1,0.223
275,Josh Bell,WSN,134,514,581,129,84,23,1,20,64,70,58,2,114,4,4,0,1,1,0.25
276,Colson Montgomery,CHW,107,405,462,83,54,16,2,11,45,47,44,2,134,10,3,1,4,1,0.204
277,Luis Campusano,SDP,81,296,322,75,51,13,1,10,38,40,21,0,52,3,2,0,1,0,0.254
278,Dane Myers,MIA,86,336,371,83,58,15,2,9,43,43,25,0,103,6,3,1,8,2,0.248
279,Jake Fraley,CIN,104,398,448,101,69,18,1,12,51,51,42,1,88,5,3,1,19,5,0.254
280,Seth Brown,ATH,78,308,336,73,44,13,1,15,36,45,24,1,91,2,2,0,4,1,0.238
281,Alex Call,WSN,60,222,259,50,33,10,1,6,30,26,30,0,51,4,2,1,7,2,0.226
282,Oliver Dunn,MIL,81,309,350,64,40,14,3,8,37,35,36,1,122,3,1,1,8,2,0.208
283,Jordan Lawlar,ARI,52,200,224,47,32,9,1,5,27,24,19,0,55,4,2,1,7,2,0.234
284,Javier Báez,DET,79,320,343,75,50,14,1,9,37,38,16,1,83,4,2,0,7,1,0.233
285,Giancarlo Stanton,NYY,84,326,364,75,40,13,0,22,42,57,34,2,109,2,2,0,0,0,0.229
286,Will Brennan,CLE,62,246,266,68,48,14,1,5,28,28,15,1,39,3,2,0,5,2,0.275
287,Andy Pages,LAD,44,169,189,42,24,9,1,8,25,25,15,0,46,3,2,0,1,1,0.247
288,Mitch Garver,SEA,78,279,323,57,33,12,0,12,33,36,37,0,94,4,2,0,0,0,0.203
289,Kyle Teel,CHW,45,159,179,38,28,7,0,4,21,17,18,0,45,2,1,0,3,1,0.24
290,Juan Brito,CLE,62,233,266,54,35,13,0,6,30,28,28,0,50,3,2,1,3,2,0.232
291,Alex Verdugo,,81,317,350,81,54,18,1,8,42,37,27,0,54,2,3,1,2,1,0.255
292,Wenceel Pérez,DET,87,342,378,82,54,15,5,7,44,39,31,0,78,3,2,1,9,3,0.239
293,José Tena,WSN,75,298,322,76,52,15,1,7,34,35,18,0,85,2,2,1,7,3,0.254
294,Blake Perkins,MIL,58,221,252,50,34,10,1,5,29,24,26,1,65,2,2,1,10,2,0.227
295,Pedro Pagés,STL,62,220,243,49,34,8,1,6,23,27,19,0,63,2,2,1,2,0,0.225
296,Eguy Rosario,SDP,62,239,266,55,32,13,1,9,31,33,22,0,69,3,2,1,7,3,0.231
297,DJ LeMahieu,NYY,71,272,308,67,50,11,1,5,33,29,31,1,56,2,2,1,2,1,0.245
298,Christian Encarnacion-Strand,CIN,84,334,364,86,51,17,1,16,45,55,23,1,98,5,2,0,2,1,0.257
299,Oswald Peraza,NYY,50,195,217,45,31,8,0,6,26,25,16,0,51,4,1,1,8,2,0.233
300,Yasmani Grandal,,36,123,141,29,20,5,0,4,14,14,16,0,30,1,1,0,1,0,0.233
301,Rob Refsnyder,BOS,50,189,217,49,32,11,1,6,26,26,22,1,55,4,1,0,2,1,0.26
302,MJ Melendez,KCR,113,437,490,103,58,22,3,19,58,61,47,1,121,3,3,1,5,3,0.235
303,Edgar Quero,CHW,39,136,154,32,23,6,0,4,15,17,14,0,31,2,1,0,1,0,0.237
304,Agustin Ramirez,MIA,65,237,263,56,36,12,1,8,30,30,22,1,55,3,2,0,5,1,0.237
305,Derek Hill,MIA,63,251,273,63,43,11,3,7,32,31,16,0,75,2,2,1,7,2,0.252
