#,Name,Team,GS,G,IP,TBF,W,L,QS,SV,HLD,BS,H,R,ER,HR,IBB,HBP,SO,BB,K/9,BB/9,ERA,WHIP
148,Jordan Hicks,SFG,23,40,136,595,8,8,11,0,1,,129,66,62,13,,9,127,61,8.36,4.02,4.06,1.39
149,Cade Cavalli,WSN,16,44,112,484,6,7,7,0,1,,104,57,52,13,,8,106,45,8.56,3.66,4.22,1.34
150,Austin Gomber,COL,29,29,164,710,7,12,12,0,0,,185,101,94,29,,4,117,46,6.43,2.51,5.17,1.41
151,Quinn Mathews,STL,16,16,87,374,5,5,8,0,0,,81,42,39,10,,5,81,32,8.39,3.33,4.01,1.3
152,Bailey Falter,PIT,23,40,134,570,7,9,9,0,1,,139,72,67,19,,4,98,39,6.62,2.64,4.51,1.33
153,Lance McCullers Jr.,HOU,11,39,92,390,5,5,5,0,1,,83,41,38,10,,4,90,36,8.84,3.57,3.69,1.3
154,Sean Burke,CHW,23,33,120,524,6,9,9,0,1,,114,66,62,18,,5,114,55,8.54,4.13,4.67,1.41
155,Matt Waldron,SDP,21,21,116,496,6,8,10,0,0,,117,63,59,18,,6,95,34,7.34,2.61,4.56,1.29
156,Luis L. Ortiz,CLE,23,40,151,650,8,9,10,0,1,,148,78,72,21,,7,129,55,7.68,3.27,4.28,1.34
157,Dustin May,LAD,8,49,85,349,5,4,4,0,1,,73,37,34,9,,5,89,28,9.39,2.96,3.61,1.19
158,Zebby Matthews,MIN,11,39,87,368,5,5,5,0,1,,88,42,39,13,,3,80,18,8.25,1.87,4.02,1.21
159,Tony Gonsolin,LAD,23,42,136,574,8,8,9,0,1,,129,73,68,21,,6,117,46,7.74,3.05,4.52,1.29
160,Kyle Wright,KCR,13,35,94,404,6,6,5,0,1,,94,48,44,11,,6,78,32,7.48,3.03,4.24,1.33
161,Mitch Spence,ATH,19,40,129,555,7,8,8,0,1,,133,67,62,17,,6,102,39,7.1,2.71,4.34,1.33
162,Marcus Stroman,NYY,16,44,116,504,7,7,6,0,1,,119,61,56,14,,5,88,40,6.8,3.08,4.36,1.36
163,Javier Assad,CHC,23,47,145,629,7,7,10,0,1,,143,75,69,19,,6,120,56,7.46,3.5,4.29,1.37
164,DL Hall,MIL,13,62,111,481,5,6,5,0,1,,99,54,50,13,,6,116,50,9.47,4.06,4.04,1.35
165,Cody Bradford,TEX,11,48,97,404,6,6,4,0,1,,94,49,45,15,,3,86,21,8.02,1.97,4.19,1.19
166,Jakob Junis,,15,15,86,364,4,4,7,0,0,,88,46,43,13,,4,75,22,7.85,2.3,4.53,1.28
167,JP Sears,ATH,31,31,176,751,10,12,14,0,0,,176,95,89,30,,11,145,51,7.39,2.6,4.55,1.29
168,Ben Lively,CLE,26,26,141,613,9,11,12,0,0,,148,76,71,21,,6,111,46,7.06,2.92,4.52,1.37
169,Ian Anderson,ATL,16,28,96,416,6,5,7,0,1,,96,49,45,11,,2,83,39,7.79,3.65,4.24,1.4
170,Aaron Ashby,MIL,13,49,109,480,6,7,5,0,1,,101,54,50,11,,6,105,56,8.69,4.67,4.11,1.45
171,Colin Rea,CHC,19,36,127,543,7,7,8,0,1,,131,69,64,19,,6,101,35,7.14,2.45,4.51,1.3
172,Michael Soroka,WSN,15,53,122,528,7,9,6,0,1,,116,65,60,17,,8,114,48,8.42,3.53,4.45,1.34
173,Yariel Rodríguez,TOR,11,59,100,427,6,5,5,0,1,,87,48,44,12,,5,105,42,9.45,3.79,3.98,1.29
174,Tomoyuki Sugano,BAL,23,33,139,594,8,9,10,0,1,,151,77,71,23,,6,104,30,6.74,1.94,4.62,1.3
175,Cade Povich,BAL,15,32,93,401,6,6,6,0,1,,89,47,44,13,,4,86,35,8.32,3.39,4.22,1.33
176,Patrick Corbin,,24,24,131,581,7,10,10,0,0,,148,78,72,21,,4,101,43,6.95,2.95,4.96,1.46
177,Michael Lorenzen,KCR,18,58,136,586,7,8,7,0,1,,135,74,68,18,,5,105,55,6.95,3.66,4.53,1.4
178,Alex Wood,,19,19,103,452,6,7,9,0,0,,106,58,53,14,,8,85,37,7.45,3.21,4.67,1.38
179,Drew Thorpe,CHW,16,16,86,372,5,7,7,0,0,,88,49,46,14,,2,68,31,7.07,3.24,4.76,1.38
180,Joey Cantillo,CLE,13,39,90,390,5,5,6,0,1,,81,44,40,11,,3,93,41,9.24,4.1,4.02,1.35
181,Bubba Chandler,PIT,16,16,84,366,5,6,7,0,0,,83,45,42,11,,5,73,34,7.8,3.65,4.5,1.39
182,Trevor Williams,WSN,18,49,122,530,6,8,7,0,1,,129,67,62,19,,4,97,39,7.17,2.86,4.57,1.37
183,Hayden Wesneski,HOU,13,57,114,482,6,7,5,0,1,,108,59,55,17,,5,106,38,8.4,2.97,4.33,1.28
184,Paul Blackburn,NYM,13,49,104,450,6,6,5,0,1,,106,55,50,14,,4,86,33,7.42,2.85,4.36,1.33
185,Ross Stripling,,18,18,94,408,5,7,8,0,0,,105,55,51,14,,2,64,24,6.09,2.32,4.88,1.38
186,Kyle Hendricks,LAA,24,24,127,556,6,9,10,0,0,,143,77,72,22,,5,89,37,6.34,2.66,5.13,1.42
187,Ryne Nelson,ARI,10,58,103,433,6,5,4,0,1,,103,50,47,14,,3,85,27,7.42,2.36,4.09,1.27
188,Hayden Birdsong,SFG,18,40,108,466,6,7,8,0,1,,96,55,51,13,,7,113,49,9.45,4.08,4.23,1.34
189,Jack Leiter,TEX,18,42,115,504,6,8,7,0,1,,107,65,61,18,,7,116,51,9.07,3.97,4.75,1.37
190,Cal Quantrill,,24,24,132,580,7,9,11,0,0,,139,75,70,19,,8,96,49,6.55,3.36,4.78,1.43
191,Chase Dollander,COL,16,16,86,380,3,5,7,0,0,,88,52,48,14,,7,77,34,8.11,3.58,5.06,1.42
