#,Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,SB,CS,NSB,AVG,OBP,SLG,OPS,BABIP,K%,BB%,real_AB,real_PA,real_H,real_1B,real_2B,real_3B,real_HR,real_R,real_RBI,real_BB,real_IBB,real_SO,real_HBP,real_SF,real_SH,real_SB,real_CS,real_NSB,real_AVG,real_OBP,real_SLG,real_OPS,real_BABIP,real_K%,real_BB%,1B%,2B%,3B%,HR%,real_1B%,real_2B%,real_3B%,real_HR%,HIP,real_HIP
1,Marcus Semien,TEX,152,677.2609329446063,753.0,178.91982507288628,105.37609329446065,37.32069970845481,4.39067055393586,31.832361516034982,111.96209912536445,88.91107871720116,68.05539358600583,0.0,129.52478134110785,3.293002915451895,4.39067055393586,0.0,17.56268221574344,5.488338192419825,12.074344023323617,0.264,0.332361516,0.473257699,0.805619215,0.282700422,17.20116618,9.037900875,670,753,185,112,40,4,29,122,100,72,1,110,5,5,0,14,3,11,0.276,0.348,0.478,0.826,0.291,14.6,9.6,0.7164179104477613,0.2537313432835821,0.029850746268656716,0.0422740524781341,0.717948717948718,0.2564102564102564,0.02564102564102564,0.0385126162018592,147.0874635568513,156
2,Bo Bichette,TOR,152,557.6846846846847,601.0,156.1156156156156,98.36186186186188,33.38888888888889,0.9024024024024024,23.46246246246246,87.53303303303304,90.24024024024024,37.9009009009009,0.0,125.43393393393394,2.707207207207208,2.707207207207208,0.0,14.43843843843844,5.414414414414415,9.024024024024024,0.28,0.327327327,0.469255663,0.796582991,0.322368421,20.87087087,6.306306306,571,601,175,122,30,3,20,69,73,27,0,115,2,1,0,5,3,2,0.306,0.339,0.475,0.814,0.355,19.1,4.5,0.741496598639456,0.2517006802721089,0.006802721088435375,0.039039039039039,0.7870967741935484,0.1935483870967742,0.01935483870967742,0.0332778702163061,132.65315315315314,155
3,Juan Soto,SDP,152,552.2185128983308,708.0,150.40971168437025,91.32018209408191,25.7845220030349,2.148710166919575,31.15629742033384,113.88163884673747,89.17147192716236,149.33535660091047,12.89226100151745,108.50986342943854,3.223065250379362,3.223065250379362,0.0,9.669195751138089,3.223065250379362,6.446130500758725,0.272,0.427921093,0.496108949,0.924030042,0.286821705,15.3262519,21.09256449,568,708,156,88,32,1,35,97,109,132,11,129,2,5,1,12,5,7,0.275,0.41,0.519,0.93,0.296,18.2,18.6,0.7657657657657656,0.21621621621621623,0.018018018018018018,0.0440060698027314,0.7272727272727273,0.2644628099173554,0.008264462809917356,0.0494350282485875,119.25341426403641,121
4,Rafael Devers,BOS,151,593.2867981790591,656.0,172.21244309559938,95.5629742033384,41.80880121396055,1.9908952959028832,32.849772382397575,102.53110773899849,111.49013657056146,53.75417298937784,8.959028831562975,124.4309559939302,5.97268588770865,2.986342943854325,0.0,3.9817905918057663,2.986342943854325,0.9954476479514416,0.29,0.353566009,0.533557047,0.887123056,0.317460317,18.96813354,8.194233687,580,656,157,90,34,0,33,90,100,62,10,126,11,3,0,5,1,4,0.271,0.351,0.5,0.851,0.292,19.2,9.5,0.6857142857142859,0.3000000000000001,0.014285714285714289,0.0500758725341426,0.7258064516129032,0.27419354838709675,0.0,0.0503048780487804,139.3626707132018,124
5,Freddie Freeman,LAD,149,634.1526717557252,730.0,186.12213740458017,117.0229007633588,36.77862595419848,2.2290076335877864,30.091603053435115,117.0229007633588,119.25190839694658,85.81679389312978,13.37404580152672,112.5648854961832,6.68702290076336,3.34351145038168,0.0,10.03053435114504,2.2290076335877864,7.801526717557253,0.293,0.381679389,0.500878735,0.882558124,0.315315315,15.41984733,11.75572519,637,730,211,121,59,2,29,131,102,72,12,121,16,5,0,23,1,22,0.331,0.41,0.567,0.976,0.37,16.6,9.9,0.75,0.23571428571428574,0.014285714285714284,0.0412213740458015,0.6648351648351648,0.3241758241758242,0.01098901098901099,0.0397260273972602,156.03053435114506,182
6,Matt Olson,ATL,152,620.9174311926606,720.0,160.73394495412845,82.56880733944955,38.53211009174312,0.0,39.63302752293578,96.88073394495412,121.10091743119268,84.77064220183486,8.807339449541285,157.4311926605505,8.807339449541285,5.504587155963304,0.0,1.1009174311926606,1.1009174311926606,0.0,0.259,0.353211009,0.512411348,0.865622357,0.282051282,21.86544343,11.77370031,608,720,172,88,27,3,54,127,139,104,8,167,4,4,0,1,0,1,0.283,0.389,0.604,0.993,0.302,23.2,14.4,0.6818181818181819,0.3181818181818182,0.0,0.055045871559633,0.7457627118644068,0.2288135593220339,0.025423728813559324,0.075,121.10091743119267,118
7,Vladimir Guerrero Jr.,TOR,152,606.9174311926606,682.0,172.06422018348624,104.28134556574923,31.28440366972477,1.0428134556574924,35.45565749235474,96.9816513761468,110.5382262996942,67.78287461773701,5.214067278287462,107.40978593272172,5.214067278287462,2.085626911314985,0.0,6.256880733944954,2.085626911314985,4.17125382262997,0.284,0.359327217,0.513745704,0.873072922,0.293064877,15.74923547,9.93883792,602,682,159,103,30,0,26,78,94,67,5,100,9,4,0,5,3,2,0.264,0.345,0.444,0.788,0.277,14.7,9.8,0.7633587786259541,0.22900763358778625,0.007633587786259542,0.0519877675840978,0.7744360902255639,0.22556390977443608,0.0,0.0381231671554252,136.6085626911315,133
8,Trea Turner,PHI,146,633.7699386503067,691.0,190.7668711656441,123.99846625766872,37.09355828220859,4.2392638036809815,25.43558282208589,107.0414110429448,91.1441717791411,48.75153374233129,1.0598159509202454,123.99846625766872,4.2392638036809815,4.2392638036809815,0.0,27.55521472392638,4.2392638036809815,23.3159509202454,0.301,0.352760736,0.493311037,0.846071773,0.338394794,17.94478528,7.055214724,639,691,170,104,35,5,26,102,76,45,2,150,6,1,0,30,0,30,0.266,0.32,0.459,0.778,0.31,21.7,6.5,0.7500000000000006,0.2243589743589745,0.025641025641025657,0.0368098159509202,0.7222222222222222,0.24305555555555555,0.034722222222222224,0.0376266280752532,165.33128834355819,144
9,Francisco Lindor,NYM,148,610.7842835130971,687.0,155.60708782742682,98.44530046224962,27.522342064714948,3.1756548536209555,26.46379044684129,95.26964560862866,94.21109399075502,61.395993836671806,4.234206471494607,120.6748844375963,7.409861325115562,5.29275808936826,2.117103235747304,13.761171032357474,5.29275808936826,8.468412942989215,0.255,0.327666151,0.440207972,0.767874124,0.275395034,17.56548536,8.936825886,602,687,153,87,33,2,31,108,98,66,1,137,12,7,0,31,4,27,0.254,0.336,0.47,0.806,0.277,19.9,9.6,0.7622950819672131,0.21311475409836067,0.02459016393442623,0.0385208012326656,0.7131147540983607,0.27049180327868855,0.01639344262295082,0.0451237263464337,129.14329738058552,122
10,Gunnar Henderson,BAL,152,533.8274268104776,622.0,138.00924499229583,83.38058551617874,25.87673343605547,5.750385208012327,23.001540832049308,95.83975346687212,86.2557781201849,74.75500770416025,0.9583975346687212,159.0939907550077,7.667180277349769,5.750385208012327,0.0,13.417565485362095,2.8751926040061635,10.542372881355933,0.259,0.354391371,0.457809695,0.812201066,0.321715818,25.57781202,12.01848998,560,622,143,77,29,9,28,100,82,56,1,159,3,3,0,10,3,7,0.255,0.325,0.489,0.814,0.306,25.6,9.0,0.7250000000000001,0.225,0.05,0.036979969183359,0.6695652173913044,0.25217391304347825,0.0782608695652174,0.045016077170418,115.00770416024653,115
