#,Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,SB,CS,AVG
470,Kevin Alcántara,CHC,11,45,49,11,8,2,0,1,6,5,3,0,15,0,0,0,1,0,0.239
471,Tyler Gentry,KCR,8,31,35,7,5,2,0,1,4,4,3,0,10,0,0,0,0,0,0.238
472,Jeferson Quero,MIL,6,23,26,5,4,1,0,1,3,3,2,0,6,0,0,0,0,0,0.228
473,J.C. Escarra,NYY,10,35,39,8,5,2,0,1,5,4,3,0,7,1,0,0,0,0,0.225
474,Brewer Hicklen,MIL,6,25,28,5,3,1,0,1,4,4,3,0,10,1,0,0,1,0,0.21
475,Nick Pratto,KCR,19,73,84,17,10,4,1,2,10,10,8,0,28,1,1,0,1,0,0.228
476,Luis Guillorme,HOU,8,31,35,7,6,1,0,0,3,2,4,0,6,0,0,0,0,0,0.242
477,Bryan De La Cruz,ATL,26,104,112,26,18,5,0,4,12,15,7,0,30,0,1,0,1,0,0.25
478,Jahmai Jones,DET,5,18,21,4,3,1,0,0,3,2,2,0,5,0,0,0,1,0,0.23
479,Tim Anderson,LAA,23,93,98,24,20,3,0,1,11,7,4,0,24,1,0,0,2,1,0.263
480,Jair Camargo,MIN,5,18,19,4,3,1,0,1,2,2,1,0,7,0,0,0,0,0,0.227
481,Jonatan Clase,TOR,8,31,35,7,4,1,0,1,5,4,3,0,11,0,0,0,2,1,0.221
482,Pablo Reyes,NYY,8,31,35,7,5,1,0,1,5,4,3,0,7,0,0,0,1,0,0.236
483,Marcelo Mayer,BOS,6,26,28,6,4,2,0,1,4,3,2,0,7,0,0,0,1,0,0.242
484,Juan Yepez,WSN,23,89,98,22,14,5,0,3,10,12,7,0,19,1,1,0,0,0,0.25
485,Luke Williams,ATL,8,32,35,7,5,2,0,1,4,4,3,0,10,0,0,0,2,1,0.231
486,Cal Stevenson,PHI,10,35,42,8,5,2,0,1,6,4,5,0,9,0,0,1,2,0,0.227
487,Kameron Misner,TBR,6,25,28,5,3,1,0,1,3,3,3,0,9,0,0,0,1,0,0.21
488,Michael Siani,STL,68,262,294,55,42,8,2,3,33,23,24,0,74,2,1,4,13,4,0.21
489,Michael Helman,STL,15,57,63,13,8,3,0,2,8,7,5,0,16,1,0,0,2,0,0.228
490,Brett Harris,ATH,5,18,21,4,3,1,0,0,2,2,2,0,4,0,0,0,0,0,0.22
491,Jimmy Crooks,STL,3,11,13,3,2,1,0,0,1,1,1,0,3,0,0,0,0,0,0.245
492,Jose Herrera,ARI,19,67,77,15,12,2,0,1,8,6,7,0,17,0,0,2,0,0,0.218
493,Scott Kingery,LAA,6,26,28,6,4,1,0,1,3,3,2,0,10,0,0,0,1,0,0.221
494,Dominic Fletcher,CHW,23,89,98,21,15,4,1,1,11,10,6,0,22,1,1,1,0,1,0.238
495,Brady House,WSN,8,33,35,8,5,1,0,1,4,4,2,0,10,1,0,0,0,0,0.233
496,Eli White,ATL,5,19,21,4,3,1,0,1,3,2,2,0,6,0,0,0,1,0,0.234
497,Owen Caissie,CHC,8,31,35,8,5,2,0,1,4,4,3,0,12,0,0,0,0,0,0.242
498,Zach Dezenzo,HOU,5,19,21,5,3,1,0,1,3,3,2,0,6,0,0,0,0,0,0.251
499,Miles Mastrobuoni,SEA,6,25,28,6,4,1,0,0,3,2,3,0,6,0,0,0,1,0,0.236
500,Oscar Colás,CHW,44,172,189,41,28,8,1,5,21,20,14,1,49,2,1,0,2,2,0.238
