#,Name,Team,GS,G,IP,TBF,W,L,QS,SV,HLD,BS,H,R,ER,HR,IBB,HBP,SO,BB,K/9,BB/9,ERA,WHIP
19,Justin Martinez,ARI,0,64,80,342,3,2,0,21,8,,64,32,29,5,3,5,92,41,10.37,4.56,3.31,1.31
20,Chris Martin,TEX,0,55,68.1,277,2,1,0,9,6,,62,29,27,8,1,3,69,11,9.13,1.43,3.51,1.07
21,Erik Miller,SFG,2,60,72.2,305,3,2,0,1,12,,53,29,27,6,2,3,87,37,10.77,4.54,3.29,1.24
22,Josh Hader,HOU,0,63,79,322,3,2,0,33,2,,52,31,29,11,1,4,110,32,12.59,3.7,3.29,1.08
23,Jason Adam,SDP,0,66,82.1,336,2,2,0,7,12,,60,34,32,9,2,6,93,29,10.19,3.13,3.44,1.07
24,Liam Hendriks,BOS,0,52,65.2,269,2,1,0,16,6,,58,30,28,9,1,2,76,14,10.46,1.98,3.82,1.11
25,Dylan Lee,ATL,0,55,69,284,3,1,0,0,13,,61,29,27,8,1,2,76,17,9.88,2.27,3.53,1.13
26,Keegan Akin,BAL,0,63,77.2,322,3,2,0,1,16,,66,33,31,9,2,3,85,23,9.86,2.68,3.61,1.15
27,Bryan Abreu,HOU,0,69,86,362,3,2,0,5,14,,67,37,35,9,1,6,106,37,11.12,3.87,3.66,1.21
28,Tyler Rogers,SFG,0,68,85,351,3,2,0,2,14,,80,36,34,7,1,5,61,19,6.42,1.97,3.58,1.16
29,Raisel Iglesias,ATL,0,66,83,342,3,1,0,34,1,,75,36,34,10,2,3,84,19,9.14,2.09,3.66,1.13
30,Kevin Kelly,TBR,0,55,69.1,284,3,1,0,0,5,,62,28,26,6,1,4,59,15,7.63,1.94,3.43,1.11
31,Tyler Holton,DET,1,62,76.2,313,3,2,0,6,13,,64,30,28,7,2,3,66,19,7.67,2.27,3.28,1.09
32,Brant Hurter,DET,3,41,62.1,258,3,2,1,0,4,,57,26,24,5,1,3,53,17,7.68,2.41,3.47,1.18
33,Dedniel Núñez,NYM,0,46,57.2,240,2,1,0,1,7,,46,24,23,6,2,3,69,21,10.79,3.21,3.53,1.16
34,Robert Garcia,TEX,0,63,79.1,332,3,1,0,8,10,,66,34,32,8,3,4,90,29,10.2,3.35,3.61,1.2
35,Aroldis Chapman,BOS,0,63,78.1,334,3,1,0,12,9,,52,32,30,7,1,4,113,49,13.06,5.68,3.43,1.3
36,Tanner Scott,LAD,0,66,83,355,3,2,0,18,8,,68,35,33,7,2,5,95,40,10.35,4.37,3.58,1.31
37,Evan Phillips,LAD,0,60,75,310,3,1,0,5,12,,65,33,30,8,1,4,79,21,9.48,2.56,3.65,1.15
38,Alex Vesia,LAD,0,56,70.1,291,3,1,0,1,11,,52,30,28,9,2,3,87,28,11.17,3.63,3.54,1.15
39,Jeremiah Estrada,SDP,0,60,75,315,2,2,0,4,13,,57,32,30,9,2,4,100,33,11.99,3.91,3.6,1.19
40,Cole Sands,MIN,0,58,72.1,305,2,2,0,4,15,,62,33,31,8,1,4,78,25,9.75,3.17,3.87,1.21
41,Andrew Nardi,MIA,0,56,70.1,294,2,2,0,2,10,,58,30,28,8,2,3,85,26,10.86,3.29,3.55,1.19
42,Ryan Fernandez,STL,0,59,74.1,311,2,2,0,1,16,,68,34,32,8,2,3,72,22,8.74,2.71,3.83,1.21
43,Tim Herrin,CLE,0,59,74,309,2,2,0,0,14,,61,30,28,6,2,3,74,28,9.06,3.46,3.41,1.21
44,Lucas Erceg,KCR,0,62,78,336,2,2,0,16,10,,65,34,32,6,1,6,87,38,10.01,4.41,3.65,1.32
45,Bryan Hudson,MIL,0,53,66.2,276,2,1,0,2,11,,52,26,24,6,1,3,72,25,9.68,3.41,3.25,1.16
46,Jose A. Ferrer,WSN,0,60,74.2,311,3,2,0,5,11,,68,32,29,6,2,3,60,21,7.21,2.52,3.53,1.2
47,Joel Payamps,MIL,0,62,77,319,3,2,0,6,13,,68,35,32,10,2,4,76,20,8.89,2.37,3.76,1.14
48,Yimi García,TOR,0,56,70.1,287,2,2,0,8,14,,57,30,28,10,2,3,78,19,10.06,2.46,3.63,1.09
49,Kevin Ginkel,ARI,0,63,78.1,331,3,2,0,6,14,,71,37,34,8,2,4,81,27,9.3,3.06,3.95,1.24
50,Adrian Morejon,SDP,1,59,71.2,299,2,2,0,1,12,,63,32,30,8,1,3,71,22,8.92,2.78,3.76,1.2
51,Matthew Liberatore,STL,4,51,75,320,3,3,1,1,12,,70,36,34,7,2,3,67,26,8,3.16,4.09,1.29
52,David Bednar,PIT,0,60,75.1,319,2,1,0,21,4,,68,37,34,8,2,4,76,25,9.07,3,4.1,1.24
53,Blake Treinen,LAD,0,55,68.1,285,3,1,0,5,14,,57,30,28,7,1,3,74,25,9.72,3.28,3.65,1.2
54,Garrett Whitlock,BOS,1,45,56.2,235,2,2,0,4,14,,53,26,24,6,1,2,53,13,8.42,2.04,3.84,1.17
55,Yuki Matsui,SDP,0,53,65.2,274,2,1,0,2,6,,50,27,25,7,2,3,75,27,10.22,3.74,3.48,1.18
56,Ryan Pressly,CHC,0,59,73,305,2,1,0,23,5,,68,32,30,7,1,3,68,21,8.42,2.54,3.71,1.21
57,Joe Mantiply,ARI,0,59,73.2,310,3,2,0,1,11,,73,35,32,7,2,3,63,18,7.71,2.26,3.97,1.25
58,Andrew Chafin,,0,51,63.1,268,3,3,0,2,0,,53,28,26,6,1,3,72,27,10.21,3.77,3.63,1.25
59,Jeff Hoffman,TOR,0,63,78.2,332,2,2,0,25,4,,63,37,35,10,2,4,99,33,11.33,3.76,3.96,1.22
60,Slade Cecconi,CLE,4,34,58.2,244,1,1,0,0,1,,52,28,26,8,2,3,57,15,8.74,2.3,3.96,1.15
61,Caleb Ferguson,PIT,0,55,68.2,294,2,1,0,1,9,,63,32,30,6,1,4,67,26,8.82,3.41,3.88,1.29
62,Mike Burrows,PIT,3,28,49.1,208,1,1,0,0,1,,41,22,21,5,1,3,50,19,9.14,3.44,3.84,1.22
63,Pierce Johnson,ATL,0,61,76.2,327,3,1,0,3,12,,67,36,34,9,1,4,89,32,10.44,3.74,3.95,1.29
64,Beau Brieske,DET,2,54,67.1,281,3,3,-1,6,10,,57,31,28,8,1,3,61,22,8.22,2.99,3.8,1.19
65,Gabe Speier,SEA,0,47,58.2,243,2,1,0,0,10,,50,25,23,6,2,3,63,17,9.6,2.58,3.55,1.15
66,Kody Funderburk,MIN,0,44,55,234,2,1,0,1,1,,48,23,21,3,1,3,55,22,9.01,3.66,3.5,1.28
67,Colin Holderman,PIT,0,59,73.1,313,2,1,0,2,13,,63,34,31,6,2,5,73,31,8.97,3.77,3.85,1.27
68,Max Lazar,PHI,0,39,48,197,1,1,0,0,4,,44,21,19,5,1,2,47,9,8.71,1.73,3.61,1.11
69,Scott Alexander,,1,43,52.1,217,2,2,0,0,0,,48,21,20,3,2,2,40,14,6.88,2.4,3.35,1.19
70,José Alvarado,PHI,0,60,75,322,2,2,0,4,10,,64,34,31,6,2,4,79,35,9.46,4.24,3.76,1.32
71,David Robertson,,0,46,57.1,240,3,2,0,4,0,,44,23,22,6,1,3,69,25,10.89,3.91,3.4,1.2
72,Bryan King,HOU,0,49,61.2,259,2,1,0,0,12,,49,25,23,5,1,3,64,27,9.29,3.94,3.4,1.24
73,José Leclerc,ATH,0,63,78.1,332,3,2,0,4,13,,60,36,34,9,1,5,89,37,10.26,4.2,3.88,1.23
74,Paul Sewald,CLE,0,54,67.2,282,2,2,0,4,12,,56,32,30,10,2,3,77,21,10.29,2.83,3.93,1.14
75,Hans Crouse,LAA,0,60,74.2,314,3,2,0,2,7,,57,34,32,10,3,4,92,31,11.12,3.74,3.83,1.18
76,Declan Cronin,MIA,0,59,74.1,317,2,2,0,1,13,,70,32,30,5,2,5,64,27,7.7,3.31,3.64,1.31
77,Gregory Santos,SEA,0,50,62,259,2,1,0,2,13,,55,26,24,5,1,3,56,20,8.11,2.91,3.53,1.21
78,Kirby Yates,LAD,0,58,72.2,304,3,1,0,15,11,,55,32,30,9,1,4,92,32,11.38,3.98,3.74,1.2
79,Troy Taylor,SEA,0,49,62,255,2,1,0,1,4,,49,25,23,6,1,3,64,22,9.3,3.16,3.41,1.14
80,Angel Zerpa,KCR,0,50,63,263,2,1,0,0,12,,57,27,25,5,2,3,53,19,7.6,2.72,3.53,1.21
81,Pete Fairbanks,TBR,0,52,65.2,276,2,2,0,24,7,,57,31,29,7,1,3,70,23,9.58,3.21,3.99,1.23
82,Kenley Jansen,,0,47,58.1,242,3,3,0,10,0,,45,26,24,8,1,3,68,22,10.41,3.4,3.76,1.14
83,Hunter Harvey,KCR,0,58,73,309,2,2,0,3,14,,70,37,34,9,1,4,72,21,8.9,2.59,4.2,1.25
84,Matt Brash,SEA,0,32,40.1,168,1,1,0,3,1,,30,15,14,3,1,2,50,18,11.26,3.94,3.13,1.18
85,John Schreiber,KCR,0,58,71.2,306,2,2,0,2,12,,66,33,31,6,1,4,62,26,7.79,3.29,3.87,1.29
86,Scott Barlow,,0,54,68,288,3,3,0,1,0,,58,32,30,8,2,4,75,27,9.9,3.52,3.97,1.25
87,Ian Hamilton,NYY,0,50,62.2,268,2,1,0,2,15,,53,28,26,6,1,4,66,27,9.41,3.91,3.73,1.28
88,Luke Little,CHC,0,33,41,172,1,1,0,0,1,,29,14,13,2,1,3,46,21,10,4.52,2.83,1.22
89,Ryan Thompson,ARI,0,61,76,323,3,2,0,1,13,,76,37,34,7,2,4,58,22,6.92,2.58,4.08,1.29
90,Jason Foley,DET,0,62,77,325,3,2,0,19,8,,75,36,34,6,1,4,57,22,6.65,2.52,3.95,1.26
91,Ben Joyce,LAA,0,56,70,296,3,2,0,23,5,,57,30,28,6,1,5,71,31,9.18,3.94,3.63,1.25
92,Fernando Cruz,NYY,1,61,76,326,2,2,0,1,13,,60,37,35,11,2,4,106,38,12.53,4.46,4.12,1.29
93,Tony Santillan,CIN,0,57,71,308,3,2,0,4,12,,61,35,33,9,2,5,86,33,10.88,4.17,4.17,1.32
94,Danny Coulombe,MIN,0,46,57.1,237,3,3,0,1,4,,49,26,24,7,1,2,60,17,9.45,2.75,3.75,1.17
95,Jared Koenig,MIL,2,53,64.2,273,2,2,0,2,12,,56,29,27,7,2,3,62,24,8.59,3.36,3.8,1.24
96,Edwin Uceta,TBR,0,57,70.2,298,3,2,0,9,11,,57,33,31,10,2,4,82,28,10.46,3.57,3.93,1.2
97,Will Vest,DET,0,63,78.2,335,3,2,0,3,12,,74,38,35,8,1,4,72,26,8.31,3.01,4.05,1.28
98,Fraser Ellard,CHW,0,61,76,327,2,2,0,4,13,,67,33,31,6,2,4,75,34,8.87,4.01,3.65,1.32
99,Domingo Gonzalez,ATL,0,36,45,189,2,1,0,0,0,,37,19,18,4,1,3,54,18,10.74,3.53,3.53,1.21
100,Angel Perdomo,ATL,0,44,54.2,236,2,1,0,0,9,,41,24,22,5,2,4,73,30,12.06,4.95,3.64,1.31
101,Yennier Cano,BAL,0,62,77,326,3,2,0,3,12,,70,35,33,7,2,4,71,28,8.34,3.26,3.84,1.28
102,Taylor Rogers,CIN,0,61,76.2,327,3,2,0,5,13,,71,38,36,10,2,4,80,26,9.4,3.1,4.18,1.27
103,Grant Holman,ATH,0,57,71,298,2,2,0,0,12,,61,32,30,8,2,4,70,25,8.87,3.1,3.8,1.2
104,Walter Pennington,TEX,0,35,43.2,181,1,1,0,0,1,,36,17,16,3,2,2,44,16,9.14,3.36,3.21,1.19
105,Anderson Pilar,ATL,0,37,46.1,194,2,1,0,0,0,,41,20,18,4,2,3,44,15,8.63,2.91,3.54,1.21
106,Dylan Floro,,0,54,67.1,287,3,3,0,0,0,,68,33,31,6,2,3,51,19,6.83,2.49,4.08,1.29
107,Evan Reifert,WSN,0,47,59,250,2,2,0,1,0,,45,26,24,6,2,4,71,29,10.81,4.41,3.64,1.25
108,Trevor Megill,MIL,0,58,72.2,309,2,2,0,25,2,,64,37,34,10,2,4,84,26,10.43,3.27,4.23,1.25
109,Nick Mears,MIL,0,56,70,298,2,2,0,0,11,,55,32,30,8,2,4,85,33,10.89,4.28,3.89,1.26
110,Jake Cousins,NYY,0,55,69.1,296,2,1,0,2,7,,54,31,29,7,1,5,84,35,10.89,4.56,3.79,1.28
111,Nate Pearson,CHC,0,60,74,312,2,2,0,3,7,,60,35,32,9,1,4,77,30,9.3,3.62,3.94,1.22
112,Eduard Bazardo,SEA,0,36,45.2,188,1,1,0,1,1,,37,20,18,5,1,2,50,15,9.79,2.95,3.64,1.14
113,John Brebbia,,1,45,55,230,2,3,0,1,0,,49,27,25,8,1,2,60,16,9.86,2.68,4.14,1.19
114,Ryan Burr,TOR,1,43,53,223,2,1,0,0,4,,45,25,23,6,1,2,62,20,10.46,3.47,3.92,1.23
115,Trent Thornton,SEA,0,61,76,321,2,2,0,2,14,,68,37,35,10,1,4,75,25,8.85,2.97,4.11,1.22
116,Hoby Milner,TEX,0,55,68.1,283,2,1,0,0,11,,64,31,29,8,1,3,61,16,8.04,2.12,3.79,1.17
117,Carmen Mlodzinski,PIT,1,54,66.1,287,2,1,0,1,12,,62,34,31,6,1,4,61,26,8.24,3.59,4.27,1.34
118,Nic Enright,CLE,0,31,38.2,159,1,1,0,0,0,,32,17,16,5,1,2,43,11,10.03,2.52,3.7,1.1
119,Caleb Thielbar,CHC,0,53,66,279,2,1,0,1,10,,57,32,30,9,1,2,70,25,9.58,3.42,4.07,1.25
120,Connor Thomas,MIL,0,39,49,206,2,1,0,0,0,,47,21,20,4,2,2,41,14,7.53,2.5,3.62,1.23
121,Brock Burke,LAA,0,58,72.2,307,3,2,0,1,13,,67,35,33,9,2,3,70,23,8.61,2.9,4.03,1.24
122,Shawn Armstrong,TEX,1,58,72.1,308,2,2,0,1,12,,68,37,35,9,1,4,70,23,8.71,2.81,4.35,1.26
123,JoJo Romero,STL,0,56,69.2,296,2,2,0,3,12,,66,32,30,7,1,3,63,24,8.09,3.04,3.9,1.28
124,Anthony Bender,MIA,0,58,72,309,2,2,0,5,12,,67,35,32,8,2,4,71,26,8.88,3.25,4,1.29
125,Adam Ottavino,,0,45,56.1,239,3,3,0,2,0,,46,27,25,6,1,4,62,24,9.92,3.85,4.05,1.24
126,Tristan Beck,SFG,2,38,55.2,238,2,2,1,0,7,,56,29,27,7,1,2,48,17,7.69,2.73,4.38,1.3
127,Manuel Rodríguez,TBR,0,60,74.1,319,3,2,0,3,13,,68,36,33,7,2,5,72,29,8.7,3.5,4.04,1.3
128,Randy Rodríguez,SFG,0,43,52.2,226,2,1,0,0,10,,44,25,23,5,1,3,53,24,9.03,4.06,3.92,1.28
129,Seth Halvorsen,COL,0,59,74,320,2,2,0,10,8,,71,39,36,8,2,4,71,28,8.58,3.41,4.37,1.34
130,Ryan Brasier,CHC,1,33,40.2,169,1,1,0,0,13,,36,18,17,4,1,2,38,11,8.36,2.51,3.78,1.17
131,Sean Hjelle,SFG,0,53,66.1,287,3,2,0,0,13,,68,33,31,6,2,5,57,23,7.73,3.1,4.19,1.37
132,Prelander Berroa,CHW,0,58,72.2,314,2,2,0,7,8,,58,33,31,7,2,4,80,41,9.9,5.04,3.8,1.36
133,Tyson Miller,CHC,0,54,67,283,2,1,0,1,12,,59,33,30,8,1,4,64,24,8.67,3.25,4.1,1.24
134,Angel Chivilli,COL,0,52,64.2,276,1,2,0,1,9,,65,34,31,8,2,3,59,18,8.2,2.47,4.34,1.28
135,Mason Montgomery,TBR,0,51,63.2,268,2,1,0,1,12,,54,29,27,8,2,3,70,24,9.87,3.37,3.82,1.21
136,Gregory Soto,BAL,0,57,71.2,308,3,2,0,2,10,,62,33,31,7,2,4,72,33,9.11,4.14,3.86,1.32
137,Carlos Estévez,KCR,0,60,75,321,2,2,0,19,6,,71,39,36,9,2,4,72,26,8.66,3.08,4.33,1.29
138,Clayton Beeter,NYY,1,41,50.1,215,2,1,0,0,4,,40,23,22,6,1,3,61,24,10.87,4.37,3.87,1.27
139,Colin Poche,,0,51,63.2,266,3,3,0,2,11,,53,30,28,9,1,3,60,23,8.49,3.2,3.96,1.19
140,Dennis Santana,PIT,0,63,78.1,342,2,2,0,5,12,,73,41,39,8,2,5,77,35,8.84,4.03,4.43,1.38
141,Danny Young,NYM,0,49,60.2,262,2,1,0,0,10,,53,28,26,6,2,4,67,27,9.88,4.02,3.86,1.31
142,Luis García,,0,53,66.2,283,3,3,0,2,0,,65,33,31,7,1,4,57,20,7.7,2.72,4.13,1.28
143,Eiberson Castellano,MIN,1,34,42.1,179,1,1,0,0,0,,37,20,19,5,1,3,45,15,9.57,3.29,3.96,1.24
144,Hunter Bigge,TBR,0,50,62.2,267,2,1,0,0,7,,49,30,28,8,2,3,76,30,10.93,4.31,3.98,1.26
145,Sean Guenther,DET,0,51,63.1,265,2,2,0,0,10,,60,29,27,7,1,3,50,17,7.18,2.43,3.86,1.21
146,Dauri Moreta,PIT,0,29,35.2,150,1,1,0,0,1,,30,17,16,4,1,2,38,12,9.63,3.06,3.91,1.19
147,Chad Green,TOR,0,58,72.1,301,2,2,0,8,12,,65,37,34,11,2,3,68,19,8.48,2.37,4.23,1.17
148,José Suarez,LAA,4,42,64,277,3,3,1,3,12,,60,34,32,9,1,4,63,25,8.91,3.46,4.51,1.33
149,Hunter Gaddis,CLE,1,58,71.2,301,2,2,0,1,17,,62,36,33,11,2,4,66,22,8.32,2.82,4.17,1.18
150,Ethan Roberts,CHC,0,35,44,185,1,1,0,0,1,,39,20,19,5,1,2,42,13,8.52,2.73,3.86,1.2
151,Sean Reynolds,SDP,0,42,52.1,224,1,1,0,0,9,,42,24,23,5,1,3,59,25,10.09,4.3,3.91,1.29
152,Trevor McDonald,SFG,0,27,33.2,141,1,1,0,0,1,,29,14,13,2,1,2,29,12,7.87,3.14,3.43,1.22
153,Forrest Whitley,HOU,0,41,51,218,2,1,0,0,10,,41,24,22,6,1,3,58,24,10.27,4.25,3.89,1.27
154,John King,STL,0,56,69.2,296,2,2,0,0,12,,73,33,31,5,1,3,43,19,5.55,2.47,3.99,1.32
155,Abner Uribe,MIL,0,39,48.2,207,2,1,0,2,4,,38,20,19,4,1,3,50,25,9.26,4.62,3.53,1.29
156,Andrew Kittredge,BAL,0,63,78.1,330,3,2,0,3,13,,78,40,37,11,2,3,67,19,7.73,2.14,4.25,1.23
157,Ryan Gusto,HOU,3,23,39,165,1,2,-1,0,0,,33,19,17,5,1,2,38,15,8.83,3.42,4.02,1.23
158,Nick Hernandez,HOU,0,39,48.1,202,2,1,0,0,4,,36,22,21,7,1,3,57,21,10.61,3.83,3.84,1.17
159,Brenan Hanifee,DET,1,32,38.2,162,1,1,0,0,1,,36,18,16,3,1,2,31,11,7.13,2.59,3.8,1.22
160,Justin Slaten,BOS,0,60,75.1,324,2,2,0,6,15,,69,39,36,10,2,4,79,30,9.44,3.57,4.28,1.31
161,Sam Moll,CIN,0,60,75.1,326,3,2,0,0,11,,68,37,35,8,3,5,78,33,9.29,3.9,4.13,1.34
162,Reed Garrett,NYM,0,59,73.2,320,2,1,0,2,15,,65,38,35,9,2,4,87,35,10.61,4.28,4.33,1.36
163,Josh Winckowski,BOS,1,44,54.2,235,2,2,0,0,1,,55,28,26,5,1,3,43,18,7.04,2.96,4.22,1.33
164,Luke Weaver,NYY,0,61,76,324,2,2,0,5,13,,71,39,37,11,2,4,80,24,9.47,2.85,4.34,1.25
165,Caleb Kilian,CHC,2,18,31.1,134,1,0,0,0,1,,29,15,14,3,1,2,27,12,7.73,3.3,3.93,1.28
166,Daysbel Hernández,ATL,0,44,54.1,235,2,1,0,0,11,,44,26,24,6,2,3,64,28,10.58,4.71,3.95,1.34
167,José Buttó,NYM,1,52,66.1,283,2,2,0,1,16,,57,33,31,8,2,4,67,28,9.1,3.77,4.19,1.28
168,Joe Kelly,,0,36,45,193,2,2,0,0,0,,38,20,19,3,1,3,48,22,9.63,4.4,3.73,1.33
169,Zach Brzykcy,WSN,0,52,65.2,279,3,2,0,0,4,,55,31,29,8,3,4,69,27,9.42,3.7,3.98,1.25
170,Daniel Lynch IV,KCR,3,39,59,254,2,2,1,0,4,,58,31,29,7,1,3,49,21,7.55,3.21,4.42,1.34
171,Brusdar Graterol,LAD,0,21,26.1,108,1,0,0,1,1,,24,10,9,1,1,1,19,6,6.54,1.99,3.12,1.13
172,Alek Jacob,SDP,0,27,34,141,1,1,0,0,1,,29,15,14,4,1,2,36,11,9.6,2.83,3.69,1.16
173,Yilber Diaz,ARI,3,34,52.2,229,2,2,1,0,1,,47,27,26,7,1,3,55,25,9.46,4.24,4.39,1.36
174,Kaleb Ort,HOU,0,55,68.1,292,2,2,0,1,13,,59,35,33,10,2,4,74,28,9.68,3.7,4.33,1.27
175,Jackson Rutledge,WSN,3,29,50.2,221,1,1,0,0,1,,46,27,25,6,2,3,47,23,8.36,4,4.39,1.36
176,Adam Macko,TOR,2,17,28.2,123,1,1,0,0,0,,24,13,12,3,1,2,32,13,9.96,4,3.79,1.27
177,Tanner Banks,PHI,0,61,75.2,326,2,2,0,1,12,,75,40,37,10,1,3,74,25,8.83,2.95,4.42,1.32
178,Joey Wentz,PIT,1,53,66,287,2,2,0,0,8,,60,34,32,8,2,3,65,30,8.78,4.09,4.36,1.36
179,Jorge Alcala,MIN,0,58,72.2,309,2,2,0,0,12,,65,37,35,11,1,4,74,25,9.09,3.13,4.32,1.24
180,Yosver Zulueta,CIN,0,45,56.2,247,2,2,0,0,6,,50,27,25,5,1,4,58,28,9.25,4.47,4.04,1.38
181,Bryan Baker,BAL,0,36,45.1,192,2,1,0,0,1,,38,21,20,6,1,2,48,18,9.42,3.6,3.95,1.23
182,Ryan Yarbrough,,1,39,56.1,237,3,3,1,0,0,,53,28,26,7,1,4,43,15,6.87,2.4,4.16,1.21
183,Tommy Kahnle,DET,0,49,61.1,261,2,2,0,2,10,,54,29,27,7,1,3,60,24,8.75,3.51,3.9,1.27
184,Craig Kimbrel,,0,47,59,252,3,3,0,3,0,,47,29,27,8,1,4,73,27,11.09,4.07,4.11,1.25
185,Jhonathan Díaz,,2,24,34,146,1,1,0,0,0,,30,15,14,3,1,2,31,14,8.11,3.58,3.77,1.28
186,Brennan Bernardino,BOS,1,57,69.2,304,2,2,0,0,10,,67,37,34,9,2,5,73,28,9.46,3.63,4.45,1.36
187,Marc Church,TEX,0,36,45,188,1,1,0,0,1,,38,21,20,7,1,2,52,15,10.43,2.97,3.98,1.17
188,Anthony Banda,LAD,1,50,61.2,267,2,1,0,0,7,,59,33,30,7,2,3,60,25,8.81,3.59,4.43,1.36
189,Jacob Waguespack,TBR,2,36,48.1,210,2,2,0,0,1,,44,25,24,6,1,3,52,22,9.71,4.01,4.44,1.36
190,Ty Madden,DET,3,32,48,207,2,2,1,0,1,,45,26,24,7,1,2,47,19,8.8,3.47,4.49,1.31
191,Graham Ashcraft,CIN,3,41,58.2,253,2,3,0,0,4,,59,30,28,6,1,4,45,20,6.94,3.06,4.34,1.34
192,James McArthur,KCR,0,39,48.1,208,1,1,0,2,1,,47,24,22,5,1,3,44,16,8.09,3.05,4.18,1.3
193,Colin Selby,BAL,0,31,38.1,162,2,1,0,0,1,,32,17,16,4,1,2,39,16,9.17,3.75,3.74,1.24
194,George Soriano,MIA,0,34,44.2,194,1,1,0,0,4,,42,22,21,5,1,3,43,18,8.58,3.58,4.15,1.32
195,Luarbert Arias,MIA,0,33,41,171,1,1,0,0,0,,35,19,17,6,2,2,41,13,9.07,2.94,3.83,1.18
196,Buck Farmer,,0,49,61,262,3,3,0,0,0,,52,31,29,7,1,4,61,26,8.96,3.86,4.26,1.29
197,Eli Morgan,CHC,0,46,58,244,2,1,0,0,1,,54,30,28,9,1,3,52,16,8.13,2.55,4.37,1.22
198,Cody Bolton,SEA,0,31,38.2,163,1,1,0,0,1,,32,18,16,4,1,2,38,15,8.78,3.56,3.81,1.23
199,Nick Robertson,TOR,0,31,38.2,164,1,1,0,0,1,,35,19,17,5,1,2,38,13,8.88,2.96,4.04,1.23
200,Cionel Pérez,BAL,0,55,69,299,3,2,0,1,7,,63,32,30,5,2,4,54,31,7.06,4.03,3.92,1.36
201,Luis Peralta,COL,0,57,71.2,316,2,2,0,2,13,,66,37,35,7,2,4,77,36,9.7,4.56,4.38,1.43
202,Ryan Zeferjahn,LAA,0,50,62.2,269,2,2,0,1,14,,54,31,29,8,2,4,70,27,10.07,3.93,4.23,1.29
203,Sam Long,KCR,0,49,61,261,2,1,0,0,10,,55,30,28,7,2,3,56,24,8.24,3.58,4.06,1.29
204,Brandon Young,BAL,2,20,28.1,120,1,1,0,0,0,,25,14,13,4,1,1,28,10,9.04,3.1,4.08,1.24
205,Jordan Romano,PHI,0,54,67.1,287,2,1,0,24,4,,62,35,32,9,2,3,67,24,8.89,3.18,4.29,1.27
206,Calvin Faucher,MIA,0,55,68.2,302,2,2,0,12,6,,67,36,33,7,2,4,70,31,9.11,4.13,4.38,1.43
207,Jhony Brito,SDP,3,29,46,196,2,2,1,0,1,,45,24,22,6,1,2,33,14,6.49,2.74,4.33,1.29
208,Mark Leiter Jr.,NYY,0,53,66.1,283,2,1,0,1,12,,58,34,32,10,1,5,79,25,10.69,3.44,4.31,1.26
209,Scott Effross,NYY,0,39,48.1,205,2,1,0,0,1,,48,24,23,6,1,3,41,14,7.7,2.55,4.21,1.27
210,Chase Silseth,LAA,4,38,66.2,285,2,1,0,0,10,,59,34,32,9,2,4,64,27,8.72,3.72,4.31,1.29
211,Zack Thompson,STL,1,35,44.2,194,2,1,0,0,7,,39,22,20,5,1,2,47,21,9.5,4.31,4.08,1.35
212,Chris Roycroft,STL,0,30,37.2,162,1,1,0,0,1,,34,18,16,3,1,2,32,16,7.73,3.87,3.92,1.34
213,Quinn Priester,BOS,2,25,36.1,156,1,1,0,0,1,,35,18,17,3,1,2,30,13,7.33,3.31,4.16,1.33
214,Alex Lange,DET,0,39,49.1,214,2,1,0,3,1,,42,24,22,5,1,4,53,25,9.58,4.63,4.1,1.36
215,Blake Walston,ARI,1,22,31.1,133,1,1,0,0,1,,28,15,14,3,1,1,29,12,8.36,3.37,3.97,1.28
216,Keegan Thompson,CHC,1,45,54.2,234,2,1,0,1,13,,46,27,25,7,1,3,57,25,9.38,4.05,4.08,1.29
217,Seranthony Domínguez,BAL,0,63,78.1,333,3,2,0,5,12,,68,39,36,10,1,5,79,31,9.07,3.57,4.17,1.26
218,Elvis Peguero,MIL,0,55,68.2,294,2,2,0,0,9,,63,34,31,7,2,4,59,26,7.74,3.44,4.11,1.3
219,Josh Sborz,TEX,0,25,31.2,134,1,1,0,1,1,,27,15,14,4,1,1,36,12,10.19,3.55,4.06,1.24
220,Evan Sisk,KCR,0,20,25.2,109,1,1,0,0,0,,21,11,10,2,1,1,27,12,9.54,4.24,3.46,1.31
221,Nick Sandlin,TOR,0,59,73.1,310,2,2,0,0,12,,58,35,32,10,2,5,79,32,9.68,3.96,3.98,1.23
222,Jalen Beeks,,1,41,51,219,2,3,0,2,0,,49,26,24,6,1,3,45,19,7.97,3.35,4.31,1.34
223,Phil Maton,,0,55,69.1,300,3,3,0,0,0,,64,36,34,8,1,6,68,27,8.77,3.49,4.37,1.31
224,Alexis Díaz,CIN,0,63,79.1,342,3,2,0,24,3,,66,41,38,10,2,6,84,38,9.56,4.28,4.36,1.31
225,Michel Otañez,ATH,0,55,69.1,305,2,2,0,1,13,,53,34,32,7,2,6,88,44,11.43,5.78,4.1,1.41
