#,Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,SB,CS,AVG
249,Ernie Clement,TOR,73,295,315,78,55,15,1,6,34,31,13,0,33,2,2,2,7,3,0.263
250,Hunter Renfroe,KCR,86,337,371,84,49,19,1,15,41,50,29,1,77,2,2,0,2,1,0.25
251,Heston Kjerstad,BAL,92,358,399,87,56,17,2,12,50,45,28,1,103,9,3,0,2,0,0.244
252,Oliver Dunn,MIL,81,306,350,65,39,14,2,10,42,36,38,0,117,3,2,1,8,2,0.213
253,Oswaldo Cabrera,NYY,91,355,392,83,56,17,1,10,43,42,30,0,84,2,3,2,9,2,0.234
254,Ben Rortvedt,TBR,65,226,256,50,34,10,0,5,26,22,25,0,66,3,2,0,1,0,0.22
255,Trent Grisham,NYY,52,193,224,41,24,9,1,7,27,27,26,0,58,3,2,1,5,1,0.214
256,Roman Anthony,BOS,83,311,357,75,47,17,2,9,44,38,41,1,95,1,3,0,8,2,0.24
257,Oswald Peraza,NYY,50,195,217,46,30,8,0,7,24,26,16,0,52,4,2,0,9,2,0.236
258,Dillon Dingler,DET,60,214,237,47,30,9,1,7,25,24,17,0,67,4,2,0,1,0,0.221
259,Luis Campusano,SDP,81,296,322,73,50,14,1,9,33,33,21,0,53,3,2,0,0,0,0.248
260,Kyle Teel,CHW,45,157,179,37,26,7,0,4,17,14,19,0,47,1,1,0,2,1,0.237
261,Orelvis Martinez,TOR,52,203,224,47,25,11,0,10,26,33,15,0,58,3,2,0,0,0,0.23
262,Andy Pages,LAD,44,168,189,40,23,9,1,8,25,28,16,0,47,4,2,0,2,1,0.24
263,Endy Rodríguez,PIT,86,320,352,78,51,18,2,7,38,33,27,0,74,2,3,0,2,1,0.245
264,Spencer Steer,CIN,117,443,504,105,63,24,2,16,59,57,50,1,105,7,4,0,13,3,0.236
265,Elias Díaz,SDP,78,284,307,66,43,13,1,9,30,32,20,0,69,2,2,0,0,0,0.232
266,Mickey Moniak,LAA,66,267,287,64,38,12,2,11,37,37,14,0,82,3,2,0,6,2,0.239
267,Mike Yastrzemski,SFG,115,441,497,97,56,21,4,16,62,56,47,1,129,6,3,1,4,1,0.22
268,Mitch Garver,SEA,78,280,323,57,35,11,0,11,36,37,37,1,95,4,2,0,1,0,0.205
269,Edgar Quero,CHW,39,135,154,32,21,7,0,4,14,14,14,0,33,3,2,0,0,0,0.237
270,Nick Fortes,MIA,89,321,352,76,53,16,1,7,30,29,20,0,54,6,3,3,3,1,0.238
271,Dairon Blanco,KCR,49,190,210,49,34,9,2,5,25,20,13,0,49,4,1,1,29,7,0.26
272,Johan Rojas,PHI,73,291,315,72,51,14,2,4,36,27,14,0,63,3,2,4,21,3,0.247
273,Isiah Kiner-Falefa,PIT,128,510,553,134,103,22,3,5,54,37,30,0,85,8,4,2,16,5,0.262
274,Seth Brown,ATH,78,308,336,73,44,13,1,14,37,41,24,1,93,2,2,0,4,1,0.236
275,Rhys Hoskins,MIL,131,497,567,111,63,21,1,26,64,73,59,1,156,7,4,0,3,1,0.222
276,Christian Moore,LAA,65,256,280,59,38,11,1,10,31,32,20,0,82,2,2,0,3,1,0.232
277,Josh Rojas,CHW,78,299,336,71,51,14,1,5,31,25,32,0,74,1,2,1,9,2,0.236
278,Christian Vázquez,MIN,76,279,301,65,47,13,0,5,27,26,17,0,62,1,2,1,3,1,0.233
279,Dylan Crews,WSN,134,529,581,124,82,25,4,14,62,53,37,0,135,10,5,0,27,6,0.235
280,Kyle Manzardo,CLE,99,374,427,86,50,22,1,15,46,50,44,1,93,4,5,0,1,0,0.231
281,Agustin Ramirez,MIA,65,238,263,56,35,12,0,8,24,27,21,0,60,1,2,0,5,1,0.234
282,Richie Palacios,TBR,78,290,336,67,47,14,1,4,38,27,38,0,62,4,3,1,11,3,0.231
283,Masataka Yoshida,BOS,92,363,399,101,69,21,1,9,47,43,26,1,54,8,2,0,3,1,0.279
284,José Tena,WSN,75,300,322,76,53,15,1,7,31,29,16,0,85,2,3,1,8,3,0.255
285,Pavin Smith,ARI,78,294,336,73,47,15,1,10,42,38,38,1,69,1,3,0,1,0,0.25
286,Paul DeJong,WSN,79,314,343,66,41,12,0,13,31,37,21,0,105,5,3,0,3,1,0.211
287,Amed Rosario,WSN,49,197,210,53,39,9,2,3,24,17,10,0,39,2,1,0,7,2,0.271
288,Jake Fraley,CIN,104,399,448,100,68,19,1,12,50,46,41,1,89,5,3,0,20,5,0.251
289,Austin Hays,CIN,118,466,511,118,73,27,1,16,56,61,33,1,116,8,4,1,5,3,0.253
290,Carlos Santana,CLE,136,518,588,114,73,23,0,18,58,59,64,1,104,3,3,0,4,1,0.221
291,Hunter Goodman,COL,76,295,319,72,36,18,1,17,33,45,17,1,87,4,3,0,1,0,0.244
292,Juan Brito,CLE,62,233,266,53,34,13,1,5,26,24,27,0,52,2,2,1,4,1,0.226
293,Mauricio Dubón,HOU,79,319,343,83,60,16,1,5,35,31,18,0,49,2,3,1,4,2,0.26
294,Ramón Laureano,BAL,47,183,203,43,27,9,1,7,25,25,14,0,57,5,1,0,5,2,0.237
295,Jeimer Candelario,CIN,120,468,518,110,64,25,2,18,59,63,39,1,123,7,3,0,5,3,0.235
296,Taylor Walls,TBR,57,213,245,45,30,9,1,4,28,20,29,0,61,1,2,1,12,3,0.209
297,Edmundo Sosa,PHI,41,160,175,40,26,8,1,5,23,20,8,0,41,5,1,1,3,1,0.249
298,Pedro Pagés,STL,62,219,243,50,33,10,1,6,24,22,20,0,61,2,2,0,0,0,0.226
299,Jerar Encarnacion,SFG,84,329,364,79,48,14,1,16,40,47,30,1,125,2,3,0,2,1,0.24
300,Tyler Freeman,CLE,37,142,161,35,25,7,0,3,17,13,11,0,23,6,1,1,5,2,0.249
301,Jesse Winker,NYM,99,362,427,83,56,16,0,11,51,43,56,1,91,6,3,0,7,3,0.23
302,Tyrone Taylor,NYM,78,309,336,71,43,16,2,11,42,41,19,0,77,5,2,0,9,3,0.231
303,Alex Jackson,NYY,32,116,128,25,14,5,0,5,15,18,9,0,39,2,1,0,1,0,0.214
304,Miguel Andujar,ATH,79,321,343,85,60,17,1,7,34,33,18,0,53,1,2,0,4,1,0.265
305,Carlos Narvaez,BOS,50,173,198,37,24,8,0,4,20,18,21,0,60,3,2,0,2,1,0.212
306,Luis Torrens,NYM,40,146,160,33,22,7,0,4,17,18,11,0,41,1,1,0,1,0,0.225
307,Josh Bell,WSN,134,517,581,128,85,23,1,18,60,58,56,1,111,4,4,0,1,1,0.248
308,Coby Mayo,BAL,28,106,119,25,14,6,0,5,15,17,10,0,34,2,1,0,1,0,0.239
309,Curtis Mead,TBR,57,223,245,57,36,13,1,6,29,27,15,0,48,4,2,0,4,1,0.254
310,Chris Taylor,LAD,66,254,287,56,36,11,1,8,35,32,29,0,89,3,2,0,7,2,0.219
311,Wenceel Pérez,DET,87,343,378,81,55,15,5,6,50,30,29,0,79,2,3,1,12,3,0.237
312,Mike Tauchman,CHW,92,343,399,79,57,14,1,7,38,29,49,0,87,4,3,0,5,2,0.23
313,Rob Refsnyder,BOS,50,190,217,48,32,10,1,6,25,23,22,1,54,4,1,0,3,1,0.253
314,Esteury Ruiz,ATH,26,99,112,25,17,5,0,2,12,11,8,0,24,3,1,1,12,3,0.25
315,Ben Rice,NYY,36,131,152,30,17,5,0,7,19,21,17,0,37,2,1,0,2,1,0.229
316,Austin Slater,CHW,49,184,210,43,29,8,0,5,20,18,22,0,58,3,1,0,4,1,0.234
317,Will Wagner,TOR,92,351,399,84,59,18,1,5,45,33,41,0,80,3,3,1,2,0,0.239
318,Jarred Kelenic,ATL,42,164,182,39,23,8,1,7,24,25,15,0,51,1,1,0,4,1,0.238
319,Randal Grichuk,ARI,62,246,266,63,39,14,1,9,31,34,16,0,54,3,2,0,1,0,0.255
320,Will Brennan,CLE,62,246,266,65,47,14,1,4,26,22,15,0,37,3,2,0,6,2,0.266
321,Nick Castellanos,PHI,147,590,637,150,94,31,2,23,76,84,37,1,149,6,4,0,7,2,0.254
322,Eguy Rosario,SDP,62,240,266,54,32,12,1,8,30,31,21,0,68,2,2,0,8,3,0.225
323,Thomas Saggese,STL,49,195,210,47,31,10,1,6,22,21,10,0,53,3,2,0,2,1,0.242
324,Jack Suwinski,PIT,34,129,147,29,16,6,1,6,17,18,15,0,44,1,1,0,3,1,0.227
325,Christian Encarnacion-Strand,CIN,84,336,364,86,53,16,1,16,42,48,21,1,99,4,3,0,2,0,0.255
326,Johnathan Rodriguez,CLE,32,127,140,31,19,6,0,6,15,17,11,0,43,1,1,0,1,0,0.246
327,Jason Heyward,SDP,81,314,350,72,45,16,1,10,38,38,30,0,70,4,2,0,5,1,0.228
328,Lenyn Sosa,CHW,71,290,308,71,49,14,0,9,26,30,13,0,67,1,2,1,2,1,0.246
329,James McCann,,45,165,179,37,25,7,0,5,18,19,11,0,46,2,1,0,2,1,0.227
330,Brooks Baldwin,CHW,45,180,196,43,30,8,0,4,17,16,13,0,46,1,1,1,5,1,0.236
331,Ezequiel Duran,TEX,39,156,168,39,25,8,1,5,19,19,9,0,41,2,1,0,4,1,0.249
332,Alex Verdugo,,81,316,350,78,53,16,1,8,39,37,28,1,54,2,3,0,3,1,0.246
333,Caleb Durbin,MIL,49,185,210,41,29,9,1,3,21,17,17,0,30,5,2,1,13,2,0.223
334,Sal Frelick,MIL,104,404,448,100,75,19,3,3,49,30,37,0,67,4,3,1,14,3,0.247
335,Davis Schneider,TOR,45,169,196,37,21,8,1,7,24,23,23,0,56,2,2,0,3,1,0.217
336,Jhonny Pereda,ATH,28,97,109,23,17,4,0,1,10,8,10,0,25,0,1,0,0,0,0.234
337,Jorge Mateo,BAL,31,122,133,28,17,6,1,3,15,15,8,0,32,1,1,1,9,2,0.227
338,Eloy Jiménez,TBR,28,109,119,29,19,6,0,5,14,15,8,0,24,1,1,0,1,0,0.27
339,DJ LeMahieu,NYY,71,273,308,65,48,11,1,5,34,26,31,0,55,2,2,0,2,1,0.239
340,Riley Adams,WSN,29,103,115,24,14,5,0,4,12,12,9,0,33,3,1,0,0,0,0.232
341,Tyler Heineman,TOR,36,122,141,26,19,5,0,1,14,10,13,0,31,2,1,2,3,1,0.211
342,Michael A. Taylor,CHW,39,153,168,33,22,6,0,6,15,16,12,0,54,1,1,1,4,2,0.219
343,Jon Berti,CHC,42,163,182,39,29,6,1,3,20,14,16,0,40,1,1,1,7,3,0.241
344,Sam Hilliard,COL,52,201,224,47,27,9,2,10,25,25,21,0,70,1,2,1,6,1,0.236
345,Enrique Hernández,LAD,66,261,287,59,38,13,0,7,32,33,21,0,56,2,2,0,1,0,0.227
346,Spencer Torkelson,DET,47,177,203,40,23,9,0,7,22,24,22,0,54,2,2,0,1,0,0.227
347,Alex Call,WSN,60,223,259,49,33,10,1,5,26,21,30,0,51,3,2,1,7,2,0.219
348,Luisangel Acuña,NYM,39,157,168,37,27,7,1,3,18,15,9,0,36,0,1,0,10,2,0.238
349,Chandler Simpson,TBR,23,90,98,24,20,4,0,0,9,5,6,0,14,0,1,1,12,2,0.267
350,Yasmani Grandal,,36,123,141,28,19,5,0,4,14,12,16,0,30,1,1,0,0,0,0.228
351,Matt Thaiss,CHW,28,95,109,21,14,4,0,3,11,9,13,0,28,1,1,0,1,0,0.22
352,Zach McKinstry,DET,47,183,203,42,28,8,2,3,24,16,16,0,44,2,1,1,7,2,0.228
353,Starling Marte,NYM,63,249,273,63,45,11,1,6,33,27,17,0,58,5,1,1,11,3,0.255
354,Cole Young,SEA,34,129,147,28,19,6,1,2,16,12,14,0,32,2,1,0,4,1,0.217
355,Blake Perkins,MIL,58,222,252,48,33,9,1,4,26,20,26,0,65,1,2,1,10,3,0.215
356,Max Schuemann,ATH,26,97,112,21,15,4,0,1,11,8,11,0,29,3,1,1,4,1,0.215
357,Tom Murphy,SFG,36,130,146,30,19,6,0,5,16,16,13,0,41,1,1,0,1,0,0.23
358,Alan Roden,TOR,28,104,119,26,18,5,0,2,14,11,11,0,21,3,1,0,2,0,0.247
359,Connor Joe,SDP,57,215,245,48,31,10,1,6,27,25,25,0,57,3,1,0,2,1,0.224
360,Emmanuel Rodriguez,MIN,15,51,63,10,6,2,0,2,9,7,11,0,22,0,1,0,2,0,0.205
361,Rafael Marchán,PHI,36,126,141,29,20,6,0,2,15,11,11,0,25,2,1,0,0,0,0.227
362,Christian Bethancourt,TOR,19,72,77,17,11,4,0,2,8,9,3,0,19,0,0,0,1,0,0.236
363,Joey Gallo,CHW,53,196,231,36,19,6,0,10,23,25,32,0,87,2,1,0,2,1,0.183
364,Addison Barger,TOR,26,101,112,23,13,6,0,4,12,14,10,0,30,1,1,0,1,0,0.226
365,Nick Yorke,PIT,36,140,154,34,24,7,1,3,15,14,12,0,36,1,1,0,4,1,0.246
366,Nelson Velázquez,KCR,29,113,126,27,15,6,1,5,15,16,11,0,34,1,1,0,2,1,0.237
367,Ryan Bliss,SEA,41,157,175,32,21,7,1,3,19,16,14,0,48,2,1,0,13,4,0.205
368,Joey Wiemer,KCR,34,131,147,29,19,7,0,4,16,15,14,0,40,1,1,0,4,1,0.225
369,Luis Matos,SFG,55,220,238,53,36,12,0,5,23,24,12,0,35,3,2,0,4,1,0.242
370,Brett Baty,NYM,18,69,77,16,11,3,0,3,9,9,7,0,20,1,1,0,0,0,0.239
371,Santiago Espinal,CIN,47,184,203,47,34,9,0,3,19,17,15,0,30,1,1,1,4,1,0.253
372,Brett Wisely,SFG,34,132,147,31,21,6,1,3,15,13,12,0,35,1,1,1,3,1,0.232
373,Liam Hicks,MIA,26,89,103,20,15,4,0,1,9,6,11,0,19,2,1,0,0,0,0.227
374,Andrew Benintendi,CHW,107,417,462,104,74,20,1,9,44,38,40,1,79,2,3,1,6,3,0.25
375,Matt Mervis,MIA,92,359,399,82,47,19,1,16,39,45,32,0,114,5,3,0,2,1,0.228
376,Cam Smith,HOU,13,51,56,12,8,2,0,2,7,7,4,0,14,1,0,0,0,0,0.245
377,Noelvi Marte,CIN,36,141,154,33,22,7,0,4,15,16,10,0,38,1,1,0,5,1,0.237
378,Mitch Haniger,SEA,94,365,406,79,50,14,1,15,44,47,34,1,115,4,2,0,1,0,0.217
379,Kyle Farmer,COL,62,242,266,61,42,12,1,6,26,22,16,0,52,6,2,0,4,2,0.253
380,Vaughn Grissom,BOS,16,62,70,16,12,3,0,1,8,6,6,0,14,1,1,0,2,0,0.259
381,Taylor Trammell,HOU,18,67,77,15,8,3,0,3,9,10,9,0,23,1,1,0,2,1,0.218
382,Wilmer Flores,SFG,71,276,308,67,43,14,1,9,33,33,26,1,47,3,2,0,1,0,0.241
383,Luken Baker,STL,29,112,126,26,14,5,0,6,14,17,12,0,33,1,1,0,0,0,0.228
384,J.D. Martinez,,86,334,371,78,44,17,1,15,45,52,32,1,105,3,3,0,0,0,0.232
385,Jose Iglesias,SDP,87,356,378,90,66,18,1,5,38,34,15,0,63,5,2,0,4,1,0.252
386,Luke Keaschall,MIN,13,49,56,12,8,2,0,1,6,6,5,0,13,2,0,0,1,0,0.239
387,Justyn-Henry Malloy,DET,36,131,154,29,19,6,0,4,16,14,20,0,46,2,1,0,1,0,0.219
388,Michael Toglia,COL,131,503,567,114,64,22,3,25,61,63,57,1,169,2,4,0,7,2,0.226
389,Drew Romo,COL,62,229,243,56,38,11,2,4,23,19,10,0,52,2,2,1,3,1,0.244
390,Donovan Solano,SEA,83,323,357,78,57,15,0,5,35,30,25,0,80,7,2,0,1,0,0.24
391,Jared Triolo,PIT,55,211,238,50,36,10,1,3,24,17,23,0,61,2,2,0,5,1,0.236
392,David Hamilton,BOS,18,69,77,16,11,3,1,1,9,7,7,0,19,0,0,0,7,1,0.229
393,Tyler Black,MIL,53,199,231,44,29,8,2,4,29,18,26,0,53,4,2,0,10,3,0.22
394,Henry Davis,PIT,18,63,72,14,9,3,0,2,8,7,6,0,19,2,1,0,1,0,0.23
395,Drew Waters,KCR,19,75,84,18,11,4,1,2,11,9,7,0,24,1,1,0,3,1,0.243
396,Jonah Bride,MIA,91,335,392,77,53,15,1,8,38,30,47,1,80,6,4,1,1,0,0.23
397,Will Benson,CIN,45,168,196,35,19,7,1,7,25,21,24,0,67,2,1,0,8,3,0.208
398,Dane Myers,MIA,86,339,371,81,56,14,1,9,34,31,23,0,104,6,3,1,9,2,0.237
399,Brandon Drury,CHW,58,230,252,54,34,11,1,8,23,26,17,0,59,3,2,0,1,1,0.233
400,Romy Gonzalez,BOS,19,78,84,19,12,4,0,3,10,10,5,0,24,1,1,0,3,1,0.25
401,Korey Lee,CHW,47,174,186,38,25,8,0,5,15,17,9,0,54,1,1,0,4,1,0.22
402,Stuart Fairchild,CIN,52,198,224,45,28,9,1,7,25,23,18,0,59,5,2,1,8,3,0.226
403,Eric Haase,MIL,32,117,128,25,16,4,0,5,12,14,9,0,43,1,1,0,1,0,0.211
404,Nick Loftin,KCR,29,112,126,27,20,5,0,2,13,10,11,0,21,1,1,0,2,1,0.242
405,Victor Scott II,STL,63,248,273,56,41,10,2,3,28,18,17,0,56,3,3,2,20,4,0.224
406,Darell Hernaiz,ATH,26,103,112,25,19,5,0,1,10,9,6,0,21,1,1,1,2,1,0.244
407,Adrian Del Castillo,ARI,29,107,119,25,15,6,1,3,14,13,10,0,30,1,1,0,0,0,0.231
408,Jacob Melton,HOU,37,150,161,32,20,6,0,5,16,18,10,0,44,1,1,0,8,2,0.212
409,Derek Hill,MIA,63,252,273,61,41,11,3,6,29,22,15,0,76,2,2,2,8,2,0.24
410,Austin Martin,MIN,28,102,119,23,17,5,0,1,13,8,12,0,22,3,1,0,5,1,0.227
411,Leo Jiménez,TOR,11,42,49,10,7,2,0,1,5,4,4,0,10,2,0,0,0,0,0.234
412,Michael Siani,STL,68,261,294,55,41,10,2,3,29,19,26,0,73,2,2,3,14,3,0.212
413,Blake Sabol,BOS,15,52,58,12,8,2,0,1,6,6,5,0,16,1,0,0,1,0,0.241
414,Joshua Palacios,PIT,26,102,112,25,17,5,0,3,12,11,8,0,24,1,1,0,3,1,0.25
415,Justin Turner,CHC,83,315,357,76,55,14,0,7,36,32,33,1,66,6,3,0,2,1,0.241
416,Chase DeLauter,CLE,16,64,70,16,10,4,0,2,7,7,5,0,13,0,1,0,1,0,0.251
417,Leo Rivas,SEA,16,59,70,12,9,2,0,0,7,4,9,0,18,1,1,1,4,1,0.205
418,Andy Ibáñez,DET,45,180,196,42,29,9,1,4,19,18,13,0,41,2,1,0,2,1,0.235
419,Austin Barnes,LAD,36,125,141,27,20,5,0,2,15,12,13,0,32,1,1,1,2,0,0.219
420,Miguel Rojas,LAD,23,90,98,22,16,4,0,1,10,9,6,0,12,1,1,0,2,1,0.24
421,Ben Gamel,HOU,36,134,154,30,20,6,1,3,18,15,18,0,41,1,1,0,1,0,0.224
422,Travis Bazzana,CLE,29,112,126,23,15,5,0,3,12,11,11,0,37,2,1,0,2,0,0.206
423,David Fry,CLE,40,155,175,36,23,8,1,5,19,18,15,0,40,3,1,0,2,0,0.235
424,Drew Millas,WSN,11,41,45,10,7,2,0,1,4,3,4,0,9,0,0,0,1,0,0.242
425,Kevin Newman,LAA,55,219,238,52,39,11,1,2,23,18,14,0,37,1,2,2,5,1,0.238
426,Angel Martínez,CLE,29,114,126,26,18,6,1,2,12,10,9,0,26,1,1,1,2,1,0.23
427,Austin Hedges,CLE,49,172,192,33,23,6,0,3,15,13,12,0,53,2,2,4,2,1,0.19
428,Griffin Conine,MIA,75,289,322,63,37,12,1,13,32,34,28,0,113,3,2,0,0,0,0.22
429,Nick Allen,ATL,24,94,105,23,17,5,0,1,11,9,8,0,18,1,1,1,3,1,0.24
430,J.D. Davis,LAA,26,100,112,22,14,4,0,4,12,12,10,0,35,2,1,0,0,0,0.224
431,Grant McCray,SFG,28,108,119,23,14,5,1,3,14,11,9,0,41,1,1,0,4,1,0.212
432,Dominic Canzone,SEA,13,51,56,12,7,2,0,2,6,7,4,0,13,0,0,0,1,0,0.235
433,Chadwick Tromp,ATL,13,47,51,11,7,2,0,1,5,6,4,0,13,0,0,0,0,0,0.224
434,Weston Wilson,PHI,19,75,84,17,10,3,0,3,10,11,7,0,25,0,1,0,3,1,0.22
435,Adam Duvall,,36,141,154,30,17,6,0,7,18,23,10,0,47,2,1,0,1,0,0.214
436,Joey Loperfido,TOR,42,164,182,35,21,8,1,5,21,21,13,0,59,3,1,0,5,1,0.214
437,Anthony Rizzo,,57,216,245,49,32,9,0,7,28,27,21,0,47,7,1,0,1,1,0.225
438,Hao-Yu Lee,DET,10,38,42,9,6,2,0,1,5,4,3,0,9,1,0,0,1,0,0.24
439,Jon Singleton,HOU,21,79,91,17,11,3,0,3,11,10,12,0,25,0,1,0,0,0,0.22
440,Tim Anderson,LAA,23,92,98,23,18,4,0,1,9,7,5,0,23,1,1,0,2,1,0.247
441,Daniel Schneemann,CLE,26,99,112,21,14,5,0,2,11,9,11,0,30,0,1,0,2,1,0.214
442,Bryan De La Cruz,ATL,26,104,112,26,17,5,0,4,13,15,7,0,29,0,1,0,1,0,0.249
443,Jacob Stallings,COL,75,261,294,61,42,13,1,5,27,23,26,0,67,4,2,1,1,0,0.233
444,Nick Kurtz,ATH,8,31,35,7,5,1,0,1,4,4,4,0,9,0,0,0,0,0,0.236
445,Sam Huff,SFG,11,41,45,9,6,2,0,1,4,5,3,0,15,0,0,0,0,0,0.217
446,Sean Bouchard,COL,40,154,175,37,22,8,2,5,22,17,18,0,47,2,1,0,4,1,0.241
447,Colby Thomas,ATH,28,111,119,24,14,6,1,4,13,14,5,0,36,2,1,0,2,1,0.218
448,Dylan Carlson,BAL,8,31,35,7,5,2,0,1,4,3,3,0,8,1,0,0,0,0,0.235
449,Marcelo Mayer,BOS,6,25,28,6,4,2,0,1,3,3,2,0,7,0,0,0,1,0,0.238
450,Andruw Monasterio,MIL,24,93,105,21,15,4,0,1,10,8,11,0,26,1,1,0,4,1,0.223
451,Myles Straw,TOR,16,63,70,15,11,3,0,0,7,4,6,0,13,0,1,0,3,1,0.231
452,Pedro León,HOU,6,25,28,6,3,1,0,1,3,4,2,0,9,1,0,0,1,0,0.234
453,Logan Driscoll,TBR,8,29,32,6,4,1,0,1,3,3,2,0,8,0,0,0,0,0,0.22
454,Ronny Mauricio,NYM,10,40,42,9,6,2,0,1,5,5,2,0,10,0,0,0,1,0,0.236
455,Casey Schmitt,SFG,11,45,49,11,7,2,0,1,5,5,3,0,12,0,0,0,1,0,0.235
456,Cal Stevenson,PHI,10,36,42,8,6,2,0,1,5,3,6,0,9,0,0,0,2,1,0.225
457,Jeferson Quero,MIL,6,24,26,5,4,1,0,1,2,3,2,0,6,0,0,0,0,0,0.231
458,Alexander Canario,NYM,6,25,28,6,3,1,0,1,3,4,2,0,9,0,0,0,0,0,0.221
459,Jair Camargo,MIN,5,18,19,4,2,1,0,1,2,3,1,0,7,0,0,0,0,0,0.221
460,J.C. Escarra,NYY,10,35,39,7,5,2,0,1,4,4,3,0,8,1,0,0,0,0,0.212
461,Tyler Locklear,SEA,23,86,98,18,11,4,0,3,11,10,8,0,30,3,1,0,1,0,0.209
462,Gage Workman,CHC,16,64,70,13,8,3,1,2,8,7,6,0,24,0,1,0,2,1,0.209
463,Max Muncy,ATH,13,51,56,11,7,2,0,1,5,5,4,0,18,1,0,0,1,0,0.209
464,Vidal Bruján,CHC,26,100,112,22,15,5,1,2,12,9,9,0,23,1,1,0,5,2,0.221
465,Jared Serna,MIA,23,90,98,20,13,5,0,2,8,9,6,0,22,1,1,0,2,1,0.225
466,James Outman,LAD,3,12,14,3,2,1,0,1,2,2,1,0,4,0,0,0,0,0,0.226
467,Shay Whitcomb,HOU,6,26,28,6,4,1,0,1,3,3,2,0,8,0,0,0,1,0,0.225
468,Kevin Alcántara,CHC,11,45,49,11,7,2,0,1,5,5,3,0,14,0,0,0,1,0,0.235
469,DJ Stewart,PIT,8,30,35,7,4,1,0,1,4,4,4,0,9,1,0,0,0,0,0.219
470,Jose Herrera,ARI,19,68,77,15,11,3,0,1,8,5,7,0,17,0,1,1,0,0,0.222
471,Luis Guillorme,HOU,8,31,35,7,5,1,0,0,4,2,4,0,7,0,0,0,0,0,0.233
472,Zach Dezenzo,HOU,5,19,21,5,3,1,0,1,2,3,2,0,6,0,0,0,0,0,0.244
473,Hunter Feduccia,LAD,5,17,19,4,2,1,0,0,2,2,2,0,5,0,0,0,0,0,0.214
474,Jimmy Crooks,STL,3,11,13,3,2,1,0,0,1,1,1,0,3,0,0,0,0,0,0.239
475,Marco Luciano,SFG,15,56,63,12,8,2,0,2,7,6,7,0,19,0,0,0,0,0,0.219
476,Blaze Alexander,ARI,29,113,126,26,17,5,1,3,14,12,9,0,38,3,1,0,1,0,0.229
477,Luke Maile,KCR,5,17,19,4,3,1,0,0,2,2,2,0,5,0,0,0,0,0,0.221
478,Miguel Sanó,,10,38,42,8,5,2,0,2,5,6,4,0,15,0,0,0,0,0,0.221
479,Buddy Kennedy,PHI,10,37,42,8,6,2,0,1,5,3,4,0,9,1,0,0,0,0,0.224
480,Robbie Grossman,,28,102,119,23,15,5,0,2,13,10,15,0,28,1,1,0,1,0,0.223
481,Jonatan Clase,TOR,8,31,35,7,4,1,0,1,4,3,3,0,11,0,0,0,3,1,0.21
482,Jakob Marsee,MIA,5,18,21,4,3,1,0,0,2,1,3,0,5,0,0,0,1,0,0.207
483,Manuel Margot,MIL,13,51,56,13,9,3,0,1,6,5,4,0,9,0,0,0,1,0,0.25
484,Everson Pereira,NYY,6,26,28,6,3,1,0,1,3,3,2,0,9,0,0,0,1,0,0.224
485,Keston Hiura,COL,3,13,14,3,2,1,0,1,1,2,1,0,4,0,0,0,0,0,0.259
486,Jahmai Jones,DET,5,18,21,4,3,1,0,0,2,2,2,0,5,0,0,0,1,0,0.225
487,Cavan Biggio,KCR,5,18,21,4,3,1,0,0,2,2,3,0,5,0,0,0,0,0,0.218
488,Rowdy Tellez,SEA,5,19,21,4,3,1,0,1,2,3,2,0,5,0,0,0,0,0,0.234
489,Tommy Pham,PIT,104,405,448,96,64,19,2,11,45,41,37,0,106,3,3,0,9,4,0.236
490,Adael Amador,COL,6,25,28,6,4,1,0,1,3,2,3,0,6,0,0,0,1,0,0.235
491,Nathan Lukes,TOR,15,58,63,14,10,3,0,1,7,5,4,0,12,1,0,0,1,0,0.247
492,Brett Harris,ATH,5,19,21,4,3,1,0,0,2,2,2,0,5,0,0,0,0,0,0.218
493,Pablo Reyes,NYY,8,32,35,7,5,1,0,1,4,3,3,0,7,0,0,0,1,0,0.228
494,Tyler Wade,SDP,21,81,91,18,14,3,0,1,8,6,7,0,21,1,1,1,5,1,0.221
495,Whit Merrifield,,42,166,182,39,29,7,0,2,19,16,13,0,32,1,1,0,7,2,0.235
496,Nasim Nuñez,WSN,5,18,21,4,3,1,0,0,2,1,2,0,5,0,0,0,2,0,0.222
497,Ji Hwan Bae,PIT,3,13,14,3,2,1,0,0,2,1,1,0,3,0,0,0,1,0,0.249
498,Adam Frazier,PIT,53,208,231,50,36,10,1,3,22,17,17,0,37,3,1,1,4,2,0.238
499,Wade Meckler,SFG,3,13,14,3,2,1,0,0,2,1,1,0,3,0,0,0,0,0,0.251
500,Enmanuel Valdez,PIT,3,13,14,3,2,1,0,0,1,2,1,0,3,0,0,0,0,0,0.23
