#,Name,Team,GS,G,IP,TBF,W,L,QS,SV,HLD,BS,H,R,ER,HR,IBB,HBP,SO,BB,K/9,BB/9,ERA,WHIP,K%,BB%
77,Brock Burke,LAA,0,66,66,280,3,3,0,3,13,0,58,31,28,9,0,3,66,23,9.05,3.2,3.85,1.24,23.57142857,8.214285714
78,JoJo Romero,STL,0,61,61,257,3,3,0,1,12,0,56,27,25,6,0,3,59,20,8.72,3.02,3.62,1.25,22.95719844,7.782101167
79,Andrew Nardi,MIA,0,58,58,243,3,3,0,1,10,0,48,25,23,7,0,3,70,22,10.92,3.48,3.55,1.22,28.80658436,9.053497942
80,Andrew Kittredge,BAL,0,66,66,278,3,3,0,2,13,0,60,30,28,8,0,3,63,20,8.52,2.79,3.8,1.22,22.6618705,7.194244604
81,Luis Garcia,,0,58,58,245,3,3,0,0,0,0,55,27,25,6,0,3,53,20,8.25,3.07,3.82,1.29,21.63265306,8.163265306
82,Scott Barlow,,0,62,62,267,3,3,0,0,0,0,52,27,24,6,0,3,69,28,9.99,4.06,3.54,1.29,25.84269663,10.48689139
83,Jordan Romano,PHI,0,59,59,249,3,3,0,23,4,0,52,28,26,8,0,3,62,24,9.41,3.59,3.97,1.27,24.89959839,9.638554217
84,Seth Halvorsen,COL,0,63,63,277,3,3,0,9,8,0,62,33,30,7,0,3,62,29,8.9,4.21,4.34,1.44,22.38267148,10.46931408
85,Derek Law,WSN,0,72,72,306,4,4,0,12,12,0,69,36,33,8,0,3,61,26,7.68,3.2,4.09,1.32,19.93464052,8.496732026
86,Edwin Uceta,TBR,0,65,65,276,3,3,0,9,11,0,52,27,25,8,0,3,72,26,10,3.6,3.42,1.19,26.08695652,9.420289855
87,Ryan Fernandez,STL,0,65,65,276,3,3,0,1,16,0,59,30,28,6,0,3,64,26,8.9,3.65,3.86,1.31,23.1884058,9.420289855
88,Fraser Ellard,CHW,0,62,62,271,3,3,0,5,13,0,54,29,27,6,0,3,65,31,9.47,4.46,3.88,1.37,23.98523985,11.43911439
89,Tanner Banks,PHI,0,68,68,285,4,3,0,0,12,0,63,32,29,8,0,3,66,22,8.76,2.92,3.88,1.25,23.15789474,7.719298246
90,Mark Leiter Jr.,NYY,0,58,58,244,3,3,0,0,12,0,48,25,23,7,0,3,66,22,10.3,3.43,3.5,1.2,27.04918033,9.016393443
91,Ben Brown,CHC,3,31,47,197,1,1,3,0,1,0,39,20,18,5,0,2,52,20,9.87,3.74,3.49,1.23,26.39593909,10.15228426
92,Adam Ottavino,,0,47,47,203,2,2,0,0,0,0,40,20,18,5,0,2,52,20,9.93,3.74,3.45,1.26,25.61576355,9.852216749
93,Brock Stewart,MIN,0,56,56,233,3,3,0,1,9,0,43,22,20,6,0,3,68,23,10.96,3.72,3.29,1.19,29.18454936,9.871244635
94,Sean Hjelle,SFG,0,66,66,281,3,3,0,0,13,0,67,31,28,5,0,3,55,19,7.47,2.59,3.82,1.3,19.57295374,6.761565836
95,Tylor Megill,NYM,3,50,66,274,2,2,3,0,1,0,57,30,28,7,0,3,65,25,8.83,3.39,3.75,1.24,23.72262774,9.124087591
96,Declan Cronin,MIA,0,67,67,289,4,3,0,1,13,0,68,34,31,6,0,3,57,25,7.71,3.41,4.12,1.39,19.72318339,8.650519031
97,Nick Mears,MIL,0,59,59,249,3,3,0,0,11,0,45,24,22,6,0,3,72,29,11.01,4.37,3.39,1.25,28.91566265,11.64658635
98,Ryan Brasier,CHC,0,58,58,243,3,3,0,2,13,0,51,26,23,7,0,2,58,18,9.04,2.78,3.64,1.19,23.86831276,7.407407407
99,Porter Hodge,CHC,0,63,63,270,3,3,0,11,10,0,50,27,24,6,0,3,69,33,9.85,4.69,3.47,1.31,25.55555556,12.22222222
100,Seranthony Dominguez,BAL,0,62,62,260,3,3,0,3,12,0,51,26,24,7,0,3,67,24,9.79,3.53,3.51,1.21,25.76923077,9.230769231
101,Tony Santillan,CIN,0,60,60,260,3,3,0,1,12,0,50,29,26,8,0,3,70,30,10.46,4.5,3.97,1.34,26.92307692,11.53846154
102,Ryan Thompson,ARI,0,63,63,269,3,3,0,0,13,0,61,29,26,6,0,3,54,20,7.75,2.93,3.77,1.3,20.07434944,7.434944238
103,Craig Kimbrel,,0,56,56,237,3,3,0,0,0,0,44,25,23,7,0,3,67,26,10.69,4.17,3.62,1.25,28.27004219,10.97046414
104,Jose Leclerc,ATH,0,64,64,271,3,3,0,3,13,0,49,27,25,8,0,3,76,29,10.63,4.07,3.47,1.22,28.04428044,10.70110701
105,Caleb Ferguson,PIT,0,57,57,242,3,3,0,1,9,0,52,25,23,5,0,3,59,23,9.31,3.63,3.67,1.31,24.38016529,9.504132231
106,Michel Otanez,ATH,0,61,61,262,3,3,0,0,13,0,45,24,22,6,0,3,77,35,11.39,5.17,3.3,1.31,29.38931298,13.35877863
107,Michael Kopech,LAD,0,62,62,263,3,3,0,4,13,0,45,26,23,7,0,3,77,32,11.12,4.68,3.4,1.24,29.27756654,12.16730038
108,Erik Miller,SFG,0,61,61,258,3,3,0,1,12,0,47,25,23,5,0,3,71,33,10.51,4.84,3.42,1.31,27.51937984,12.79069767
109,Danny Young,NYM,0,56,56,241,3,3,0,0,10,0,47,23,21,5,0,3,63,26,10.05,4.13,3.32,1.29,26.14107884,10.78838174
110,Tommy Kahnle,DET,0,58,58,249,3,3,0,2,10,0,49,24,22,6,0,3,62,24,9.68,3.8,3.47,1.27,24.89959839,9.638554217
111,Victor Vodnik,COL,0,66,66,289,3,3,0,3,11,0,65,36,33,6,0,3,63,32,8.65,4.39,4.44,1.48,21.79930796,11.07266436
112,Slade Cecconi,CLE,3,49,65,272,2,2,3,0,1,0,62,31,29,9,0,3,55,15,7.55,2.08,3.95,1.18,20.22058824,5.514705882
113,Angel Perdomo,ATL,0,55,55,233,3,3,0,0,9,0,42,23,21,6,0,3,71,27,11.61,4.34,3.42,1.25,30.472103,11.58798283
114,Greg Weissert,BOS,0,60,60,257,3,3,0,0,12,0,55,28,26,7,0,3,62,22,9.32,3.35,3.86,1.29,24.12451362,8.560311284
115,Gregory Soto,BAL,0,59,59,248,3,3,0,0,10,0,49,25,23,5,0,3,64,25,9.71,3.89,3.49,1.27,25.80645161,10.08064516
116,Bobby Miller,LAD,3,42,58,244,2,2,3,0,1,0,53,28,26,7,0,3,52,21,8.02,3.23,4,1.27,21.31147541,8.606557377
117,Garrett Cleavinger,TBR,0,63,63,267,3,3,0,3,15,0,50,27,25,7,0,3,72,29,10.22,4.15,3.59,1.26,26.96629213,10.86142322
118,Trent Thornton,SEA,0,67,67,283,4,3,0,0,14,0,55,27,25,8,0,3,70,24,9.34,3.16,3.36,1.17,24.73498233,8.480565371
119,Kyle Finnegan,,0,65,65,275,3,3,0,0,0,0,60,31,29,7,0,3,62,25,8.57,3.45,3.98,1.3,22.54545455,9.090909091
120,Gus Varland,CHW,0,60,60,260,3,3,0,4,11,0,56,29,26,7,0,3,57,23,8.49,3.47,3.95,1.32,21.92307692,8.846153846
121,Mason Montgomery,TBR,0,60,60,253,3,3,0,1,12,0,48,24,22,6,0,3,64,24,9.62,3.64,3.29,1.2,25.29644269,9.486166008
122,Hoby Milner,TEX,0,58,58,247,3,3,0,0,11,0,55,27,24,7,0,2,53,16,8.17,2.51,3.78,1.23,21.45748988,6.477732794
123,John Schreiber,KCR,0,61,61,263,3,3,0,1,12,0,56,28,26,6,0,3,58,24,8.63,3.6,3.83,1.32,22.05323194,9.125475285
124,Joe Kelly,,0,40,40,169,2,2,0,0,0,0,32,17,16,4,0,2,44,20,10,4.43,3.52,1.3,26.03550296,11.83431953
125,Alexis Diaz,CIN,0,65,65,284,3,3,0,28,3,0,55,32,29,9,0,3,72,33,9.91,4.51,4.08,1.35,25.35211268,11.61971831
126,Jose Butto,NYM,0,63,63,269,3,3,0,1,16,0,52,27,25,6,0,3,60,28,8.62,3.96,3.57,1.27,22.30483271,10.40892193
127,Jorge Lopez,WSN,0,60,60,257,3,3,0,14,8,0,58,30,28,6,0,3,53,23,7.94,3.48,4.13,1.35,20.62256809,8.949416342
128,Tyler Kinley,COL,0,64,64,276,3,3,0,18,6,0,61,36,33,9,0,3,65,28,9.15,3.98,4.59,1.4,23.55072464,10.14492754
129,Sam Moll,CIN,0,59,59,254,3,3,0,0,11,0,52,28,26,7,0,3,60,26,9.1,3.91,3.95,1.32,23.62204724,10.23622047
130,Bryan Hoeing,SDP,2,68,76,322,4,4,3,0,12,0,75,38,35,8,0,3,59,24,7.05,2.84,4.14,1.31,18.32298137,7.453416149
131,Angel Zerpa,KCR,0,59,59,249,3,3,0,0,12,0,57,28,26,6,0,3,50,19,7.55,2.91,3.91,1.28,20.08032129,7.630522088
132,Alex Vesia,LAD,0,55,55,232,3,3,0,0,11,0,41,23,21,8,0,3,69,23,11.36,3.84,3.44,1.17,29.74137931,9.913793103
133,Tyler Rogers,SFG,0,70,70,299,4,3,0,1,14,0,72,34,31,8,0,3,51,17,6.58,2.16,4.04,1.27,17.05685619,5.685618729
134,Bryan King,HOU,0,60,60,256,3,3,0,0,12,0,52,27,24,7,0,3,62,23,9.26,3.47,3.64,1.26,24.21875,8.984375
135,Kevin Kelly,TBR,0,53,53,224,3,3,0,0,5,0,48,21,19,5,0,2,51,14,8.62,2.33,3.24,1.16,22.76785714,6.25
136,Scott Alexander,,0,44,44,188,2,2,0,0,0,0,42,20,19,4,0,2,37,15,7.55,3.1,3.79,1.29,19.68085106,7.978723404
137,Luke Jackson,,0,40,40,172,2,2,0,0,0,0,35,19,17,4,0,2,44,18,9.8,4.11,3.84,1.34,25.58139535,10.46511628
138,Dylan Floro,,0,64,64,277,3,3,0,0,0,0,68,34,31,7,0,3,51,21,7.23,2.92,4.35,1.38,18.41155235,7.581227437
139,Carlos Estevez,KCR,0,64,64,273,3,3,0,21,6,0,58,31,29,8,0,3,63,25,8.79,3.48,4.04,1.29,23.07692308,9.157509158
140,Elvis Peguero,MIL,0,56,56,241,3,3,0,0,9,0,51,25,23,5,0,3,53,24,8.58,3.83,3.67,1.33,21.99170124,9.958506224
141,Michael Tonkin,MIN,0,63,63,269,3,3,0,0,12,0,56,29,26,8,0,3,65,23,9.3,3.33,3.77,1.26,24.16356877,8.550185874
142,Brennan Bernardino,BOS,0,58,58,248,3,3,0,0,10,0,54,28,25,6,0,3,58,22,9.05,3.46,3.93,1.32,23.38709677,8.870967742
143,Chayce McDermott,BAL,3,33,49,213,2,1,3,0,1,0,41,23,21,6,0,3,54,26,9.87,4.71,3.87,1.35,25.35211268,12.20657277
144,John Brebbia,,0,49,49,208,3,2,0,0,0,0,44,24,22,7,0,2,53,17,9.73,3.21,4.03,1.26,25.48076923,8.173076923
145,Cam Booser,CHW,0,62,62,266,3,3,0,0,10,0,54,29,27,8,0,3,65,26,9.46,3.75,3.86,1.29,24.43609023,9.77443609
146,Sean Guenther,DET,0,60,60,255,3,3,0,0,10,0,58,27,25,6,0,3,50,16,7.43,2.45,3.77,1.24,19.60784314,6.274509804
147,Joe Mantiply,ARI,0,59,59,251,3,3,0,0,11,0,59,29,26,6,0,3,51,18,7.75,2.68,4.03,1.31,20.3187251,7.171314741
148,Brendon Little,TOR,0,56,56,241,3,3,0,0,10,0,50,24,22,4,0,3,52,26,8.34,4.11,3.57,1.34,21.57676349,10.78838174
149,Kenley Jansen,,0,60,60,251,3,3,0,0,0,0,50,28,26,9,0,3,66,23,9.85,3.5,3.91,1.22,26.29482072,9.163346614
150,Ryan Burr,TOR,0,50,50,210,3,2,0,0,4,0,42,21,19,6,0,2,59,18,10.57,3.18,3.48,1.19,28.0952381,8.571428571
151,Carmen Mlodzinski,PIT,0,61,61,264,3,3,0,1,12,0,58,30,28,6,0,3,55,25,8.18,3.7,4.06,1.36,20.83333333,9.46969697
152,Jorge Alcala,MIN,0,60,60,255,3,3,0,1,12,0,48,26,24,8,0,3,67,26,10.03,3.9,3.6,1.23,26.2745098,10.19607843
153,Richard Fitts,BOS,3,47,63,272,2,2,3,0,1,0,64,34,31,8,0,3,49,19,6.98,2.73,4.43,1.32,18.01470588,6.985294118
154,Chad Green,TOR,0,63,63,266,3,3,0,5,12,0,57,31,28,9,0,3,60,21,8.62,3.02,4,1.23,22.55639098,7.894736842
155,Chad Patrick,MIL,3,27,43,187,1,1,2,0,1,0,40,22,20,6,0,2,39,15,8.06,3.02,4.08,1.26,20.85561497,8.021390374
156,Shawn Armstrong,TEX,0,61,61,257,3,3,0,1,12,0,55,30,27,8,0,3,58,21,8.59,3.12,4.03,1.25,22.56809339,8.171206226
157,Gabe Speier,SEA,0,58,58,242,3,3,0,0,10,0,48,24,22,6,0,3,59,20,9.21,3.18,3.44,1.19,24.38016529,8.26446281
158,Nic Enright,CLE,0,52,52,220,3,3,0,0,5,0,43,21,19,7,0,2,58,16,10.03,2.84,3.34,1.15,26.36363636,7.272727273
159,Louie Varland,MIN,2,56,61,254,3,2,2,0,7,0,56,29,26,7,0,3,57,18,8.33,2.68,3.85,1.22,22.44094488,7.086614173
160,Paul Sewald,CLE,0,59,59,250,3,3,0,1,12,0,48,25,23,8,0,3,65,21,9.89,3.19,3.55,1.17,26,8.4
161,Tyson Miller,CHC,0,62,62,265,3,3,0,1,12,0,57,29,26,8,0,3,59,20,8.54,2.93,3.82,1.24,22.26415094,7.547169811
162,Danny Coulombe,MIN,0,51,51,215,3,3,0,0,4,0,45,22,20,6,0,2,53,16,9.34,2.82,3.53,1.19,24.65116279,7.441860465
163,Phil Maton,,0,65,65,281,3,3,0,0,0,0,57,30,27,8,0,3,64,26,8.89,3.59,3.8,1.28,22.77580071,9.252669039
164,John King,STL,0,59,59,252,3,3,0,0,12,0,63,30,28,5,0,3,40,17,6.17,2.62,4.22,1.36,15.87301587,6.746031746
165,Mason Black,SFG,3,41,57,245,2,2,3,0,1,0,55,30,27,7,0,3,49,21,7.69,3.35,4.27,1.34,20,8.571428571
166,Jose Ruiz,PHI,0,62,62,265,3,3,0,0,10,0,55,30,27,8,0,3,63,25,9.17,3.6,3.98,1.29,23.77358491,9.433962264
167,Albert Suarez,BAL,5,59,80,337,3,3,4,0,5,0,78,43,40,11,0,3,66,26,7.38,2.89,4.46,1.29,19.58456973,7.715133531
168,Daysbel Hernandez,ATL,0,58,58,248,3,3,0,0,11,0,47,26,24,6,0,3,67,29,10.42,4.57,3.7,1.32,27.01612903,11.69354839
169,Mike Burrows,PIT,3,36,52,228,2,2,2,0,1,0,51,28,25,7,0,2,45,21,7.65,3.65,4.33,1.37,19.73684211,9.210526316
170,Tyler Ferguson,ATH,0,62,62,267,3,3,0,1,15,0,50,27,24,6,0,3,68,31,9.9,4.54,3.55,1.3,25.46816479,11.61048689
171,Sawyer Gipson-Long,DET,2,41,40,167,1,1,2,0,0,0,38,19,18,5,0,2,35,12,7.92,2.64,3.94,1.24,20.95808383,7.185628743
172,Austin Voth,,0,53,53,226,3,3,0,0,0,0,46,24,22,7,0,2,53,19,9.03,3.23,3.73,1.22,23.45132743,8.407079646
173,Jhony Brito,SDP,3,39,51,216,2,2,2,0,1,0,50,26,24,6,0,2,38,17,6.71,2.98,4.26,1.32,17.59259259,7.87037037
174,Caleb Thielbar,CHC,0,56,56,235,3,3,0,0,10,0,47,25,23,7,0,3,60,22,9.61,3.5,3.68,1.23,25.53191489,9.361702128
175,Will Warren,NYY,2,28,33,140,1,1,2,0,1,0,30,15,14,4,0,1,31,12,8.37,3.2,3.82,1.26,22.14285714,8.571428571
176,Erik Sabrowski,CLE,0,57,57,246,3,3,0,0,11,0,44,25,23,6,0,3,68,30,10.78,4.81,3.57,1.31,27.64227642,12.19512195
177,Hunter Gaddis,CLE,0,65,65,276,3,3,0,0,17,0,57,30,27,9,0,3,59,21,8.14,2.87,3.78,1.2,21.37681159,7.608695652
178,Michael Grove,LAD,0,44,44,182,2,2,0,0,4,0,39,20,18,5,0,2,44,13,8.94,2.66,3.74,1.19,24.17582418,7.142857143
179,Shelby Miller,,0,50,50,215,3,2,0,0,0,0,44,23,21,7,0,2,50,19,8.93,3.4,3.83,1.26,23.25581395,8.837209302
180,Matt Manning,DET,3,35,50,215,1,1,2,0,1,0,47,26,24,7,0,2,42,17,7.5,3.12,4.22,1.29,19.53488372,7.906976744
181,Forrest Whitley,HOU,0,59,59,251,3,3,0,0,10,0,49,26,24,6,0,3,61,27,9.34,4.12,3.69,1.29,24.30278884,10.75697211
182,Dane Dunning,TEX,3,63,79,337,3,3,3,0,5,0,78,44,40,11,0,4,66,28,7.45,3.18,4.55,1.33,19.58456973,8.308605341
183,Matt Brash,SEA,0,48,48,198,3,2,0,0,1,0,35,17,16,4,0,2,60,21,11.24,3.93,2.97,1.17,30.3030303,10.60606061
184,Prelander Berroa,CHW,0,64,64,281,3,3,0,13,8,0,51,30,28,7,0,3,70,39,9.9,5.5,3.87,1.4,24.91103203,13.87900356
185,Brooks Raley,,0,29,29,124,2,1,0,0,0,0,25,13,12,3,0,1,30,12,9.44,3.62,3.69,1.26,24.19354839,9.677419355
186,Xzavion Curry,MIA,6,50,82,356,2,2,4,0,1,0,83,47,43,13,0,4,59,27,6.53,2.95,4.71,1.34,16.57303371,7.584269663
187,JT Chargois,,0,51,51,220,3,3,0,0,0,0,43,23,21,6,0,2,50,21,8.77,3.64,3.65,1.25,22.72727273,9.545454545
188,Dedniel Nunez,NYM,0,51,51,213,3,3,0,0,7,0,39,19,17,5,0,2,59,21,10.46,3.63,3.07,1.17,27.69953052,9.85915493
189,Craig Yoho,MIL,0,37,37,158,2,2,0,0,1,0,28,13,12,3,0,2,49,17,12.04,4.05,3,1.21,31.01265823,10.75949367
190,Ryne Stanek,NYM,0,58,58,246,3,3,0,0,12,0,47,26,24,7,0,3,64,27,9.95,4.18,3.73,1.27,26.01626016,10.97560976
191,Andrew Chafin,,0,54,54,233,3,3,0,0,0,0,46,26,24,7,0,3,60,26,10.05,4.25,3.98,1.33,25.75107296,11.15879828
192,Abner Uribe,MIL,0,50,50,214,3,2,0,0,4,0,39,21,19,4,0,3,56,29,10.04,5.19,3.43,1.35,26.1682243,13.55140187
193,Jalen Beeks,,0,52,52,222,3,3,0,0,0,0,51,27,25,5,0,2,45,21,7.72,3.57,4.27,1.37,20.27027027,9.459459459
194,Michael McGreevy,STL,2,34,39,164,2,2,2,0,1,0,42,20,19,4,0,2,26,9,5.91,1.96,4.28,1.29,15.85365854,5.487804878
195,Joe Boyle,TBR,3,39,55,238,2,2,3,0,1,0,41,26,24,5,0,3,63,38,10.27,6.21,3.91,1.43,26.47058824,15.96638655
196,Beau Brieske,DET,0,66,66,281,3,3,0,10,10,0,58,31,29,8,0,3,63,26,8.54,3.58,3.92,1.27,22.41992883,9.252669039
197,Brant Hurter,DET,0,50,50,211,2,2,0,0,4,0,49,23,21,5,0,2,41,14,7.36,2.47,3.84,1.25,19.43127962,6.63507109
198,JT Brubaker,NYY,3,47,63,271,2,2,3,0,1,0,60,35,32,9,0,3,53,24,7.48,3.43,4.52,1.32,19.55719557,8.856088561
199,Erik Swanson,TOR,0,60,60,256,3,3,0,0,13,0,53,29,26,8,0,3,58,23,8.73,3.4,3.96,1.27,22.65625,8.984375
200,Jacob Misiorowski,MIL,3,50,65,285,2,2,3,0,1,0,52,33,30,8,0,4,71,41,9.8,5.69,4.15,1.43,24.9122807,14.38596491
201,Jacob Waguespack,TBR,2,48,53,227,2,2,2,0,1,0,47,25,23,6,0,2,54,21,9.2,3.51,3.89,1.28,23.78854626,9.251101322
202,Justin Lawrence,COL,0,61,61,268,3,3,0,1,10,0,62,34,32,7,0,3,55,29,8.12,4.26,4.66,1.49,20.52238806,10.82089552
203,Chase Silseth,LAA,2,59,64,273,3,3,2,0,10,0,59,33,30,8,0,3,57,26,8.03,3.6,4.23,1.31,20.87912088,9.523809524
204,Tristan Beck,SFG,2,55,60,256,3,3,2,0,7,0,59,30,27,7,0,3,51,17,7.55,2.59,4.09,1.27,19.921875,6.640625
205,Tayler Saucedo,SEA,0,61,61,260,3,3,0,0,12,0,52,27,24,6,0,3,59,26,8.69,3.83,3.58,1.27,22.69230769,10
206,Eduard Bazardo,SEA,0,50,50,210,3,2,0,0,1,0,40,19,17,5,0,2,54,17,9.78,3.07,3.13,1.15,25.71428571,8.095238095
207,Michael Fulmer,BOS,0,52,52,223,3,3,0,0,4,0,46,24,22,6,0,2,55,22,9.44,3.84,3.85,1.3,24.66367713,9.865470852
208,Noah Cameron,KCR,2,28,33,141,1,1,2,0,1,0,32,17,16,4,0,1,29,11,7.71,2.86,4.2,1.29,20.56737589,7.80141844
209,Jose Suarez,LAA,2,64,69,292,3,3,3,0,12,0,63,36,33,10,0,3,63,25,8.24,3.26,4.31,1.28,21.57534247,8.561643836
210,Keegan Thompson,CHC,0,66,66,284,3,3,0,0,13,0,57,31,29,8,0,3,70,31,9.54,4.18,3.9,1.33,24.64788732,10.91549296
211,Julian Merryweather,CHC,0,52,52,220,3,3,0,0,4,0,45,24,22,6,0,2,55,22,9.51,3.85,3.77,1.29,25,10
212,Carson Whisenhunt,SFG,2,23,28,120,1,1,2,0,1,0,25,13,12,3,0,1,28,12,9.06,3.69,3.88,1.3,23.33333333,10
213,Clayton Beeter,NYY,0,50,50,213,2,2,0,0,4,0,39,22,20,6,0,2,57,25,10.22,4.5,3.66,1.28,26.76056338,11.7370892
214,Brandon Young,BAL,2,30,35,150,1,1,2,0,1,0,33,17,16,5,0,2,32,11,8.25,2.88,4.06,1.26,21.33333333,7.333333333
215,Max Lazar,PHI,0,50,50,214,3,2,0,0,4,0,50,25,23,6,0,2,44,16,7.88,2.89,4.19,1.31,20.56074766,7.476635514
216,Jake Cousins,NYY,0,55,55,237,3,3,0,0,7,0,42,23,21,6,0,3,67,28,10.93,4.66,3.39,1.27,28.27004219,11.81434599
217,Angel Chivilli,COL,0,56,56,245,3,3,0,0,9,0,58,32,29,7,0,3,51,23,8.22,3.69,4.69,1.44,20.81632653,9.387755102
218,Trevor Gott,,0,24,24,103,1,1,0,0,0,0,22,11,10,3,0,1,23,8,8.68,3.11,3.89,1.27,22.33009709,7.766990291
219,Hans Crouse,LAA,0,56,56,242,3,3,0,0,7,0,43,25,23,7,0,3,72,28,11.56,4.51,3.64,1.27,29.75206612,11.57024793
220,Graham Ashcraft,CIN,0,50,50,212,3,2,0,0,4,0,51,27,24,6,0,2,39,16,7.03,2.85,4.4,1.33,18.39622642,7.547169811
221,Jordan Leasure,CHW,0,50,50,218,3,2,0,0,4,0,43,23,21,6,0,2,53,24,9.55,4.26,3.85,1.32,24.31192661,11.00917431
222,Yosver Zulueta,CIN,0,53,53,232,3,3,0,0,6,0,47,25,23,5,0,3,54,28,9.22,4.81,3.92,1.43,23.27586207,12.06896552
223,Patrick Sandoval,BOS,2,10,15,64,0,0,1,0,1,0,15,8,7,2,0,1,14,6,7.95,3.55,4.4,1.35,21.875,9.375
224,Brady Basso,ATH,2,46,51,213,2,2,2,0,1,0,48,25,23,7,0,2,45,14,7.83,2.53,4.02,1.21,21.12676056,6.572769953
225,Cooper Criswell,BOS,2,26,31,134,1,1,2,0,1,0,33,17,16,4,0,1,23,9,6.68,2.53,4.5,1.34,17.1641791,6.71641791
226,Jake Bird,COL,0,50,50,220,3,2,0,0,4,0,52,28,25,5,0,2,44,21,7.99,3.77,4.56,1.46,20,9.545454545
227,Tim Mayza,PIT,0,55,55,239,3,3,0,0,4,0,57,28,26,5,0,3,45,20,7.32,3.22,4.27,1.4,18.82845188,8.368200837
228,Kody Funderburk,MIN,0,48,48,204,3,2,0,0,1,0,42,21,19,4,0,2,48,19,9.01,3.58,3.55,1.27,23.52941176,9.31372549
229,Sean Reid-Foley,NYM,0,49,49,211,3,2,0,0,4,0,39,21,19,4,0,3,54,27,9.86,4.92,3.58,1.35,25.59241706,12.79620853
230,Troy Taylor,SEA,0,54,54,231,3,3,0,0,4,0,44,23,21,6,0,3,57,24,9.57,3.96,3.44,1.25,24.67532468,10.38961039
231,Jose Quijada,LAA,0,61,61,263,3,3,0,1,12,0,49,30,27,8,0,3,70,32,10.29,4.65,4,1.32,26.61596958,12.16730038
232,Joely Rodriguez,,0,33,33,141,2,2,0,0,0,0,32,17,16,4,0,2,29,13,7.97,3.48,4.27,1.36,20.56737589,9.219858156
233,Robert Stephenson,LAA,0,44,44,184,2,2,0,4,1,0,35,19,17,6,0,2,51,16,10.44,3.32,3.53,1.17,27.7173913,8.695652174
234,Justin Topa,MIN,0,50,50,214,3,2,0,0,1,0,46,22,20,5,0,2,48,18,8.62,3.24,3.63,1.27,22.42990654,8.411214953
235,Kaleb Ort,HOU,0,62,62,265,3,3,0,0,13,0,50,28,26,8,0,3,67,27,9.7,3.9,3.75,1.24,25.28301887,10.18867925
236,Nate Pearson,CHC,0,54,54,227,3,3,0,0,7,0,44,23,21,6,0,2,60,22,10,3.59,3.5,1.22,26.43171806,9.691629956
237,Jonathan Loaisiga,NYY,0,48,48,202,3,2,0,0,1,0,41,20,19,5,0,2,44,16,8.18,3.06,3.48,1.2,21.78217822,7.920792079
238,Landon Knack,LAD,2,38,43,182,2,2,2,0,1,0,40,22,20,7,0,2,40,14,8.33,2.92,4.21,1.24,21.97802198,7.692307692
239,Ryan Zeferjahn,LAA,0,62,62,272,3,3,0,2,14,0,50,29,26,8,0,3,68,34,9.87,4.88,3.85,1.34,25,12.5
240,Luis Peralta,COL,0,61,61,271,3,3,0,2,13,0,59,36,33,7,0,3,63,35,9.28,5.15,4.84,1.55,23.24723247,12.91512915
241,Dillon Tate,,0,40,40,173,2,2,0,0,0,0,39,20,18,5,0,2,33,14,7.43,3.11,4.05,1.31,19.07514451,8.092485549
242,Justin Wilson,BOS,0,55,55,232,3,3,0,0,7,0,50,26,24,7,0,2,56,18,9.1,2.9,3.88,1.23,24.13793103,7.75862069
243,Franco Aleman,CLE,0,42,42,180,2,2,0,0,1,0,36,18,16,5,0,2,46,17,9.75,3.54,3.52,1.26,25.55555556,9.444444444
244,Ryan Gusto,HOU,3,27,43,189,1,1,2,0,1,0,42,24,22,6,0,2,34,16,7.13,3.4,4.54,1.36,17.98941799,8.465608466
245,Jay Jackson,,0,28,28,119,1,1,0,0,0,0,25,13,12,4,0,1,28,9,9.02,2.95,3.91,1.22,23.52941176,7.56302521
246,Brenan Hanifee,DET,0,44,44,186,2,2,0,0,1,0,42,20,18,4,0,2,36,13,7.46,2.6,3.71,1.24,19.35483871,6.989247312
247,Riley O'Brien,STL,0,51,51,219,3,3,0,0,4,0,45,24,22,4,0,3,50,25,8.88,4.43,3.89,1.38,22.83105023,11.41552511
248,Dauri Moreta,PIT,0,42,42,180,2,2,0,0,1,0,36,19,17,5,0,2,46,17,9.96,3.64,3.66,1.26,25.55555556,9.444444444
249,James McArthur,KCR,0,48,48,205,3,2,0,0,1,0,47,24,22,5,0,2,43,16,8,3.09,4.04,1.32,20.97560976,7.804878049
250,Brusdar Graterol,LAD,0,24,24,101,1,1,0,0,1,0,22,10,9,2,0,1,22,7,8.15,2.49,3.33,1.19,21.78217822,6.930693069
251,Colin Selby,BAL,0,51,51,218,3,3,0,0,1,0,44,23,21,5,0,2,53,24,9.36,4.18,3.68,1.32,24.31192661,11.00917431
252,Andrew Walters,CLE,0,54,54,234,3,3,0,0,7,0,44,24,22,7,0,3,65,26,10.75,4.3,3.62,1.29,27.77777778,11.11111111
253,Anthony Banda,LAD,0,52,52,220,3,3,0,0,7,0,46,24,22,6,0,2,50,20,8.69,3.53,3.87,1.29,22.72727273,9.090909091
254,Nick Sandlin,TOR,0,59,59,254,3,3,0,0,12,0,49,28,25,8,0,3,64,27,9.74,4.09,3.86,1.28,25.19685039,10.62992126
255,Walter Pennington,TEX,0,44,44,189,2,2,0,0,1,0,40,20,19,4,0,2,42,18,8.59,3.62,3.84,1.32,22.22222222,9.523809524
