#,Name,Team,GS,G,IP,TBF,W,L,QS,SV,HLD,BS,H,R,ER,HR,IBB,HBP,SO,BB,K/9,BB/9,ERA,WHIP
34,Kevin Gausman,TOR,32,32,193.1,813,12,11,18,0,0,,183,91,84,25,0,5,193,55,8.98,2.54,3.91,1.23
35,Hunter Greene,CIN,29,29,172,731,10,10,15,0,0,,149,85,80,27,0,12,205,63,10.72,3.28,4.17,1.23
36,Ranger Suárez,PHI,28,40,167,702,11,9,14,0,1,,159,73,67,18,1,6,151,53,8.14,2.85,3.59,1.27
37,Justin Steele,CHC,29,29,170,703,11,9,16,0,0,,158,73,67,19,1,7,166,48,8.77,2.52,3.56,1.21
38,Luis Castillo,SEA,31,31,184.1,767,11,11,18,0,0,,166,81,74,24,1,7,187,52,9.15,2.55,3.64,1.18
39,Tanner Houck,BOS,29,39,178.2,762,11,10,15,0,1,,181,86,79,18,1,11,159,55,8.01,2.75,3.98,1.32
40,Spencer Schwellenbach,ATL,29,29,172,716,12,9,16,0,0,,165,78,72,21,1,8,166,43,8.7,2.23,3.79,1.21
41,Reynaldo López,ATL,31,31,179,753,12,9,16,0,0,,164,84,78,22,0,6,190,61,9.54,3.06,3.9,1.25
42,Carlos Rodón,NYY,31,31,176,737,11,10,15,0,0,,155,83,78,27,0,8,200,54,10.21,2.77,3.97,1.19
43,Seth Lugo,KCR,31,31,190.1,811,11,11,17,0,0,,194,95,87,23,1,8,166,54,7.84,2.53,4.13,1.3
44,MacKenzie Gore,WSN,31,31,174.1,733,11,10,16,0,0,,152,79,73,22,0,7,188,65,9.7,3.36,3.75,1.24
45,Zach Eflin,BAL,29,29,176,731,11,10,16,0,0,,180,83,76,25,1,6,148,31,7.6,1.57,3.91,1.2
46,Zac Gallen,ARI,29,29,170.2,725,11,9,15,0,0,,164,81,74,20,0,7,172,53,9.06,2.78,3.92,1.27
47,Tanner Bibee,CLE,29,29,173.1,727,10,10,16,0,0,,160,80,74,24,0,8,178,49,9.26,2.52,3.86,1.2
48,Kodai Senga,NYM,26,36,161.2,685,11,9,14,0,1,,141,73,68,19,1,6,175,65,9.77,3.63,3.77,1.27
49,Jared Jones,PIT,28,36,167,705,10,10,14,0,1,,152,78,72,21,1,8,172,57,9.29,3.09,3.91,1.25
50,Brayan Bello,BOS,29,29,167.1,717,10,10,14,0,0,,168,83,76,18,0,8,153,59,8.24,3.16,4.07,1.35
51,Nick Pivetta,,29,29,167.1,699,10,10,15,0,0,,149,78,73,25,1,5,189,53,10.16,2.85,3.94,1.2
52,Jack Flaherty,DET,29,29,169.2,716,10,10,16,0,0,,154,76,70,21,1,8,178,53,9.46,2.81,3.73,1.22
53,Grayson Rodriguez,BAL,28,28,162.1,678,11,9,15,0,0,,146,72,66,20,0,6,173,53,9.59,2.94,3.68,1.22
54,Shohei Ohtani,LAD,21,21,120.2,498,9,6,12,0,0,,102,51,47,15,0,6,141,39,10.52,2.89,3.49,1.16
55,Bailey Ober,MIN,29,29,171,716,10,10,15,0,0,,160,81,76,27,0,7,176,42,9.26,2.22,4.02,1.18
56,Brandon Woodruff,MIL,24,24,143,592,9,8,13,0,0,,129,64,60,20,0,6,153,38,9.59,2.4,3.76,1.17
57,Taj Bradley,TBR,29,29,170.1,714,10,10,15,0,0,,152,79,73,23,0,6,182,58,9.63,3.04,3.87,1.23
58,Mitch Keller,PIT,31,31,182,777,10,12,15,0,0,,180,93,86,22,1,11,165,57,8.14,2.81,4.25,1.3
59,Brady Singer,CIN,29,29,170.1,730,10,10,14,0,0,,174,87,80,25,0,9,161,48,8.49,2.56,4.25,1.3
60,Ryan Pepiot,TBR,29,29,164.2,696,10,10,14,0,0,,145,78,73,23,0,9,176,61,9.62,3.32,3.99,1.25
61,Nick Lodolo,CIN,23,23,126.2,534,8,7,11,0,0,,115,59,55,17,0,11,138,40,9.84,2.87,3.92,1.23
62,Michael Wacha,KCR,28,28,159.1,676,9,10,13,0,0,,159,81,76,22,0,6,139,47,7.83,2.66,4.27,1.29
63,Germán Márquez,COL,28,28,160.1,694,8,11,12,0,0,,174,91,85,23,1,5,134,53,7.54,2.96,4.74,1.42
64,Erick Fedde,STL,31,31,179.1,766,10,11,15,0,0,,179,91,84,25,2,6,154,56,7.72,2.81,4.21,1.31
65,Jesús Luzardo,PHI,26,41,161.1,680,10,9,12,0,1,,147,76,70,23,1,6,166,55,9.28,3.07,3.93,1.25
66,Chris Bassitt,TOR,31,31,179,765,11,11,15,0,0,,172,89,82,23,1,11,164,60,8.26,3.03,4.13,1.3
67,José Soriano,LAA,26,26,148.1,638,9,9,13,0,0,,140,71,65,15,1,9,145,62,8.78,3.78,3.92,1.37
68,Yu Darvish,SDP,29,29,167.2,703,10,10,14,0,0,,158,83,78,25,1,8,160,47,8.59,2.51,4.17,1.22
69,Kumar Rocker,TEX,23,36,139.1,584,9,8,11,0,1,,129,64,59,17,1,5,142,43,9.16,2.77,3.81,1.23
70,Sean Manaea,NYM,31,31,181.1,771,11,10,16,0,0,,167,88,81,25,0,8,182,64,9.03,3.17,4.04,1.27
71,Max Scherzer,TOR,21,27,124.1,517,8,7,10,0,1,,113,58,54,19,0,6,132,31,9.51,2.22,3.9,1.15
72,Clay Holmes,NYM,21,52,151,648,10,8,11,0,1,,142,66,59,12,1,8,142,61,8.46,3.61,3.53,1.34
73,Reese Olson,DET,26,26,144,611,9,9,12,0,0,,138,67,62,16,0,6,132,46,8.25,2.86,3.87,1.28
74,Drew Rasmussen,TBR,19,43,128,529,8,7,9,0,1,,119,55,50,14,1,4,124,34,8.76,2.37,3.55,1.2
75,Robbie Ray,SFG,28,28,160.2,677,10,10,14,0,0,,143,75,70,23,0,7,173,51,9.72,2.86,3.91,1.21
76,Nestor Cortes,MIL,23,41,146.1,612,9,9,11,0,1,,135,69,65,23,0,5,148,40,9.08,2.47,3.99,1.2
77,Alex Cobb,DET,23,23,126.2,534,8,8,11,0,0,,126,57,52,12,0,5,106,36,7.53,2.54,3.67,1.28
78,Bryce Miller,SEA,31,31,174.2,730,10,11,15,0,0,,163,81,76,25,1,7,168,47,8.65,2.42,3.9,1.2
79,José Berríos,TOR,32,32,191.1,819,11,12,16,0,0,,194,98,91,28,1,11,166,53,7.82,2.51,4.29,1.29
80,Brandon Pfaadt,ARI,23,35,139.1,581,9,8,11,0,1,,134,66,62,19,1,5,136,34,8.8,2.18,3.97,1.21
81,Jeffrey Springs,ATH,26,34,154,643,9,9,13,0,1,,144,71,66,21,0,5,149,43,8.7,2.54,3.83,1.22
82,Kutter Crawford,BOS,23,49,150.2,637,9,9,9,0,1,,146,78,73,24,1,6,146,43,8.75,2.58,4.38,1.26
83,Eduardo Rodriguez,ARI,24,34,146.1,621,9,8,11,0,1,,144,70,65,18,1,5,135,46,8.34,2.83,4.01,1.3
84,Miles Mikolas,STL,31,31,176.1,743,10,11,14,0,0,,189,90,84,26,0,7,127,33,6.47,1.7,4.28,1.26
85,Ryan Feltner,COL,31,31,177.1,772,9,13,12,0,0,,189,103,96,26,0,8,154,62,7.8,3.14,4.88,1.42
86,Luis Gil,NYY,28,38,161.1,696,10,10,12,0,1,,140,81,76,24,1,7,178,75,9.95,4.21,4.24,1.34
