#,Name,Team,GS,G,IP,TBF,W,L,QS,SV,HLD,BS,H,R,ER,HR,IBB,HBP,SO,BB,K/9,BB/9,ERA,WHIP,K%,BB%
166,Aaron Ashby,MIL,11,33,85,373,4,6,4,1,4,1,80,43,39,9,1,4,83,41,8.81,4.36,4.14,1.42,22.25201072,10.9919571
167,Kyle Wright,KCR,12,27,78.1,338,5,5,5,0,1,0,78,41,38,9,0,5,69,28,7.9,3.17,4.32,1.35,20.41420118,8.284023669
168,Trevor Williams,WSN,20,35,118,504,7,6,5,0,0,0,120,63,58,18,1,4,96,37,7.29,2.8,4.45,1.33,19.04761905,7.341269841
169,Marcus Stroman,NYY,17,33,109.2,475,6,7,6,0,2,0,111,58,54,14,1,4,86,40,7.03,3.31,4.4,1.38,18.10526316,8.421052632
170,Andrew Painter,PHI,12,17,68.1,291,4,3,4,0,0,0,64,36,33,10,0,3,65,25,8.59,3.24,4.38,1.3,22.33676976,8.591065292
171,Chase Dollander,COL,14,16,81.1,357,3,5,6,0,0,0,84,50,46,12,0,5,75,33,8.26,3.61,5.08,1.43,21.00840336,9.243697479
172,Austin Gomber,COL,28,28,159.1,691,7,11,10,0,0,0,179,100,92,29,2,4,113,45,6.37,2.52,5.2,1.4,16.35311143,6.512301013
173,Jakob Junis,,11,17,68.2,288,3,3,3,0,0,1,69,35,33,10,1,3,59,16,7.72,2.09,4.27,1.23,20.48611111,5.555555556
174,Tylor Megill,NYM,6,36,66.2,282,4,4,3,0,1,0,61,32,29,8,1,3,70,25,9.46,3.36,3.92,1.28,24.82269504,8.865248227
175,Colin Rea,CHC,18,32,116,493,7,7,6,0,1,0,118,64,59,18,1,5,93,32,7.18,2.47,4.58,1.29,18.86409736,6.490872211
176,Cade Povich,BAL,15,25,87,371,5,5,5,0,0,0,81,46,43,13,1,3,81,33,8.36,3.4,4.41,1.31,21.8328841,8.894878706
177,Landen Roupp,SFG,5,33,58.1,250,2,3,1,0,1,0,52,27,24,5,1,2,58,26,8.87,3.94,3.76,1.33,23.2,10.4
178,Patrick Corbin,,20,21,111.1,487,6,9,7,0,0,0,125,67,62,17,1,3,85,35,6.85,2.81,4.99,1.43,17.45379877,7.186858316
179,Martin Perez,CHW,26,26,146.2,641,6,9,10,0,0,0,154,81,75,21,1,6,108,54,6.65,3.29,4.58,1.42,16.84867395,8.424336973
180,Sean Burke,CHW,22,27,123.2,537,6,8,8,0,0,0,115,68,63,20,1,5,121,58,8.79,4.19,4.58,1.39,22.53258845,10.80074488
181,Ben Lively,CLE,25,25,138.2,596,9,10,8,0,0,0,141,78,72,23,2,6,109,45,7.09,2.92,4.66,1.34,18.2885906,7.55033557
182,Ryne Nelson,ARI,12,34,89.1,377,5,5,5,0,1,0,91,46,43,12,1,3,73,23,7.38,2.36,4.29,1.27,19.36339523,6.100795756
183,Mitch Spence,ATH,20,29,123,528,6,7,7,0,0,0,127,67,61,18,1,5,98,37,7.16,2.71,4.49,1.33,18.56060606,7.007575758
184,Jack Kochanowicz,LAA,15,26,94.1,409,5,7,6,0,1,0,104,53,49,12,1,7,56,24,5.34,2.34,4.66,1.36,13.69193154,5.86797066
185,Tony Gonsolin,LAD,19,31,116,488,8,6,6,0,0,0,106,63,58,18,1,5,100,39,7.77,3.03,4.49,1.25,20.49180328,7.991803279
186,Michael Soroka,WSN,14,38,107,461,4,8,4,0,1,1,98,58,54,15,1,6,101,46,8.5,3.84,4.52,1.35,21.90889371,9.978308026
187,Drew Thorpe,CHW,18,18,98.1,420,5,7,6,0,0,0,94,54,50,16,1,3,76,36,6.98,3.26,4.59,1.32,18.0952381,8.571428571
188,Jack Leiter,TEX,16,30,104.1,454,4,7,5,0,1,0,98,62,57,16,1,6,106,47,9.15,4.08,4.89,1.39,23.34801762,10.35242291
189,Spencer Turnbull,,10,12,55.2,238,3,2,3,0,0,0,52,28,26,7,0,4,51,21,8.25,3.32,4.2,1.3,21.42857143,8.823529412
190,Jackson Jobe,DET,19,28,115.1,491,4,4,6,0,0,0,108,62,57,16,1,4,95,42,7.41,3.29,4.41,1.3,19.34826884,8.553971487
191,Lance McCullers Jr.,HOU,8,18,52.2,227,3,3,3,0,1,0,49,25,23,6,0,3,51,22,8.63,3.8,3.97,1.35,22.46696035,9.691629956
192,Osvaldo Bido,ATH,10,36,82.1,353,5,5,4,0,2,0,74,43,40,11,2,6,78,33,8.56,3.59,4.33,1.3,22.09631728,9.348441926
193,Michael McGreevy,STL,4,29,51.1,215,3,3,2,0,1,0,52,23,22,5,1,2,40,13,7.05,2.21,3.78,1.26,18.60465116,6.046511628
194,Hayden Wesneski,HOU,10,40,90.2,381,5,6,3,0,3,1,85,47,43,14,0,4,85,29,8.41,2.92,4.3,1.26,22.30971129,7.611548556
195,Ross Stripling,,13,14,71,306,3,6,3,0,0,0,80,42,39,11,1,2,48,17,6.03,2.16,4.93,1.36,15.68627451,5.555555556
196,Albert Suarez,BAL,9,42,82,349,5,4,4,0,2,0,81,42,39,12,1,3,72,26,7.9,2.87,4.25,1.3,20.63037249,7.449856734
197,Cal Quantrill,,20,20,106,467,6,7,7,0,0,0,111,62,57,15,0,6,79,41,6.71,3.49,4.83,1.44,16.91648822,8.779443255
198,Noah Schultz,CHW,8,8,43,182,2,3,4,0,0,0,40,22,20,5,0,3,38,15,8.05,3.06,4.16,1.28,20.87912088,8.241758242
199,Anthony DeSclafani,,11,11,60.1,258,3,4,4,0,0,0,65,34,31,9,1,2,47,15,7.05,2.3,4.69,1.33,18.21705426,5.813953488
200,Sawyer Gipson-Long,DET,6,31,59.1,248,3,4,3,0,1,0,56,29,27,8,1,2,55,17,8.35,2.56,4.06,1.23,22.17741935,6.85483871
201,J.T. Ginn,ATH,12,26,77.2,337,4,5,4,0,1,0,80,42,38,10,1,5,61,26,7.03,3.06,4.45,1.37,18.10089021,7.715133531
202,Ian Anderson,ATL,13,21,78,341,6,4,4,0,1,0,78,42,39,10,1,2,66,34,7.65,3.93,4.5,1.44,19.35483871,9.970674487
203,Tomoyuki Sugano,BAL,22,28,128.2,547,6,7,7,0,0,0,134,71,65,22,1,6,95,32,6.63,2.26,4.57,1.29,17.36745887,5.850091408
204,AJ Smith-Shawver,ATL,9,29,67.2,289,4,4,3,0,1,0,60,35,33,10,1,2,70,29,9.28,3.85,4.33,1.31,24.22145329,10.03460208
205,Braxton Ashcraft,PIT,5,26,50,212,2,3,1,0,2,0,51,26,24,6,1,2,42,14,7.56,2.43,4.23,1.28,19.81132075,6.603773585
206,Chris Flexen,,16,17,85,374,3,6,5,0,0,0,93,52,48,14,1,3,64,31,6.74,3.31,5.06,1.46,17.11229947,8.288770053
207,Kyle Bradish,BAL,4,4,19.1,79,1,1,1,0,0,0,16,8,8,2,0,1,20,6,9.26,2.89,3.61,1.13,25.3164557,7.594936709
208,Bryce Elder,ATL,8,18,54,234,4,3,3,0,1,0,55,28,26,6,0,2,45,19,7.43,3.18,4.34,1.36,19.23076923,8.11965812
209,Adam Mazur,MIA,12,21,67,291,3,6,3,0,1,0,72,42,38,10,1,3,51,22,6.91,3.01,5.18,1.41,17.5257732,7.560137457
210,Griffin Canning,NYM,12,35,91.2,391,5,5,4,0,1,0,89,50,46,14,1,4,81,32,7.95,3.12,4.48,1.32,20.71611253,8.184143223
211,Omar Cruz,SDP,11,25,74.1,323,4,5,4,0,1,0,71,41,38,10,1,4,67,32,8.08,3.84,4.55,1.38,20.74303406,9.907120743
212,Alex Wood,,12,13,64.1,284,3,5,3,0,0,0,67,37,34,9,1,5,52,24,7.23,3.43,4.76,1.43,18.30985915,8.450704225
213,Joe Boyle,TBR,4,27,47.1,209,3,4,1,0,3,0,37,25,23,5,0,3,56,32,10.73,6.12,4.34,1.46,26.79425837,15.31100478
214,Robby Snelling,MIA,10,10,57.2,254,3,4,4,0,0,0,61,33,30,8,0,2,43,23,6.75,3.66,4.76,1.47,16.92913386,9.05511811
215,Matt Manning,DET,9,29,71,300,3,3,3,0,1,0,68,36,33,9,0,2,57,24,7.24,3.03,4.22,1.29,19,8
216,Kyle Hart,,12,12,66.1,289,2,3,4,0,0,0,70,39,36,10,1,3,50,23,6.78,3.09,4.82,1.4,17.30103806,7.958477509
217,Bobby Miller,LAD,6,29,56,239,3,3,3,0,1,0,52,29,27,8,1,2,55,21,8.79,3.3,4.28,1.3,23.0125523,8.786610879
218,Trevor Rogers,BAL,8,22,54.1,235,3,4,2,0,1,0,54,29,27,7,1,2,46,21,7.69,3.42,4.46,1.38,19.57446809,8.936170213
219,Keaton Winn,SFG,6,9,36.2,156,2,3,2,0,0,0,36,24,22,5,0,2,31,11,7.65,2.76,5.44,1.28,19.87179487,7.051282051
220,Keider Montero,DET,10,23,69.2,299,4,5,4,0,1,0,69,38,35,11,1,3,58,25,7.51,3.17,4.53,1.34,19.39799331,8.361204013
221,Jordan Wicks,CHC,8,22,51.1,220,3,3,2,0,1,0,51,27,25,7,0,2,46,18,8.01,3.24,4.39,1.35,20.90909091,8.181818182
222,Tyler Alexander,,9,11,52.1,223,3,3,2,0,0,0,56,31,29,10,1,2,40,12,6.88,2.13,4.94,1.3,17.93721973,5.381165919
223,Cole Irvin,,8,11,51,220,2,3,1,0,0,0,56,30,28,8,0,3,36,13,6.42,2.37,4.87,1.36,16.36363636,5.909090909
224,Tink Hence,STL,4,4,21.1,91,1,1,1,0,0,0,21,11,10,3,0,1,19,7,7.81,3.07,4.32,1.3,20.87912088,7.692307692
225,Brandon Sproat,NYM,4,4,22.2,97,1,1,2,0,0,0,22,12,11,3,0,1,20,8,7.9,3.27,4.31,1.31,20.6185567,8.24742268
226,John Means,,5,6,24.1,98,2,1,1,0,0,0,20,10,9,4,0,1,19,6,6.91,2.22,3.34,1.07,19.3877551,6.12244898
227,Caden Dana,LAA,13,13,70,302,4,6,4,0,0,0,69,42,39,13,0,4,59,26,7.64,3.34,4.97,1.35,19.53642384,8.609271523
228,Bryse Wilson,CHW,12,34,92.2,399,4,6,3,0,1,0,97,54,49,16,1,4,69,28,6.74,2.69,4.8,1.35,17.29323308,7.01754386
229,Domingo German,,5,7,32,135,1,2,1,0,0,0,29,19,18,5,1,2,28,11,7.86,3.2,4.94,1.24,20.74074074,8.148148148
230,Ian Seymour,TBR,4,11,28.2,121,2,2,1,0,1,0,27,15,14,4,0,1,26,10,8.15,3.03,4.28,1.26,21.48760331,8.26446281
231,Logan Allen,CLE,6,7,32.2,143,2,2,2,0,0,0,34,18,17,5,0,1,28,13,7.73,3.51,4.64,1.42,19.58041958,9.090909091
232,Patrick Sandoval,BOS,2,8,17.1,75,1,1,1,0,1,0,16,8,8,2,0,1,17,7,8.78,3.8,3.99,1.36,22.66666667,9.333333333
233,Mason Black,SFG,5,25,45.2,199,2,4,1,0,1,0,47,26,24,7,0,3,41,17,8.08,3.36,4.72,1.39,20.60301508,8.542713568
234,Chayce McDermott,BAL,4,18,36.1,156,2,2,2,0,0,0,31,19,17,5,0,1,40,18,9.93,4.51,4.24,1.34,25.64102564,11.53846154
235,Jake Bloss,TOR,7,17,46,199,2,3,2,0,1,0,46,27,25,8,0,2,38,17,7.46,3.39,4.79,1.37,19.09547739,8.542713568
236,Mike Clevinger,,6,6,30,127,2,3,1,0,0,0,29,16,15,5,1,1,26,10,7.7,3.07,4.54,1.31,20.47244094,7.874015748
237,Austin Krob,SDP,3,12,23.2,102,1,1,1,0,1,0,24,12,11,3,0,1,18,9,6.92,3.35,4.3,1.39,17.64705882,8.823529412
238,Sam Aldegheri,LAA,4,5,20.2,91,1,2,1,0,0,0,20,12,11,3,0,1,19,10,8.13,4.35,4.98,1.45,20.87912088,10.98901099
239,Josh Winder,ARI,1,10,20,87,1,0,0,0,0,0,21,11,10,3,0,2,17,6,7.67,2.81,4.52,1.37,19.54022989,6.896551724
240,Wade Miley,CIN,4,4,21.2,93,1,1,1,0,0,0,21,12,11,3,0,1,14,8,5.87,3.16,4.42,1.34,15.05376344,8.602150538
241,Chad Patrick,MIL,3,20,33.2,142,2,2,1,0,1,0,33,18,16,5,0,2,30,10,7.9,2.68,4.39,1.26,21.12676056,7.042253521
242,Alek Manoah,TOR,3,9,21.1,91,1,1,1,0,1,0,19,11,10,3,0,2,21,9,8.69,3.6,4.24,1.28,23.07692308,9.89010989
243,Richard Fitts,BOS,5,31,54.2,235,3,3,2,0,1,0,57,30,28,8,1,2,43,16,7.1,2.71,4.54,1.34,18.29787234,6.808510638
244,Tyler Wells,BAL,4,10,29.1,123,2,2,1,0,0,0,28,16,14,5,0,1,26,9,8.07,2.73,4.42,1.24,21.13821138,7.317073171
245,Jacob Misiorowski,MIL,5,35,60.1,268,3,3,1,0,2,0,52,33,30,7,0,5,64,35,9.46,5.16,4.53,1.44,23.88059701,13.05970149
246,Hurston Waldrep,ATL,3,13,26,115,1,2,1,0,1,0,26,15,13,3,0,1,23,12,8.09,4.12,4.64,1.45,20,10.43478261
247,Mason Adams,CHW,2,3,14.1,62,1,1,1,0,0,0,15,8,7,2,0,1,10,4,6.34,2.62,4.69,1.36,16.12903226,6.451612903
248,Marco Gonzales,,3,4,17.2,78,1,1,1,0,0,0,20,10,9,3,0,0,12,6,6.16,2.85,4.75,1.43,15.38461538,7.692307692
249,Sixto Sanchez,MIA,3,5,15.2,70,0,1,0,0,1,1,18,10,9,2,0,1,9,5,5.23,3.06,5.2,1.5,12.85714286,7.142857143
250,Taijuan Walker,PHI,6,38,68.2,298,4,4,3,0,1,0,70,40,37,11,0,3,51,25,6.72,3.28,4.79,1.39,17.11409396,8.389261745
251,Carlos Carrasco,NYY,5,5,26.1,116,1,2,1,0,0,0,29,17,16,5,0,1,22,9,7.42,3.17,5.45,1.48,18.96551724,7.75862069
252,Noah Syndergaard,,4,4,20,87,1,1,1,0,0,0,22,12,11,3,0,1,14,5,6.04,2.44,5.11,1.37,16.09195402,5.747126437
253,Tekoah Roby,STL,2,2,10.1,43,1,1,0,0,0,0,10,6,6,2,0,0,8,3,7.44,2.72,4.94,1.29,18.60465116,6.976744186
254,Carlos Rodriguez,MIL,2,9,15.1,66,1,2,0,0,1,0,14,8,8,2,0,1,14,6,8.16,3.51,4.52,1.33,21.21212121,9.090909091
255,Hunter Barco,PIT,1,1,7,31,0,0,1,0,0,0,7,4,4,1,0,0,6,3,7.5,3.44,4.51,1.39,19.35483871,9.677419355
256,Chase Petty,CIN,2,9,16.2,73,1,1,1,0,0,0,17,10,9,3,0,1,13,6,7.08,3.36,4.84,1.4,17.80821918,8.219178082
257,Carson Palmquist,COL,3,4,21,93,1,1,1,0,0,0,21,13,12,4,0,1,19,9,8.03,4,5.22,1.47,20.43010753,9.677419355
258,Thomas Harrington,PIT,2,2,9.1,39,0,1,1,0,0,0,9,5,5,1,0,0,7,3,6.9,2.58,4.67,1.3,17.94871795,7.692307692
259,Valente Bellozo,MIA,14,28,91.1,397,4,6,4,0,1,0,97,52,48,17,1,4,66,31,6.48,3.01,4.74,1.39,16.62468514,7.808564232
260,Emerson Hancock,SEA,8,17,53.1,226,3,3,3,0,1,0,51,29,27,8,0,3,38,18,6.41,2.99,4.58,1.29,16.81415929,7.96460177
261,Logan Evans,SEA,2,9,17.2,76,1,1,1,0,1,0,17,9,9,2,0,1,14,7,7.26,3.38,4.32,1.33,18.42105263,9.210526316
262,Ken Waldichuk,ATH,5,7,28.2,127,1,1,1,0,0,0,29,18,16,5,0,2,28,13,8.86,4.01,5.18,1.45,22.04724409,10.23622047
263,Drue Hackenberg,ATL,1,1,6.2,29,0,0,1,0,0,0,7,4,3,1,0,0,6,3,7.6,3.98,4.57,1.45,20.68965517,10.34482759
264,Jose Urquidy,,3,4,16.2,71,1,1,1,0,0,0,17,10,9,3,0,1,13,5,6.88,2.7,4.71,1.29,18.30985915,7.042253521
265,Brad Keller,CHC,2,4,15.2,70,1,1,0,0,0,0,17,10,9,2,0,1,11,7,6.23,3.97,5.09,1.52,15.71428571,10
266,Emiliano Teodo,TEX,1,1,6.1,27,0,0,0,0,0,0,6,4,3,1,0,0,6,3,8.38,4.64,4.71,1.42,22.22222222,11.11111111
267,Mason Barnett,ATH,1,2,7,30,0,1,0,0,0,0,7,4,3,1,0,0,6,3,8.01,3.63,4.49,1.36,20,10
268,J.P. France,HOU,3,18,32,139,2,2,1,0,1,0,32,18,16,5,0,1,27,12,7.68,3.48,4.53,1.38,19.42446043,8.633093525
269,Josiah Gray,WSN,2,5,10.2,47,0,1,0,0,0,0,10,6,6,2,0,0,10,5,8.19,3.76,4.73,1.37,21.27659574,10.63829787
270,Emmet Sheehan,LAD,2,3,10.2,43,1,0,1,0,0,0,8,6,5,2,0,0,11,5,9.69,4.11,4.7,1.21,25.58139535,11.62790698
271,Ryan Bergert,SDP,5,6,27.2,122,1,2,1,0,0,0,29,17,16,5,0,1,21,11,6.71,3.5,5.01,1.42,17.21311475,9.016393443
272,Noah Davis,BOS,1,2,7,33,0,0,0,0,0,0,9,5,5,1,0,0,5,3,6.95,3.72,6.35,1.76,15.15151515,9.090909091
273,Bradley Blalock,COL,3,15,29,128,1,2,0,0,1,0,32,19,17,5,0,1,21,11,6.5,3.41,5.38,1.47,16.40625,8.59375
274,Kyle Muller,,4,11,38.1,171,1,1,0,0,0,0,45,26,24,6,1,1,30,14,6.95,3.24,5.68,1.52,17.54385965,8.187134503
275,Joey Estes,ATH,23,24,124.2,534,7,9,7,0,0,0,130,79,72,25,2,8,95,33,6.88,2.36,5.22,1.3,17.79026217,6.179775281
276,Jesse Scholtens,CHW,1,3,5.1,25,0,1,0,0,0,0,6,4,3,1,0,0,4,2,6.49,3.38,5.34,1.52,16,8
277,Triston McKenzie,CLE,16,26,93.1,407,4,6,5,0,1,0,87,54,50,16,1,3,87,46,8.41,4.44,4.81,1.42,21.37592138,11.3022113
278,Ky Bush,CHW,5,15,36,159,2,3,2,0,1,0,36,21,19,5,1,1,27,17,6.88,4.14,4.88,1.48,16.98113208,10.6918239
279,Gunnar Hoglund,ATH,6,26,55.1,233,3,4,2,0,1,0,54,31,29,9,1,3,43,16,7.01,2.63,4.71,1.26,18.45493562,6.86695279
280,Kolby Allard,CLE,3,6,20,90,1,1,0,0,0,0,25,13,12,4,0,0,16,7,7.4,3.23,5.57,1.59,17.77777778,7.777777778
281,Paolo Espino,,1,2,5.2,26,0,0,0,0,0,0,8,5,4,1,0,0,3,2,5.46,2.76,6.61,1.66,11.53846154,7.692307692
282,Jose Urena,,3,13,36.2,159,1,3,0,0,0,0,37,21,19,5,0,2,24,14,6.01,3.43,4.68,1.39,15.09433962,8.805031447
283,Kenny Rosenberg,,1,5,20,87,1,1,0,0,0,0,21,12,11,4,0,1,16,8,7.37,3.44,5.05,1.45,18.3908046,9.195402299
284,Darren McCaughan,MIN,3,4,16.1,74,0,0,0,0,0,0,19,12,11,3,0,1,12,6,6.76,3.22,5.92,1.55,16.21621622,8.108108108
285,Xzavion Curry,MIA,5,29,58.2,252,3,3,0,0,3,0,62,35,32,10,1,2,42,18,6.47,2.81,4.89,1.37,16.66666667,7.142857143
286,Tanner Gordon,COL,3,18,29.2,131,1,3,1,0,1,0,36,21,19,6,0,1,22,8,6.64,2.35,5.8,1.48,16.79389313,6.106870229
287,James Kaprielian,,2,3,12.1,56,1,1,0,0,0,0,13,8,8,2,0,1,9,7,6.77,4.97,5.51,1.6,16.07142857,12.5
288,Adam Oller,MIA,5,12,38,172,2,3,1,0,0,0,41,27,25,7,1,2,30,19,7.02,4.49,5.97,1.58,17.44186047,11.04651163
289,Roddery Munoz,STL,3,20,34.1,153,1,2,1,0,1,0,35,22,20,7,0,2,29,16,7.63,4.25,5.33,1.49,18.95424837,10.45751634
290,Nick Nastrini,CHW,13,23,79,357,3,9,4,0,0,0,77,53,49,15,1,4,67,45,7.66,5.16,5.57,1.55,18.767507,12.60504202
