#,Name,Team,GS,G,IP,TBF,W,L,QS,SV,HLD,BS,H,R,ER,HR,IBB,HBP,SO,BB,K/9,BB/9,ERA,WHIP
19,Framber Valdez,HOU,29,29,186,774,13,9,15,0,0,,166,79,73,17,0,9,176,59,8.49,2.87,3.53,1.21
20,Max Fried,NYY,28,28,167.1,690,12,8,13,0,0,,144,66,62,16,0,6,159,53,8.56,2.82,3.33,1.17
21,Blake Snell,LAD,28,28,158,663,12,8,11,0,0,,123,71,66,18,0,4,208,72,11.85,4.08,3.76,1.23
22,Corbin Burnes,ARI,30,30,185.2,777,12,10,15,0,0,,168,87,82,21,0,7,175,58,8.46,2.79,3.95,1.22
23,Tyler Glasnow,LAD,22,22,134.1,544,10,6,10,0,0,,106,55,52,16,0,3,167,40,11.2,2.66,3.47,1.09
24,Luis Castillo,SEA,30,30,182.1,755,12,10,14,0,0,,161,84,78,23,1,7,177,54,8.73,2.67,3.86,1.18
25,Zac Gallen,ARI,29,29,171.2,719,11,9,13,0,0,,160,81,76,20,0,7,170,50,8.94,2.62,4,1.22
26,Jacob deGrom,TEX,20,20,113.2,450,8,6,8,0,0,,83,43,41,14,0,4,146,29,11.57,2.28,3.22,0.98
27,Spencer Strider,ATL,20,20,114.1,468,10,6,8,0,0,,92,45,42,13,0,4,151,35,11.94,2.75,3.32,1.11
28,Freddy Peralta,MIL,29,29,168.1,692,11,9,12,0,0,,133,74,69,23,0,8,190,58,10.17,3.11,3.71,1.14
29,Cristopher Sánchez,PHI,29,29,168,703,12,10,13,0,0,,165,77,71,16,0,6,140,44,7.52,2.38,3.83,1.25
30,Aaron Nola,PHI,30,30,185.2,773,12,10,15,0,0,,174,92,85,27,0,6,180,48,8.74,2.35,4.13,1.2
31,Bailey Ober,MIN,29,29,171.2,705,11,10,13,0,0,,149,80,75,27,0,6,178,43,9.34,2.27,3.93,1.12
32,Gerrit Cole,NYY,29,29,174,721,11,9,14,0,0,,154,82,77,26,0,6,178,49,9.23,2.53,3.97,1.17
33,Hunter Brown,HOU,29,29,167.1,699,11,9,13,0,0,,147,76,71,19,0,7,168,57,9.02,3.08,3.84,1.22
34,Zach Eflin,BAL,29,29,171.1,705,11,9,13,0,0,,167,81,76,24,0,5,136,30,7.17,1.58,3.97,1.15
35,Grayson Rodriguez,BAL,27,27,158,661,11,9,12,0,0,,143,74,70,21,0,6,163,48,9.3,2.75,3.96,1.21
36,Jared Jones,PIT,28,32,162,687,10,11,10,0,1,,150,80,75,21,1,8,168,52,9.34,2.91,4.15,1.25
37,Sandy Alcantara,MIA,24,24,153,635,9,9,13,0,0,,144,68,63,16,0,6,125,39,7.34,2.32,3.7,1.2
38,Bryce Miller,SEA,30,30,171,701,11,10,13,0,0,,150,78,73,24,0,6,159,42,8.34,2.22,3.83,1.12
39,Reynaldo López,ATL,27,30,155.1,661,11,9,10,0,0,,144,77,72,18,1,5,164,57,9.49,3.27,4.17,1.29
40,Mitch Keller,PIT,30,30,179.2,778,9,12,15,0,0,,189,101,95,22,0,10,162,54,8.12,2.72,4.74,1.35
41,Jack Flaherty,DET,26,27,144.2,607,10,10,10,0,0,,126,67,63,19,1,7,170,48,10.59,3.01,3.89,1.21
42,MacKenzie Gore,WSN,30,30,166.1,712,9,11,12,0,0,,155,85,79,20,0,6,175,63,9.49,3.43,4.27,1.31
43,Tanner Houck,BOS,28,33,171.2,729,11,10,11,0,1,,164,82,77,17,1,11,148,54,7.75,2.86,4.02,1.28
44,Shota Imanaga,CHC,28,28,172.1,708,11,9,14,0,0,,155,82,76,29,0,5,172,39,8.99,2.06,3.98,1.13
45,Brandon Woodruff,MIL,21,21,124.2,508,8,7,9,0,0,,101,53,50,17,0,5,140,35,10.08,2.55,3.59,1.09
46,Kevin Gausman,TOR,30,30,183,776,11,11,15,0,0,,175,98,91,26,0,5,177,59,8.69,2.9,4.49,1.28
47,Erick Fedde,STL,30,30,172.2,727,10,11,13,0,0,,164,88,82,23,0,6,149,50,7.79,2.63,4.28,1.24
48,Seth Lugo,KCR,30,30,183.1,778,12,11,15,0,0,,182,94,88,24,0,8,156,51,7.68,2.51,4.32,1.27
49,Bryan Woo,SEA,25,25,138,562,9,8,9,0,0,,119,59,56,18,0,6,125,31,8.17,2.03,3.62,1.09
50,Shane McClanahan,TBR,24,27,140,580,10,9,9,0,1,,125,64,60,19,1,3,148,40,9.49,2.55,3.82,1.18
51,Shohei Ohtani,LAD,19,19,111.1,457,9,5,8,0,0,,88,45,42,13,0,5,132,38,10.71,3.07,3.41,1.13
52,Kodai Senga,NYM,26,30,149.2,635,10,9,9,0,1,,125,71,66,18,1,6,162,64,9.75,3.87,3.96,1.27
53,Michael Wacha,KCR,28,28,162.2,690,10,10,13,0,0,,154,83,77,21,0,6,144,52,7.94,2.88,4.28,1.27
54,Ranger Suárez,PHI,27,32,157.1,666,10,10,9,0,1,,152,75,69,16,1,6,135,51,7.71,2.92,3.97,1.29
55,Reese Olson,DET,27,27,145.2,612,9,9,10,0,0,,135,69,65,16,0,6,130,46,8.02,2.85,3.99,1.24
56,Sean Manaea,NYM,29,30,169.1,717,12,11,13,0,0,,151,85,79,24,0,7,174,62,9.25,3.28,4.22,1.25
57,Brayan Bello,BOS,29,29,165,706,10,10,13,0,0,,164,84,78,19,0,7,148,54,8.06,2.95,4.25,1.32
58,Nestor Cortes,MIL,24,32,142.2,589,9,9,7,0,1,,122,66,62,21,1,4,139,40,8.78,2.54,3.9,1.14
59,Robbie Ray,SFG,26,26,144,609,9,9,11,0,0,,124,74,69,21,0,5,169,56,10.58,3.47,4.31,1.25
60,Nick Pivetta,,24,25,136.1,567,10,10,9,0,0,,118,66,62,21,0,5,156,42,10.28,2.76,4.06,1.17
61,Yusei Kikuchi,LAA,30,30,170.2,720,10,10,13,0,0,,161,88,82,29,0,6,188,51,9.9,2.69,4.31,1.24
62,Brandon Pfaadt,ARI,27,33,157.1,659,10,10,9,0,1,,152,81,76,25,1,6,152,38,8.7,2.16,4.33,1.21
63,Gavin Williams,CLE,26,26,138.1,585,8,9,9,0,0,,123,67,63,16,0,6,137,51,8.9,3.34,4.07,1.26
64,Hunter Greene,CIN,25,25,151.2,641,9,9,12,0,0,,130,77,72,23,0,9,174,56,10.33,3.34,4.3,1.23
65,Clay Holmes,NYM,18,45,129.2,544,7,6,3,3,1,,116,54,50,10,1,8,120,45,8.31,3.14,3.48,1.24
66,Nathan Eovaldi,TEX,26,26,158,664,10,9,13,0,0,,144,78,73,23,0,7,155,50,8.82,2.85,4.16,1.23
67,Carlos Rodón,NYY,29,29,163.2,693,10,10,12,0,0,,142,86,80,27,0,7,182,62,9.99,3.39,4.42,1.25
68,Ryan Pepiot,TBR,28,28,152,633,9,10,11,0,0,,131,74,70,24,0,7,154,47,9.13,2.79,4.13,1.17
69,Taj Bradley,TBR,29,29,162.1,682,10,10,12,0,0,,146,82,77,26,0,6,169,52,9.39,2.91,4.25,1.23
70,Roki Sasaki,LAD,22,23,131.1,554,10,7,10,0,0,,121,66,61,18,0,6,134,42,9.19,2.91,4.18,1.25
71,Kumar Rocker,TEX,21,27,114.1,472,8,7,5,0,1,,97,50,47,14,1,5,121,35,9.54,2.78,3.71,1.16
72,Chris Bassitt,TOR,30,30,176.2,756,10,11,14,0,0,,167,93,87,25,1,10,158,63,8.04,3.21,4.44,1.3
73,Drew Rasmussen,TBR,17,33,109.2,451,5,7,1,0,1,,97,47,44,12,1,4,103,28,8.48,2.32,3.63,1.14
74,Jesús Luzardo,PHI,24,31,143.1,609,9,9,8,0,1,,135,73,68,20,1,5,143,47,8.94,2.96,4.26,1.27
75,Clarke Schmidt,NYY,21,33,126.2,534,7,8,4,0,1,,116,61,57,16,1,7,125,40,8.91,2.85,4.01,1.23
76,Kutter Crawford,BOS,23,39,150.1,632,8,9,5,0,1,,137,77,72,24,1,6,144,44,8.62,2.64,4.31,1.21
77,Frankie Montas,NYM,26,26,142.2,608,9,9,10,0,0,,133,74,69,19,1,6,133,52,8.36,3.26,4.34,1.3
78,Mitchell Parker,WSN,26,32,146.1,630,8,11,8,0,1,,146,78,72,19,1,4,128,50,7.86,3.05,4.45,1.34
79,Eduardo Rodriguez,ARI,23,28,133,569,9,9,8,0,1,,130,69,64,17,1,4,122,45,8.27,3.05,4.34,1.31
80,Luis Gil,NYY,27,31,146.2,631,10,10,8,0,1,,123,74,70,20,1,7,159,70,9.74,4.29,4.27,1.32
81,Yu Darvish,SDP,24,24,141,595,8,9,11,0,0,,127,73,69,22,0,7,139,47,8.85,2.98,4.4,1.23
82,David Festa,MIN,17,30,102.2,435,5,7,2,0,1,,92,50,46,12,1,4,113,38,9.89,3.31,4.04,1.26
83,Jameson Taillon,CHC,28,28,166.2,702,10,10,13,0,0,,165,89,83,25,0,6,123,42,6.63,2.29,4.49,1.24
84,David Peterson,NYM,24,28,138.2,598,9,9,9,0,1,,134,71,66,16,1,7,127,55,8.21,3.54,4.29,1.36
85,DJ Herz,WSN,24,38,134,574,7,10,3,0,1,,112,65,60,16,1,6,146,63,9.81,4.21,4.05,1.3
86,Spencer Arrighetti,HOU,26,26,140.2,605,8,9,10,0,0,,128,76,71,20,0,7,149,56,9.51,3.59,4.53,1.31
87,Miles Mikolas,STL,29,29,167.2,715,9,11,13,0,0,,181,95,89,25,0,7,111,36,5.95,1.91,4.78,1.29
88,Brady Singer,CIN,29,29,171,736,10,11,14,0,0,,176,95,89,26,0,9,155,53,8.16,2.81,4.66,1.34
89,Nick Lodolo,CIN,23,23,129.2,556,8,8,10,0,0,,125,68,64,18,0,10,135,42,9.41,2.94,4.43,1.29
90,Matthew Boyd,CHC,19,23,103.1,432,7,7,5,0,1,,90,48,45,14,1,5,109,34,9.45,2.96,3.88,1.2
91,Andre Pallante,STL,22,34,138,592,7,9,5,0,1,,136,68,63,11,1,6,97,53,6.32,3.44,4.13,1.37
92,José Berríos,TOR,30,30,185.1,794,10,11,15,0,0,,188,103,96,29,1,10,154,55,7.46,2.66,4.68,1.31
93,Ryan Weathers,MIA,25,29,140,606,7,11,8,0,1,,140,75,70,19,1,6,129,51,8.26,3.26,4.49,1.36
94,Shane Bieber,CLE,14,19,85.1,353,5,5,4,0,1,,79,39,36,10,0,3,83,21,8.73,2.17,3.77,1.16
95,Kyle Harrison,SFG,26,26,140.1,603,8,9,10,0,0,,134,76,70,20,0,7,132,51,8.48,3.29,4.52,1.32
96,Justin Verlander,SFG,22,22,125.1,530,7,8,10,0,0,,116,65,61,18,0,5,105,40,7.52,2.88,4.37,1.25
97,José Soriano,LAA,25,27,139.2,599,10,9,9,0,0,,128,67,63,15,1,8,125,58,8.02,3.75,4.05,1.34
98,Merrill Kelly,ARI,26,26,153.2,658,9,9,12,0,0,,149,84,79,23,0,5,136,54,7.99,3.17,4.63,1.32
99,Casey Mize,DET,25,25,136.2,580,8,9,10,0,0,,136,72,67,18,0,7,101,37,6.65,2.42,4.38,1.26
100,Max Scherzer,TOR,19,21,109,454,7,7,7,0,1,,94,55,51,19,0,5,116,33,9.59,2.75,4.22,1.17
101,Jeffrey Springs,ATH,25,29,137,580,8,10,8,0,1,,134,74,69,23,1,4,129,40,8.45,2.6,4.54,1.27
102,Alex Cobb,DET,21,21,115,489,7,8,8,0,0,,118,59,54,13,0,5,87,32,6.78,2.49,4.26,1.31
103,Jordan Hicks,SFG,21,36,121.2,524,6,8,2,1,1,,115,60,56,11,1,7,103,49,7.64,3.62,4.15,1.35
104,Shane Baz,TBR,24,31,140.2,596,8,10,7,0,1,,128,73,68,21,1,7,129,48,8.26,3.11,4.37,1.26
105,Tobias Myers,MIL,25,25,136.1,577,8,9,10,0,0,,133,74,69,22,0,5,120,38,7.94,2.52,4.54,1.26
106,Aaron Civale,MIL,26,26,145.1,616,8,10,10,0,0,,138,78,73,23,0,6,127,44,7.88,2.74,4.5,1.26
107,Zack Littell,TBR,23,32,135,567,8,9,6,0,1,,135,72,67,22,1,5,111,29,7.38,1.93,4.48,1.22
