#,Name,Team,GS,G,IP,TBF,W,L,QS,SV,HLD,BS,H,R,ER,HR,IBB,HBP,SO,BB,K/9,BB/9,ERA,WHIP
77,Slade Cecconi,CLE,3,49,63.2,266,3,3,1,0,1,,62,30,28,9,1,3,60,14,8.45,1.93,3.99,1.19
78,Jonathan Loáisiga,NYY,0,48,48,203,3,2,0,0,1,,46,21,19,5,1,2,42,15,7.95,2.74,3.65,1.27
79,Joe Boyle,TBR,3,39,53.2,232,3,3,1,0,1,,42,24,22,5,1,3,66,32,11.03,5.38,3.77,1.38
80,Albert Suárez,BAL,5,59,80.2,340,4,4,2,0,5,,78,39,37,12,2,3,76,22,8.46,2.49,4.1,1.25
81,Abner Uribe,MIL,0,50,50,214,3,2,0,0,4,,41,21,19,4,1,2,60,27,10.75,4.81,3.47,1.34
82,Adrian Morejon,SDP,0,61,61,253,3,3,0,1,12,,52,26,24,7,1,2,65,23,9.58,3.33,3.5,1.23
83,Forrest Whitley,HOU,0,59,59,251,3,3,0,0,10,,52,27,25,6,1,3,62,25,9.49,3.79,3.78,1.31
84,Garrett Cleavinger,TBR,0,63,63,267,3,3,0,3,15,,51,27,25,7,1,3,76,28,10.9,4.07,3.57,1.26
85,Alex Vesia,LAD,0,55,55,232,3,2,0,0,11,,44,24,23,8,2,2,68,24,11.15,3.91,3.74,1.23
86,Anthony Bender,MIA,0,60,60,254,3,3,0,5,12,,55,27,24,6,2,3,62,22,9.23,3.23,3.66,1.28
87,Tyler Holton,DET,0,72,72,301,4,3,0,6,13,,68,31,29,8,2,3,65,20,8.11,2.46,3.56,1.21
88,Kirby Yates,LAD,0,60,60,254,3,3,0,9,11,,49,27,25,7,2,3,74,28,11.05,4.16,3.69,1.27
89,Nick Mears,MIL,0,59,59,249,3,3,0,0,11,,48,25,24,7,1,2,72,26,11.02,4,3.6,1.26
90,Dylan Lee,ATL,0,62,62,258,3,3,0,0,13,,54,26,24,8,2,2,69,20,10.03,2.85,3.53,1.19
91,Yuki Matsui,SDP,0,54,54,227,3,2,0,0,6,,45,23,21,7,1,2,63,23,10.43,3.79,3.52,1.25
92,Clayton Beeter,NYY,0,50,50,212,3,2,0,0,4,,42,22,21,6,1,2,57,20,10.34,3.64,3.74,1.25
93,Jared Koenig,MIL,0,62,62,260,3,3,0,2,12,,56,27,25,7,2,3,62,21,9.06,3.02,3.58,1.25
94,Caleb Ferguson,PIT,0,57,57,243,3,3,0,1,9,,51,25,23,5,1,3,60,24,9.43,3.76,3.59,1.31
95,Dedniel Núñez,NYM,0,51,51,213,3,2,0,0,7,,43,21,20,6,1,2,57,19,10,3.28,3.46,1.21
96,Luke Weaver,NYY,0,68,68,285,4,3,0,6,13,,62,30,28,10,3,3,73,19,9.68,2.46,3.73,1.18
97,Sawyer Gipson-Long,DET,2,41,48.1,201,3,2,1,0,1,,45,21,20,6,1,2,46,12,8.52,2.31,3.65,1.19
98,Daysbel Hernández,ATL,0,58,58,248,3,3,0,0,11,,49,26,24,6,1,3,68,27,10.53,4.18,3.74,1.31
99,Brant Hurter,DET,0,50,50,209,3,2,0,0,4,,49,21,19,5,1,3,42,11,7.6,2.05,3.46,1.2
100,Caleb Thielbar,CHC,0,56,56,235,3,3,0,0,10,,48,25,23,7,1,2,61,21,9.85,3.3,3.68,1.23
101,Jesus Tinoco,MIA,0,64,64,272,3,3,0,6,10,,59,29,27,7,2,3,65,24,9.18,3.36,3.79,1.29
102,Taylor Rogers,CIN,0,62,62,266,3,3,0,3,13,,56,30,27,8,2,3,69,24,9.97,3.55,3.99,1.3
103,Craig Kimbrel,,0,56,56,237,3,3,0,0,0,,46,25,24,7,1,3,67,25,10.74,3.98,3.8,1.26
104,Angel Zerpa,KCR,0,59,59,249,3,3,0,0,12,,57,26,24,6,1,3,53,20,8.11,3.02,3.65,1.3
105,Joe Ross,PHI,2,56,63,267,3,3,1,0,6,,60,30,28,8,4,3,58,21,8.24,3.03,4.01,1.29
106,Michael Grove,LAD,0,44,44,182,2,2,0,0,4,,39,19,18,6,1,2,47,13,9.65,2.62,3.66,1.19
107,Tim Herrin,CLE,0,62,62,262,3,3,0,0,14,,54,26,24,6,1,3,67,25,9.7,3.66,3.49,1.29
108,Shawn Armstrong,TEX,0,61,61,257,3,3,0,1,12,,57,29,27,8,1,3,60,19,8.78,2.84,3.99,1.25
109,Zack Thompson,STL,0,53,53,225,3,2,0,0,7,,47,23,21,6,1,2,54,22,9.2,3.67,3.62,1.29
110,Jorge Alcala,MIN,0,60,60,255,3,3,0,1,12,,53,28,26,8,1,3,65,23,9.72,3.52,3.97,1.28
111,José Suarez,LAA,2,64,70.2,299,4,4,1,0,12,,66,33,31,10,3,3,69,24,8.83,3.07,3.95,1.27
112,Brennan Bernardino,BOS,0,58,58,248,3,3,0,0,10,,54,27,24,6,2,4,58,22,9.02,3.49,3.8,1.33
113,Brock Burke,LAA,0,66,66,280,3,3,0,3,13,,61,31,29,9,2,3,66,24,9.02,3.28,3.98,1.29
114,Luis García,,0,58,58,245,3,3,0,0,0,,56,27,24,6,1,3,53,18,8.16,2.8,3.79,1.28
115,Josh Winckowski,BOS,0,50,50,212,3,2,0,0,1,,51,24,22,5,2,2,43,15,7.82,2.75,3.95,1.32
116,Gabe Speier,SEA,0,58,58,242,3,3,0,0,10,,51,24,22,6,2,3,60,20,9.36,3.13,3.46,1.22
117,Carlos Estévez,KCR,0,64,64,273,3,3,0,21,6,,60,31,29,8,2,3,63,23,8.84,3.18,4.1,1.29
118,Jose A. Ferrer,WSN,0,62,62,263,3,3,0,10,11,,59,28,26,6,2,3,53,23,7.69,3.31,3.71,1.32
119,JoJo Romero,STL,0,61,61,257,3,3,0,1,12,,56,26,23,6,1,3,60,21,8.78,3.12,3.45,1.26
120,Angel Perdomo,ATL,0,55,55,234,3,2,0,0,9,,45,23,22,6,2,3,68,25,11.08,4.09,3.56,1.27
121,Jalen Beeks,,0,52,52,222,3,2,0,0,0,,49,24,22,6,1,2,50,19,8.59,3.34,3.78,1.31
122,Drey Jameson,ARI,0,50,50,210,3,2,0,0,4,,48,23,21,5,1,2,48,16,8.62,2.83,3.72,1.27
123,John Schreiber,KCR,0,61,61,263,3,3,0,1,12,,59,29,27,6,2,3,56,24,8.32,3.57,4.01,1.36
124,Jacob Waguespack,TBR,2,48,55.1,234,3,3,1,0,1,,50,25,23,6,1,2,57,21,9.31,3.46,3.82,1.29
125,Michael McGreevy,STL,2,34,41.1,172,2,2,1,0,1,,42,18,17,4,1,1,32,9,6.91,1.87,3.62,1.22
126,Chase Silseth,LAA,2,59,66,280,3,3,1,0,10,,62,32,29,9,1,3,66,24,8.97,3.31,4,1.31
127,Joel Payamps,MIL,0,61,61,257,3,3,0,2,13,,56,28,26,8,2,3,60,20,8.86,2.91,3.83,1.25
128,Jordan Romano,PHI,0,59,59,249,3,3,0,23,4,,52,27,25,8,2,3,63,23,9.62,3.46,3.89,1.26
129,Noah Cameron,KCR,2,28,35.1,148,2,2,1,0,1,,34,16,15,4,1,1,32,10,8.15,2.55,3.8,1.25
130,Kody Funderburk,MIN,0,48,48,204,2,2,0,0,1,,44,21,19,5,1,3,48,19,8.95,3.49,3.55,1.3
131,Will Warren,NYY,2,28,35,147,2,2,1,0,1,,33,16,14,4,1,2,34,10,8.83,2.68,3.72,1.24
132,JT Brubaker,NYY,3,47,62.1,265,3,3,1,0,1,,60,31,28,9,1,3,60,19,8.75,2.69,4.12,1.27
133,Ryan Burr,TOR,0,50,50,211,3,2,0,0,4,,44,22,20,6,1,2,54,18,9.76,3.16,3.67,1.24
134,Nate Pearson,CHC,0,54,54,228,3,3,0,0,7,,47,25,23,7,1,2,59,21,9.88,3.47,3.85,1.25
135,Kyle Finnegan,,0,65,65,275,3,3,0,0,0,,60,30,28,7,2,2,65,24,9.02,3.29,3.83,1.29
136,Michel Otañez,ATH,0,61,61,262,3,3,0,0,13,,49,27,24,6,1,4,73,32,10.7,4.74,3.61,1.33
137,Riley O'Brien,STL,0,51,51,219,3,2,0,0,4,,46,23,21,5,1,3,51,24,8.96,4.16,3.74,1.36
138,Edwin Uceta,TBR,0,65,65,276,3,3,0,9,11,,56,30,28,8,2,3,69,26,9.6,3.59,3.88,1.26
139,Luke Little,CHC,0,40,40,170,2,2,0,0,1,,31,16,14,3,1,3,50,21,11.22,4.81,3.17,1.3
140,Sean Hjelle,SFG,0,66,66,281,3,3,0,0,13,,66,29,26,6,2,4,56,17,7.65,2.3,3.58,1.26
141,Joey Wentz,PIT,0,66,66,283,3,3,0,0,8,,62,32,30,8,1,2,65,26,8.84,3.49,4.03,1.32
142,Danny Coulombe,MIN,0,51,51,215,3,2,0,0,4,,47,23,21,6,1,2,53,17,9.27,2.94,3.7,1.25
143,Drew Smyly,,0,55,55,232,3,3,0,0,0,,51,26,24,8,2,2,54,17,8.87,2.8,3.95,1.24
144,Tristan Beck,SFG,2,55,62,262,3,3,1,0,7,,60,29,27,8,1,3,55,17,7.96,2.44,3.93,1.24
145,Landon Knack,LAD,2,38,45,189,2,2,1,0,1,,42,22,21,7,1,2,46,13,9.15,2.7,4.19,1.23
146,Jason Foley,DET,0,63,63,266,3,3,0,12,8,,62,28,26,6,1,3,54,19,7.65,2.74,3.71,1.28
147,Quinn Priester,BOS,0,36,36,152,2,2,0,0,1,,36,17,15,4,1,2,32,10,8.1,2.62,3.78,1.28
148,Graham Ashcraft,CIN,0,50,50,212,2,2,0,0,4,,52,25,23,7,1,3,43,13,7.79,2.3,4.1,1.29
149,Mike Burrows,PIT,3,36,51.1,222,3,3,1,0,1,,51,27,25,7,1,2,46,19,7.98,3.25,4.35,1.34
150,James McArthur,KCR,0,48,48,205,2,2,0,0,1,,48,23,21,5,1,2,43,15,8.11,2.84,3.9,1.31
151,Robert Stephenson,LAA,0,44,44,185,2,2,0,4,1,,38,20,19,6,1,2,50,15,10.3,3.12,3.92,1.22
152,Bryan King,HOU,0,60,60,256,3,3,0,0,12,,55,27,25,7,1,3,60,24,8.98,3.62,3.77,1.32
153,Ryan Brasier,CHC,0,58,58,242,3,3,0,2,13,,54,26,24,7,1,2,57,17,8.9,2.63,3.76,1.22
154,Jake Cousins,NYY,0,55,55,238,3,3,0,0,7,,47,25,23,6,1,4,63,27,10.29,4.35,3.84,1.33
155,Hoby Milner,TEX,0,58,58,246,3,3,0,0,11,,57,26,24,7,1,3,52,16,8.13,2.56,3.76,1.27
156,Anthony Banda,LAD,0,52,52,221,3,2,0,0,7,,48,24,22,6,2,3,52,20,9.02,3.42,3.82,1.29
157,Ryan Thompson,ARI,0,63,63,269,3,3,0,0,13,,64,30,28,6,2,3,51,20,7.32,2.85,3.96,1.34
158,Ty Madden,DET,0,43,43,181,2,2,0,0,1,,39,20,18,5,1,2,41,14,8.59,2.86,3.81,1.23
159,Alex Lange,DET,0,46,46,198,2,2,0,1,1,,39,20,19,4,1,2,51,22,10.01,4.37,3.65,1.34
160,Brenan Hanifee,DET,0,44,44,186,2,2,0,0,1,,44,20,18,4,1,2,35,12,7.21,2.43,3.71,1.27
161,John Brebbia,,0,49,49,207,2,2,0,0,0,,45,23,22,7,2,2,52,16,9.5,2.96,3.96,1.24
162,Calvin Faucher,MIA,0,63,63,271,3,3,0,22,6,,58,30,27,7,2,3,64,26,9.16,3.7,3.91,1.34
163,Paul Sewald,CLE,0,59,59,250,3,3,0,1,12,,53,28,26,9,2,3,65,20,9.89,3.05,4.02,1.23
164,Julian Merryweather,CHC,0,52,52,220,3,2,0,0,4,,45,23,21,6,1,2,57,21,9.92,3.58,3.69,1.27
165,Andrew Kittredge,BAL,0,66,66,278,3,3,0,2,13,,64,31,29,8,2,2,61,19,8.36,2.62,3.9,1.26
166,Craig Yoho,MIL,0,37,37,157,2,2,0,0,1,,32,16,15,4,1,2,41,15,9.93,3.71,3.69,1.28
167,Emilio Pagán,CIN,0,64,64,272,3,3,0,3,12,,60,33,31,11,1,2,67,22,9.4,3.05,4.38,1.27
168,Derek Law,WSN,0,72,72,306,3,4,0,12,12,,70,34,31,8,1,3,63,25,7.82,3.12,3.93,1.31
169,Daniel Lynch IV,KCR,2,52,59,250,3,3,1,0,4,,60,29,27,7,2,2,48,16,7.3,2.45,4.09,1.3
170,Tyler Stuart,WSN,0,43,43,181,2,2,0,0,1,,41,20,18,5,1,2,38,13,7.98,2.67,3.79,1.25
171,Manuel Rodríguez,TBR,0,61,61,260,3,3,0,2,13,,57,28,25,6,2,3,59,23,8.76,3.4,3.73,1.31
172,Kevin Kelly,TBR,0,53,53,224,3,3,0,0,5,,52,24,22,5,1,4,47,15,7.96,2.49,3.73,1.25
173,Jhony Brito,SDP,3,39,53.2,230,3,3,1,0,1,,54,27,25,7,1,2,42,18,7.07,2.96,4.23,1.34
174,Adam Ottavino,,0,47,47,203,2,2,0,0,0,,44,23,22,5,1,3,47,19,9,3.6,4.17,1.33
175,José Leclerc,ATH,0,64,64,271,3,3,0,3,13,,53,29,27,8,1,3,72,28,10.17,3.94,3.81,1.26
176,Brusdar Graterol,LAD,0,24,24,101,1,1,0,0,1,,23,11,10,2,1,1,22,8,8.09,2.82,3.61,1.28
177,Greg Weissert,BOS,0,60,60,257,3,3,0,0,12,,58,30,28,7,2,3,58,23,8.66,3.41,4.16,1.35
178,Shane Smith,CHW,0,52,52,222,2,3,0,0,6,,49,25,23,7,1,3,50,19,8.57,3.24,4.02,1.31
179,Victor Vodnik,COL,0,66,66,289,3,3,0,3,11,,66,35,32,8,2,3,64,31,8.76,4.16,4.37,1.46
180,Andrew Chafin,,0,54,54,233,3,3,0,0,0,,48,25,23,6,1,2,59,24,9.84,4,3.79,1.33
181,Joe Mantiply,ARI,0,59,59,251,3,3,0,0,11,,59,27,25,6,2,2,50,19,7.68,2.83,3.79,1.32
182,Tyler Phillips,PHI,0,43,43,183,2,2,0,0,1,,44,21,19,5,1,2,33,13,6.9,2.64,4.04,1.32
183,Tyler Kinley,COL,0,64,64,276,3,3,0,18,6,,62,34,32,9,1,3,66,26,9.34,3.68,4.51,1.37
184,Max Lazar,PHI,0,50,50,214,2,2,0,0,4,,50,25,23,7,1,2,41,17,7.35,2.98,4.2,1.33
185,Zach Penrod,BOS,0,30,30,129,1,1,0,0,1,,27,14,13,3,1,1,32,14,9.49,4.08,4.01,1.36
186,Scott Barlow,,0,62,62,267,3,3,0,0,0,,57,29,27,7,2,3,64,26,9.35,3.79,3.93,1.33
187,Carson Whisenhunt,SFG,2,23,30.1,128,2,2,1,0,1,,27,13,12,3,1,1,31,11,9.28,3.27,3.6,1.25
188,Jorge López,WSN,0,60,60,257,3,3,0,14,8,,58,29,27,7,3,4,53,21,7.88,3.22,3.99,1.33
189,Tommy Kahnle,DET,0,58,58,249,3,3,0,2,10,,52,26,24,6,1,3,58,24,9.06,3.79,3.69,1.32
190,Porter Hodge,CHC,0,63,63,270,3,3,0,11,10,,54,29,26,7,1,3,68,29,9.76,4.14,3.76,1.32
191,Cooper Criswell,BOS,2,26,32.2,141,2,2,1,0,1,,35,17,16,4,1,2,26,9,7.07,2.46,4.31,1.34
192,Yilber Diaz,ARI,2,47,54,232,3,3,1,0,1,,50,26,24,6,1,2,56,22,9.35,3.73,4.04,1.33
193,Elvis Peguero,MIL,0,56,56,241,3,3,0,0,9,,53,26,24,6,1,3,53,23,8.54,3.74,3.88,1.36
194,Carson Spiers,CIN,2,44,51,219,2,3,1,0,1,,52,28,26,9,1,3,46,15,8.1,2.72,4.58,1.32
195,John King,STL,0,59,59,252,3,3,0,0,12,,62,27,24,5,1,2,41,18,6.31,2.69,3.72,1.35
196,Michael Kopech,LAD,0,62,62,263,3,3,0,3,13,,52,30,28,8,1,3,73,28,10.65,4.09,4.03,1.29
197,Chayce McDermott,BAL,3,33,48.1,207,3,3,1,0,1,,42,23,21,6,1,2,53,21,9.84,3.97,3.95,1.31
198,Yosver Zulueta,CIN,0,53,53,232,3,3,0,0,6,,51,26,24,6,1,3,52,24,8.84,4.13,4.08,1.42
199,Wandy Peralta,SDP,0,50,50,214,3,2,0,0,4,,47,23,21,5,1,3,45,21,8.14,3.72,3.74,1.35
200,Ryan Fernandez,STL,0,65,65,276,3,3,0,1,16,,59,30,28,7,2,2,64,26,8.83,3.61,3.81,1.31
201,Seth Halvorsen,COL,0,63,63,277,3,3,0,9,8,,65,36,33,8,2,3,57,27,8.16,3.88,4.73,1.46
202,Brendon Little,TOR,0,56,56,241,3,3,0,0,10,,54,25,23,4,1,2,49,24,7.8,3.93,3.62,1.4
203,Huascar Ynoa,MIN,0,24,24,101,1,1,0,0,1,,22,11,10,3,1,1,25,8,9.32,3.01,3.71,1.25
204,José Buttó,NYM,0,63,63,269,3,3,0,1,16,,57,29,27,8,1,3,63,23,9.04,3.26,3.89,1.27
205,Eiberson Castellano,MIN,0,42,42,179,2,2,0,0,1,,39,20,18,5,1,3,41,15,8.74,3.12,3.92,1.29
206,José Quijada,LAA,0,61,61,264,3,3,0,1,12,,52,29,27,8,2,3,71,31,10.51,4.57,4,1.35
207,Brandon Young,BAL,2,30,37.1,157,2,2,1,0,1,,36,18,17,5,1,1,35,11,8.53,2.6,4,1.24
208,Sean Guenther,DET,0,60,60,254,3,3,0,0,10,,59,27,24,6,1,3,48,18,7.22,2.66,3.66,1.29
209,Scott Alexander,,0,44,44,188,2,2,0,0,0,,44,20,18,4,2,2,36,15,7.28,3.04,3.75,1.35
210,Danny Young,NYM,0,56,56,242,3,2,0,0,10,,50,25,22,5,1,4,58,24,9.37,3.93,3.59,1.32
211,Colin Selby,BAL,0,51,51,218,3,2,0,0,1,,46,23,21,5,1,2,54,23,9.45,3.98,3.71,1.34
212,Justin Anderson,CHW,0,63,63,272,3,3,0,10,10,,58,31,29,8,2,3,63,28,9.06,3.99,4.13,1.36
213,Troy Taylor,SEA,0,54,54,231,3,3,0,0,4,,49,25,23,6,1,3,53,22,8.89,3.61,3.82,1.31
214,Joe Rock,TBR,2,24,31.1,132,2,2,1,0,1,,31,15,13,4,1,1,26,9,7.62,2.54,3.85,1.26
215,Ryne Stanek,NYM,0,58,58,246,3,3,0,0,12,,48,26,24,7,2,2,66,24,10.26,3.8,3.78,1.26
216,Connor Thomas,MIL,0,54,54,229,3,3,0,0,6,,56,25,23,6,1,2,39,14,6.57,2.34,3.85,1.3
217,Sean Reid-Foley,NYM,0,49,49,212,3,2,0,0,4,,42,22,21,5,1,2,54,24,9.88,4.37,3.78,1.35
218,Sam Moll,CIN,0,59,59,255,3,3,0,0,11,,55,29,27,8,2,3,60,25,9.13,3.74,4.06,1.35
219,Josh Sborz,TEX,0,33,33,140,2,2,0,2,1,,29,15,14,4,1,1,36,13,9.78,3.54,3.83,1.28
220,Michael Fulmer,BOS,0,52,52,223,3,3,0,0,4,,49,26,24,7,2,2,51,20,8.8,3.52,4.2,1.34
221,Bryan Hoeing,SDP,2,68,74.2,319,4,4,1,0,12,,76,37,34,9,2,3,61,23,7.34,2.82,4.09,1.33
222,Declan Cronin,MIA,0,67,67,289,3,3,0,1,13,,67,33,30,6,2,4,57,26,7.63,3.44,4,1.38
223,Luke Jackson,,0,40,40,172,2,2,0,0,0,,36,19,17,4,1,2,41,17,9.28,3.86,3.86,1.34
224,Joe Jiménez,ATL,0,22,22,92,1,1,0,0,1,,19,10,9,3,0,1,25,8,10.38,3.1,3.7,1.21
225,Justin Topa,MIN,0,50,50,215,2,2,0,0,1,,49,24,22,5,1,2,44,17,7.94,3.14,3.92,1.34
226,Walter Pennington,TEX,0,44,44,189,2,2,0,0,1,,42,20,18,4,1,2,40,18,8.28,3.59,3.77,1.35
227,Andrew Walters,CLE,0,54,54,233,3,3,0,0,7,,48,26,25,7,1,2,59,25,9.91,4.09,4.12,1.34
228,Alexis Díaz,CIN,0,65,65,284,3,3,0,28,3,,59,35,32,10,2,4,71,31,9.81,4.3,4.49,1.38
229,Matt Manning,DET,3,35,50,212,3,3,1,0,1,,49,24,22,6,1,2,43,15,7.7,2.68,4.02,1.27
230,Jonathan Bowlan,KCR,0,31,31,132,2,2,0,0,1,,32,16,14,4,1,1,25,9,7.37,2.65,4.17,1.31
231,Shawn Dubin,HOU,0,56,56,240,3,3,0,0,7,,51,27,24,6,1,3,57,24,9.18,3.88,3.93,1.34
232,Trevor Stephan,CLE,0,36,36,152,2,2,0,0,1,,33,17,16,4,1,2,38,13,9.41,3.13,3.92,1.25
233,Bryan Baker,BAL,0,46,46,197,2,2,0,0,1,,42,22,20,6,1,2,48,19,9.38,3.69,4,1.31
234,Zack Kelly,BOS,0,35,35,151,2,2,0,0,1,,32,17,16,4,1,2,36,16,9.36,4.12,4.05,1.38
235,Tayler Saucedo,SEA,0,61,61,260,3,3,0,0,12,,55,27,25,6,2,3,57,25,8.44,3.7,3.62,1.32
236,Taijuan Walker,PHI,3,51,65.2,283,3,4,1,0,1,,68,35,33,10,1,3,51,21,6.94,2.86,4.49,1.35
237,Brandon Eisert,CHW,0,28,28,120,1,1,0,0,1,,27,13,12,4,1,1,26,10,8.28,3.31,3.97,1.33
238,Cam Booser,CHW,0,62,62,266,3,3,0,0,10,,57,30,28,9,2,2,64,25,9.3,3.66,4.05,1.32
239,Dennis Santana,PIT,0,66,66,285,3,3,0,2,12,,63,33,30,7,2,3,62,27,8.48,3.73,4.14,1.37
240,Michael Tonkin,MIN,0,63,63,269,3,3,0,0,12,,59,31,29,8,1,3,62,23,8.88,3.28,4.1,1.3
241,Jacob Lopez,ATH,0,36,36,153,2,2,0,0,1,,32,16,15,4,1,2,36,14,8.88,3.6,3.79,1.29
242,Hans Crouse,LAA,0,56,56,242,3,3,0,0,7,,49,28,26,8,1,2,63,27,10.19,4.36,4.25,1.36
243,Carlos Hernández,KCR,0,44,44,189,2,2,0,0,1,,41,22,20,5,1,2,44,18,9.01,3.69,4.14,1.34
244,Cionel Pérez,BAL,0,56,56,241,3,3,0,0,7,,52,26,23,5,1,3,52,25,8.39,3.99,3.77,1.38
245,Jacob Misiorowski,MIL,3,50,65.1,286,3,4,1,0,1,,57,33,30,8,1,5,70,33,9.65,4.48,4.18,1.38
246,Tony Santillan,CIN,0,60,60,260,3,3,0,1,12,,54,31,29,9,1,3,67,27,10.03,4.05,4.3,1.35
247,Hunter Bigge,TBR,0,55,55,237,3,3,0,0,7,,49,27,25,7,1,2,58,26,9.48,4.25,4.07,1.36
248,Kendall Graveman,,0,55,55,238,3,3,0,0,0,,52,27,25,6,1,3,53,23,8.68,3.82,4.04,1.37
249,Enyel De Los Santos,ATL,0,33,33,141,2,2,0,0,1,,31,16,15,4,1,2,34,12,9.31,3.4,4.05,1.3
250,Jacob Latz,TEX,0,55,55,238,3,3,0,0,9,,49,27,25,7,2,2,57,26,9.4,4.19,4.08,1.36
251,Dauri Moreta,PIT,0,42,42,180,2,2,0,0,1,,38,20,19,5,1,2,44,17,9.41,3.72,4.09,1.32
252,Tyler Ferguson,ATH,0,62,62,266,3,3,0,1,15,,55,29,27,7,2,3,63,28,9.13,4.13,3.88,1.34
253,Phil Maton,,0,65,65,281,3,3,0,0,0,,63,33,31,8,2,5,59,24,8.22,3.37,4.23,1.34
254,Daniel Palencia,CHC,0,30,30,127,2,1,0,0,1,,25,13,12,3,1,1,34,14,10.19,4.11,3.67,1.29
255,Evan Sisk,KCR,0,35,35,152,2,2,0,0,1,,34,17,15,3,1,2,32,16,8.15,4.02,3.96,1.42
256,Austin Krob,SDP,2,17,24.1,104,1,1,1,0,1,,24,12,11,3,0,1,19,9,7.11,3.32,3.97,1.36
257,Davis Daniel,ATL,0,27,27,114,1,1,0,0,1,,27,13,12,4,1,1,24,7,8.12,2.17,4,1.23
258,Ryan Borucki,PIT,0,37,37,158,2,2,0,0,1,,35,17,16,4,1,2,35,14,8.5,3.37,3.89,1.32
259,Franco Aleman,CLE,0,42,42,180,2,2,0,0,1,,39,20,18,5,1,2,42,16,9,3.33,3.92,1.3
260,Héctor Neris,,0,62,62,266,3,3,0,0,0,,56,30,28,8,2,3,65,25,9.42,3.68,4.06,1.31
261,JT Chargois,,0,51,51,220,2,3,0,0,0,,49,25,23,6,1,2,47,20,8.35,3.46,4.14,1.35
262,Chase Lee,DET,0,24,24,102,1,1,0,0,1,,22,11,10,2,1,1,23,8,8.49,3.12,3.67,1.27
263,Beau Brieske,DET,0,66,66,281,3,3,0,10,10,,60,31,29,8,2,2,64,24,8.77,3.28,3.9,1.28
264,Cristian Javier,HOU,0,21,21,88,1,1,0,0,1,,18,10,9,3,0,1,23,7,9.92,3.01,4.01,1.2
265,Austin Adams,BOS,0,28,28,122,1,1,0,0,1,,25,14,13,3,1,3,30,13,9.72,4.21,4.31,1.36
266,José Ruiz,PHI,0,62,62,265,3,3,0,0,10,,58,30,28,8,1,2,60,24,8.72,3.46,4.1,1.32
267,Brad Lord,WSN,2,17,24.1,104,1,1,1,0,1,,24,12,11,3,0,1,19,8,7.23,3.08,4.16,1.33
268,Tyler Rogers,SFG,0,70,70,298,3,3,0,1,14,,74,34,31,8,1,4,50,17,6.43,2.14,4,1.29
269,Caleb Kilian,CHC,2,24,31,134,2,2,1,0,1,,32,16,15,4,1,2,24,10,6.97,3,4.28,1.36
270,Richard Fitts,BOS,3,47,62.1,266,3,3,1,0,1,,66,33,31,9,1,2,49,17,7.06,2.44,4.46,1.32
271,Chad Green,TOR,0,63,63,266,3,3,0,5,12,,59,31,29,9,2,2,62,19,8.79,2.73,4.08,1.24
272,Nic Enright,CLE,0,52,52,220,3,3,0,0,5,,48,25,23,7,1,2,53,17,9.14,2.9,3.97,1.24
273,Carson Seymour,SFG,0,28,28,118,1,1,0,0,1,,27,12,11,3,1,1,24,8,7.77,2.64,3.63,1.27
274,Lucas Gilbreath,COL,0,48,48,213,2,3,0,0,1,,48,26,25,6,1,3,45,23,8.42,4.39,4.61,1.49
275,Kevin Herget,NYM,0,33,33,139,2,2,0,0,1,,32,16,15,5,1,1,29,9,7.8,2.4,4.01,1.24
276,Justin Wrobleski,LAD,0,33,33,140,2,2,0,0,1,,32,16,15,5,1,1,31,11,8.38,3.06,4.07,1.3
277,Josh Simpson,MIA,0,41,41,178,2,2,0,0,1,,37,19,18,4,1,2,42,20,9.22,4.29,3.91,1.38
278,Brooks Raley,,0,29,29,124,1,1,0,0,0,,27,14,13,4,1,2,28,11,8.79,3.46,3.96,1.31
