#,Name,Team,GS,G,IP,TBF,W,L,QS,SV,HLD,BS,H,R,ER,HR,IBB,HBP,SO,BB,K/9,BB/9,ERA,WHIP
1,Tarik Skubal,DET,28,28,170.2,675,13,7,,0,0,,136,56,52,14,0,5,196,34,10.33,1.79,2.74,1
2,Logan Webb,SFG,32,32,195.2,803,13,9,,0,0,,183,76,70,14,1,5,164,42,7.54,1.93,3.22,1.15
3,Zack Wheeler,PHI,28,28,175.2,711,13,7,,0,0,,145,69,64,17,0,7,184,47,9.43,2.41,3.28,1.09
4,Garrett Crochet,BOS,29,29,135,559,12,6,,0,0,,113,48,44,11,2,3,169,43,11.27,2.87,2.93,1.16
5,Corbin Burnes,ARI,30,30,181.2,735,14,7,,0,0,,151,65,60,16,0,7,179,51,8.87,2.53,2.97,1.11
6,Paul Skenes,PIT,30,30,155.1,626,8,6,,0,0,,127,61,56,17,0,4,181,43,10.49,2.49,3.25,1.09
7,Chris Sale,ATL,24,24,138.2,571,11,5,,0,0,,118,50,46,13,0,8,170,36,11.03,2.34,2.98,1.11
8,Aaron Nola,PHI,30,30,183.1,750,11,9,,0,0,,169,84,78,23,0,5,180,40,8.84,1.96,3.83,1.14
9,George Kirby,SEA,30,30,173.1,705,13,9,,0,0,,163,69,64,19,0,6,162,25,8.41,1.3,3.32,1.08
10,Dylan Cease,SDP,32,32,175.2,727,13,9,,0,0,,141,72,67,19,1,5,207,66,10.6,3.38,3.43,1.18
11,Yoshinobu Yamamoto,LAD,24,24,145.2,565,11,6,,0,0,,112,58,54,16,0,3,150,31,9.27,1.91,3.34,0.98
12,Logan Gilbert,SEA,32,32,189,758,12,8,,0,0,,162,75,69,23,1,4,190,43,9.05,2.05,3.29,1.08
13,Max Fried,NYY,27,27,162.2,667,12,8,,0,0,,141,67,62,15,1,5,147,48,8.13,2.66,3.43,1.16
14,Michael King,SDP,29,30,168,704,13,8,,0,0,,143,66,61,17,2,7,185,59,9.91,3.16,3.27,1.2
15,Pablo López,MIN,30,30,174,720,12,9,,0,0,,159,79,73,22,1,8,182,43,9.41,2.22,3.78,1.16
16,Spencer Strider,ATL,22,24,125.2,512,10,6,,0,0,,98,50,46,14,1,6,170,38,12.17,2.72,3.29,1.08
17,Sandy Alcantara,MIA,24,24,157.1,643,9,7,,0,0,,145,66,61,15,1,6,134,36,7.67,2.06,3.49,1.15
18,Cole Ragans,KCR,27,30,156.1,656,10,7,,0,0,,134,66,61,16,1,5,174,58,10.02,3.34,3.51,1.23
19,Blake Snell,LAD,26,26,133,552,9,5,,0,0,,100,54,50,14,0,2,176,60,11.91,4.06,3.38,1.2
20,Hunter Greene,CIN,27,27,154.1,624,8,7,,0,0,,112,67,62,17,0,18,172,53,10.03,3.09,3.62,1.07
21,Framber Valdez,HOU,28,28,171,709,13,8,,0,0,,147,67,62,16,0,9,158,56,8.32,2.95,3.26,1.19
22,Tyler Glasnow,LAD,22,22,123.2,492,9,5,,0,0,,97,51,47,16,0,0,152,35,11.06,2.55,3.42,1.07
23,Sonny Gray,STL,26,26,149.2,611,11,7,,0,0,,129,62,57,17,0,5,156,41,9.38,2.46,3.43,1.14
24,Kevin Gausman,TOR,28,28,162.2,681,12,9,,0,0,,155,71,66,20,0,2,158,45,8.74,2.49,3.65,1.23
25,Justin Steele,CHC,26,27,145.1,600,8,5,,0,0,,131,58,54,14,0,5,136,39,8.42,2.42,3.34,1.17
26,Tanner Houck,BOS,27,29,155.2,656,10,7,,0,1,,144,71,66,14,1,13,141,47,8.15,2.72,3.82,1.23
27,Ranger Suárez,PHI,26,28,145.2,612,10,8,,0,1,,136,64,59,14,1,4,130,45,8.03,2.78,3.64,1.24
28,Luis Castillo,SEA,29,29,168,688,12,9,,0,0,,145,70,65,20,1,6,171,48,9.16,2.57,3.48,1.15
29,Cristopher Sánchez,PHI,27,28,160.1,672,9,8,,0,0,,156,75,69,18,0,5,135,42,7.58,2.36,3.87,1.24
30,Nestor Cortes,MIL,26,28,152.2,620,10,6,,0,1,,134,65,60,20,0,3,152,38,8.96,2.24,3.54,1.13
31,Brandon Pfaadt,ARI,28,28,159.1,663,10,8,,0,1,,150,74,68,20,0,7,159,36,8.98,2.03,3.84,1.17
32,Tanner Bibee,CLE,29,29,160.1,661,10,8,,0,0,,141,67,62,20,0,6,163,45,9.15,2.53,3.48,1.16
33,Shota Imanaga,CHC,27,27,152,624,9,7,,0,0,,138,64,59,20,1,5,153,35,9.06,2.07,3.49,1.14
34,Gerrit Cole,NYY,25,25,143.1,584,9,7,,0,0,,123,63,58,20,0,4,150,39,9.42,2.45,3.64,1.13
35,Spencer Schwellenbach,ATL,27,27,146.2,602,11,7,,0,0,,136,64,59,18,1,7,141,31,8.65,1.9,3.62,1.14
36,Brayan Bello,BOS,28,29,153.2,665,11,11,,0,0,,150,76,70,15,0,6,142,56,8.31,3.28,4.1,1.34
37,Joe Ryan,MIN,24,24,136,550,9,7,,0,0,,117,62,57,18,0,7,145,31,9.6,2.05,3.77,1.09
38,Kyle Bradish,BAL,24,24,129.2,534,8,6,,0,0,,110,52,48,12,0,7,129,41,8.95,2.85,3.33,1.16
39,Zac Gallen,ARI,28,28,161.2,666,12,8,,0,0,,140,67,62,18,0,6,156,51,8.68,2.84,3.45,1.18
40,Reid Detmers,LAA,27,27,151,642,9,11,,0,1,,136,78,72,20,1,8,166,53,9.89,3.16,4.29,1.25
41,Freddy Peralta,MIL,30,30,160.1,663,10,9,,0,0,,127,72,67,21,0,8,180,61,10.11,3.42,3.76,1.17
42,Hunter Brown,HOU,26,29,150,636,11,8,,0,0,,135,67,62,17,0,5,153,54,9.18,3.24,3.72,1.26
43,Carlos Rodón,NYY,28,28,151.1,629,11,10,,0,0,,130,74,68,22,0,7,166,49,9.87,2.91,4.04,1.18
44,Nick Martinez,CIN,13,43,120,498,8,6,,0,1,,116,51,47,11,0,4,103,29,7.73,2.18,3.53,1.21
45,Mitch Keller,PIT,29,29,168,718,10,10,,0,0,,163,81,75,20,0,12,152,49,8.14,2.63,4.02,1.26
46,Reynaldo López,ATL,20,33,121,496,8,4,,0,0,,102,46,43,12,1,2,130,40,9.67,2.98,3.2,1.17
47,Zach Eflin,BAL,25,26,148.2,611,10,8,,0,0,,149,67,62,19,1,4,122,25,7.38,1.51,3.75,1.17
48,MacKenzie Gore,WSN,28,28,144.2,627,9,9,,0,0,,136,69,64,17,0,6,153,55,9.52,3.42,3.98,1.32
49,Bailey Ober,MIN,28,28,156.1,634,9,9,,0,0,,139,74,68,24,0,5,160,37,9.21,2.13,3.92,1.13
50,Seth Lugo,KCR,26,30,160.2,673,10,9,,0,0,,156,74,68,19,1,6,135,44,7.56,2.46,3.81,1.24
51,Shane McClanahan,TBR,19,19,110.2,444,8,5,,0,1,,93,43,40,13,1,1,118,28,9.59,2.28,3.25,1.09
52,Bryce Miller,SEA,29,29,158.2,645,10,8,,0,0,,139,69,64,20,0,6,147,41,8.34,2.33,3.63,1.13
53,Yusei Kikuchi,LAA,27,28,143,613,8,8,,0,0,,139,70,65,22,0,4,161,47,10.13,2.96,4.09,1.3
54,Jack Flaherty,DET,25,25,135.1,569,10,7,,0,0,,119,63,58,19,1,7,152,44,10.11,2.93,3.86,1.2
55,Clay Holmes,NYM,16,23,110.2,485,10,7,,0,1,,114,49,45,8,2,5,96,34,7.8,2.76,3.66,1.34
56,Jared Jones,PIT,25,25,129.2,539,7,8,,0,1,,116,61,56,16,1,6,131,39,9.09,2.71,3.89,1.2
57,Kodai Senga,NYM,24,24,138.1,578,9,7,,0,1,,111,58,54,15,0,4,149,62,9.7,4.03,3.51,1.25
58,Grayson Rodriguez,BAL,22,22,121.2,508,8,7,,0,0,,109,55,51,15,0,5,130,36,9.61,2.66,3.77,1.19
59,Brady Singer,CIN,28,28,156.1,676,8,11,,0,0,,158,91,84,24,0,10,152,48,8.75,2.76,4.84,1.32
60,Nathan Eovaldi,TEX,25,25,143.2,595,8,9,,0,0,,133,72,67,20,0,5,133,38,8.33,2.38,4.2,1.19
61,Bryan Woo,SEA,26,26,124.2,500,7,5,,0,0,,109,53,49,15,0,7,115,25,8.3,1.8,3.54,1.07
62,Shane Bieber,CLE,20,20,119,497,7,5,,0,1,,113,52,48,14,0,3,110,32,8.32,2.42,3.63,1.22
63,Walker Buehler,BOS,24,24,121.2,514,7,5,,0,1,,120,57,53,14,0,4,107,34,7.91,2.51,3.92,1.27
64,Clarke Schmidt,NYY,20,23,106,449,6,6,,0,1,,94,50,46,12,0,7,108,35,9.17,2.97,3.91,1.22
65,Zebby Matthews,MIN,24,25,122.1,519,7,6,,0,1,,124,59,55,18,0,4,115,25,8.46,1.84,4.05,1.22
66,Patrick Sandoval,BOS,20,20,104.1,455,7,6,,0,1,,100,49,45,9,1,4,99,43,8.54,3.71,3.88,1.37
67,Reese Olson,DET,24,25,116.1,491,6,7,,0,0,,104,55,51,12,0,4,108,41,8.36,3.17,3.95,1.25
68,Will Warren,NYY,24,25,122.1,525,6,7,,0,1,,114,65,60,15,0,7,116,42,8.54,3.09,4.42,1.28
69,Gavin Stone,LAD,22,24,124,523,8,6,,0,0,,118,62,57,16,0,2,113,39,8.2,2.83,4.14,1.27
70,Drew Rasmussen,TBR,13,24,76.2,308,6,3,,0,1,,65,27,25,6,0,2,75,18,8.8,2.11,2.93,1.08
71,Michael McGreevy,STL,27,28,153.1,647,9,8,,0,1,,155,74,68,18,0,2,108,41,6.34,2.41,3.99,1.28
72,Alex Cobb,DET,21,21,106,461,5,6,,0,0,,109,51,47,9,0,3,86,35,7.3,2.97,3.99,1.36
73,Bryce Elder,ATL,26,26,145,622,10,9,,0,1,,142,72,67,16,0,6,123,50,7.63,3.1,4.16,1.32
74,Max Scherzer,TOR,20,20,107.1,435,7,5,,0,1,,93,46,43,15,0,5,110,26,9.23,2.18,3.61,1.11
75,Luis Gil,NYY,27,27,132.2,566,9,9,,0,1,,107,66,61,17,0,6,150,66,10.17,4.48,4.14,1.3
76,José Berríos,TOR,29,29,173,729,12,11,,0,0,,166,84,78,25,1,11,148,47,7.7,2.45,4.06,1.23
77,Chris Bassitt,TOR,27,27,153.2,660,10,10,,0,0,,146,75,69,19,1,12,139,53,8.14,3.1,4.04,1.29
78,Joe Musgrove,SDP,22,22,121.1,506,7,6,,0,0,,111,53,49,16,1,11,115,28,8.53,2.08,3.64,1.15
79,David Peterson,NYM,24,27,127.2,557,7,7,,0,1,,121,63,58,13,0,7,120,52,8.46,3.66,4.09,1.35
80,Taj Bradley,TBR,27,27,137,575,9,9,,0,0,,124,67,62,19,0,4,138,44,9.07,2.89,4.07,1.23
81,Michael Wacha,KCR,26,27,143.2,604,9,8,,0,0,,140,70,65,19,0,4,119,42,7.45,2.63,4.07,1.27
82,Jordan Montgomery,ARI,23,25,132.2,572,8,6,,0,1,,136,63,58,14,1,3,107,43,7.26,2.92,3.93,1.35
83,David Festa,MIN,24,25,108,464,6,6,,0,1,,99,53,49,13,0,4,114,41,9.5,3.42,4.08,1.3
84,Sean Manaea,NYM,25,28,144,606,8,7,,0,0,,131,75,69,21,0,7,145,47,9.06,2.94,4.31,1.24
85,Kutter Crawford,BOS,26,29,147.2,613,10,10,,0,1,,139,78,72,23,0,6,139,41,8.47,2.5,4.39,1.22
86,Nick Lodolo,CIN,20,20,103.2,450,6,7,,0,0,,93,57,53,13,0,17,113,35,9.81,3.04,4.6,1.23
87,Mitchell Parker,WSN,26,27,131.1,569,7,8,,0,1,,129,68,63,16,0,2,117,50,8.02,3.43,4.32,1.36
88,Louie Varland,MIN,22,29,127,544,8,8,,0,7,,126,66,61,17,0,5,119,38,8.43,2.69,4.32,1.29
89,Andrew Abbott,CIN,26,26,139.1,593,9,10,,0,0,,134,75,69,22,0,3,131,51,8.46,3.3,4.46,1.33
90,Nick Pivetta,,23,27,133,552,9,8,,0,0,,120,67,62,22,1,3,144,42,9.74,2.84,4.2,1.22
91,Thomas Pannone,MIL,24,24,124,526,8,8,,0,0,,127,62,57,17,0,4,98,28,7.11,2.03,4.14,1.25
92,Quinn Mathews,STL,25,25,126.2,543,6,6,,0,0,,115,62,57,15,0,8,122,46,8.67,3.27,4.05,1.27
93,Clayton Kershaw,,17,17,85,351,7,4,,0,0,,79,38,35,10,0,2,79,22,8.36,2.33,3.71,1.19
94,Jon Gray,TEX,19,21,105,444,5,7,,3,1,,99,56,52,13,1,4,96,32,8.23,2.74,4.46,1.25
95,Dean Kremer,BAL,26,26,134.1,568,9,8,,0,0,,127,64,59,17,0,4,119,45,7.97,3.02,3.95,1.28
96,Braxton Garrett,MIA,21,22,106.1,450,5,6,,0,0,,105,50,46,13,0,8,96,27,8.13,2.29,3.89,1.24
97,Tobias Myers,MIL,25,28,134.1,567,8,7,,0,0,,126,65,60,19,0,5,123,42,8.24,2.81,4.02,1.25
98,Ryan Feltner,COL,26,26,137,595,5,8,,0,0,,139,77,71,19,0,6,118,49,7.75,3.22,4.66,1.37
99,Marcus Stroman,NYY,25,26,137,588,8,9,,0,1,,135,71,66,16,0,5,101,48,6.64,3.15,4.34,1.34
100,Eduardo Rodriguez,ARI,19,20,105.1,446,8,6,,0,1,,102,46,43,12,0,2,97,33,8.29,2.82,3.68,1.28
101,Trevor Rogers,BAL,27,27,134.1,586,7,7,,0,1,,134,69,64,15,1,5,115,51,7.71,3.42,4.29,1.38
102,Rhett Lowder,CIN,28,28,134,574,6,8,,0,1,,137,77,71,19,0,6,103,41,6.92,2.75,4.77,1.33
103,Brandon Woodruff,MIL,14,14,81,331,5,4,,0,0,,68,34,31,11,0,3,93,24,10.33,2.67,3.44,1.14
104,Yu Darvish,SDP,21,21,116,479,8,7,,0,0,,104,56,52,16,0,7,109,31,8.46,2.41,4.03,1.16
105,Germán Márquez,COL,21,21,111.2,478,6,8,,0,0,,112,62,57,14,1,2,91,39,7.33,3.14,4.59,1.35
106,Ryne Nelson,ARI,24,26,139.1,588,8,7,,0,1,,138,67,62,18,1,4,113,38,7.3,2.46,4.01,1.26
107,Quinn Priester,BOS,23,26,119,517,7,8,,0,1,,121,63,58,13,0,6,95,40,7.18,3.03,4.39,1.35
108,Zack Littell,TBR,23,30,130.2,547,8,7,,0,1,,131,63,58,19,1,4,113,28,7.78,1.93,3.99,1.22
109,Graham Ashcraft,CIN,19,19,104.2,457,5,8,,0,4,,107,59,55,12,0,7,83,35,7.13,3.01,4.73,1.36
110,Cade Povich,BAL,27,28,135.2,584,9,9,,0,1,,129,69,64,17,0,5,126,52,8.36,3.45,4.24,1.33
111,Lucas Giolito,BOS,22,22,122.1,525,7,8,,0,1,,119,65,60,18,1,4,124,43,9.13,3.16,4.42,1.32
112,Davis Daniel,ATL,23,24,127,540,9,8,,0,1,,126,64,59,16,1,6,107,36,7.58,2.55,4.18,1.28
113,Gavin Williams,CLE,23,23,105.1,443,7,6,,0,0,,91,49,45,12,0,5,105,41,8.97,3.5,3.85,1.25
114,Jesús Luzardo,PHI,20,21,109.1,458,7,6,,0,1,,98,57,53,16,0,4,113,38,9.3,3.13,4.36,1.24
115,Luis Garcia,HOU,18,19,97.1,405,8,6,,0,1,,88,44,41,13,0,1,97,31,8.97,2.87,3.79,1.22
116,Erick Fedde,STL,26,26,143.1,612,8,9,,0,0,,143,72,67,21,1,3,129,45,8.1,2.83,4.21,1.31
117,Cody Bradford,TEX,18,22,93.2,387,6,6,,0,1,,89,48,44,13,0,3,83,20,7.97,1.92,4.23,1.16
118,Jacob deGrom,TEX,12,12,51.2,201,3,1,,0,0,,39,19,18,7,0,1,69,11,12.01,1.91,3.13,0.97
119,Jameson Taillon,CHC,26,26,145.1,605,9,8,,0,0,,144,72,67,21,0,4,115,35,7.12,2.17,4.15,1.23
120,Robert Gasser,MIL,18,18,95.1,404,5,4,,0,0,,87,45,42,11,0,9,89,28,8.41,2.64,3.97,1.21
121,Bobby Miller,LAD,21,21,107.1,455,6,5,,0,1,,98,56,52,13,0,6,97,38,8.14,3.19,4.36,1.27
122,Ryan Pepiot,TBR,24,26,121,507,8,6,,0,0,,103,56,52,16,0,8,128,45,9.52,3.35,3.87,1.22
123,Martín Pérez,CHW,23,26,127.2,565,5,7,,0,0,,139,68,63,15,1,5,94,46,6.62,3.24,4.44,1.45
124,Andre Pallante,STL,18,36,117.2,511,7,7,,0,1,,115,54,50,9,0,4,87,47,6.65,3.59,3.82,1.38
125,Eury Pérez,MIA,20,20,90.2,373,5,5,,0,0,,81,41,38,13,0,2,95,28,9.43,2.78,3.77,1.2
126,Garrett Whitlock,BOS,11,25,74.2,308,4,4,,0,14,,70,32,30,9,0,2,74,17,8.92,2.05,3.61,1.16
127,Tylor Megill,NYM,23,24,115.1,500,6,6,,0,1,,108,61,56,15,0,5,116,46,9.05,3.59,4.37,1.34
128,Tyler Mahle,TEX,19,19,98,407,5,5,,0,0,,88,50,46,13,0,3,91,32,8.36,2.94,4.22,1.22
129,Simeon Woods Richardson,MIN,27,28,128,551,5,6,,0,0,,124,67,62,16,0,3,111,50,7.8,3.52,4.36,1.36
130,Brant Hurter,DET,19,26,109.2,461,6,6,,0,4,,105,54,50,13,0,9,88,26,7.22,2.13,4.1,1.19
131,Lance McCullers Jr.,HOU,15,15,83,352,5,4,,0,1,,71,35,32,8,0,4,83,35,9,3.8,3.47,1.28
132,Spencer Arrighetti,HOU,25,28,133.2,577,9,8,,0,0,,118,68,63,19,0,8,144,57,9.69,3.84,4.24,1.31
133,Jonathan Cannon,CHW,26,28,145.1,625,7,10,,0,1,,150,82,76,20,0,6,105,47,6.5,2.91,4.71,1.36
134,K.C. Hunt,MIL,13,24,90.2,380,6,4,,0,0,,82,42,39,12,0,3,90,27,8.93,2.68,3.87,1.2
135,José Soriano,LAA,15,32,100.1,433,6,5,,0,0,,86,49,45,9,2,12,97,44,8.7,3.95,4.04,1.3
136,Kris Bubic,KCR,15,33,87.2,378,5,4,,0,1,,83,42,39,10,2,3,88,31,9.03,3.18,4,1.3
137,Noah Cameron,KCR,23,23,109.2,472,6,6,,0,0,,110,57,53,15,0,4,95,33,7.79,2.71,4.35,1.3
138,Richard Fitts,BOS,25,25,126.1,542,7,7,,0,1,,133,68,63,17,0,4,92,35,6.56,2.49,4.49,1.33
139,Alec Marsh,KCR,25,27,126.2,551,8,10,,0,1,,120,69,64,17,1,10,122,48,8.67,3.41,4.55,1.33
140,Braxton Ashcraft,PIT,19,20,81,343,3,3,,0,0,,83,39,36,10,0,2,66,18,7.33,2,4,1.25
141,Ben Brown,CHC,15,20,77,323,5,4,,0,1,,64,35,32,8,0,3,82,30,9.58,3.51,3.74,1.22
142,Luis Severino,ATH,26,26,144.1,616,7,8,,0,0,,141,76,70,19,0,8,122,46,7.61,2.87,4.37,1.3
143,Kyle Harrison,SFG,24,24,117.2,504,6,6,,0,0,,107,59,55,15,0,8,119,44,9.1,3.36,4.21,1.28
144,Trystan Vrieling,NYY,23,25,131.2,573,9,10,,0,0,,135,74,68,19,0,3,101,42,6.9,2.87,4.65,1.34
145,Landon Knack,LAD,21,25,108.2,459,6,6,,0,1,,102,56,52,16,0,3,102,36,8.45,2.98,4.31,1.27
146,Joe Rock,TBR,21,24,125.1,541,7,7,,0,0,,127,64,59,16,0,6,104,38,7.47,2.73,4.24,1.32
147,Shohei Ohtani,LAD,17,17,100.1,409,7,4,,0,0,,76,45,42,14,0,8,108,39,9.69,3.5,3.77,1.15
148,Josh Winckowski,BOS,12,42,104.2,453,6,5,,0,1,,107,51,47,11,2,4,86,33,7.39,2.84,4.04,1.34
149,Tyler Anderson,LAA,26,26,148.1,636,8,11,,0,0,,147,80,74,22,1,6,122,53,7.4,3.22,4.49,1.35
150,José Suarez,LAA,14,27,97.2,424,4,5,,0,12,,94,52,48,12,1,5,94,37,8.66,3.41,4.42,1.34
151,Ben Shields,NYY,16,24,94.2,410,5,4,,0,0,,87,49,45,12,0,10,92,31,8.74,2.95,4.28,1.25
152,Aaron Civale,MIL,26,26,136.2,576,7,7,,0,0,,130,70,65,22,0,6,124,42,8.16,2.77,4.28,1.26
153,Andrew Morris,MIN,22,24,116,497,7,7,,0,0,,121,61,56,15,0,3,84,32,6.52,2.48,4.34,1.32
154,Merrill Kelly,ARI,22,22,123.1,514,7,6,,0,0,,119,57,53,17,1,2,102,36,7.45,2.63,3.87,1.26
155,Ty Madden,DET,22,25,112.1,486,4,5,,0,1,,108,58,54,14,0,4,100,42,8.01,3.37,4.33,1.34
156,Tyler Stuart,WSN,23,23,109.1,473,5,6,,0,0,,111,57,53,14,0,6,88,34,7.25,2.8,4.36,1.33
157,Jake Irvin,WSN,29,29,156.1,661,8,11,,0,0,,152,85,79,24,1,8,129,49,7.43,2.82,4.55,1.29
158,Chris Paddack,MIN,15,15,75,323,4,3,,0,1,,78,39,36,10,0,1,70,20,8.4,2.4,4.32,1.31
159,Jose Quintana,,26,27,137,598,8,8,,0,0,,136,70,65,16,0,5,109,57,7.16,3.74,4.27,1.41
160,Jeffrey Springs,ATH,18,22,76,316,5,3,,0,1,,71,32,30,10,0,1,77,21,9.12,2.49,3.55,1.21
161,AJ Smith-Shawver,ATL,26,26,105,444,6,6,,0,1,,95,52,48,14,0,2,106,43,9.09,3.69,4.11,1.31
162,Allan Winans,NYY,16,23,107.2,457,6,6,,0,1,,106,58,54,15,0,7,86,28,7.19,2.34,4.51,1.24
163,Dane Dunning,TEX,20,28,118.2,515,6,7,,0,5,,116,66,61,16,0,7,105,42,7.96,3.18,4.63,1.33
164,Daniel Lynch IV,KCR,22,30,128,556,5,6,,0,4,,132,69,64,17,0,5,103,42,7.24,2.95,4.5,1.36
165,Kumar Rocker,TEX,16,17,61.1,255,2,2,,0,1,,55,28,26,8,0,1,64,17,9.4,2.5,3.82,1.17
166,Yariel Rodríguez,TOR,21,33,90.1,385,5,4,,0,1,,77,43,40,10,0,5,92,39,9.17,3.89,3.99,1.28
167,Bailey Falter,PIT,25,27,125.2,532,6,8,,0,1,,129,66,61,17,0,3,90,36,6.44,2.58,4.37,1.31
168,Caleb Boushley,TEX,22,24,117,500,6,7,,0,0,,124,67,62,16,0,3,79,30,6.08,2.31,4.77,1.32
169,Ronel Blanco,HOU,23,30,139.1,583,9,8,,0,0,,122,66,61,21,1,2,139,58,8.98,3.75,3.94,1.29
170,Cooper Criswell,BOS,19,27,107.1,467,6,6,,0,1,,113,58,54,12,0,11,79,29,6.63,2.43,4.53,1.32
171,Matt Waldron,SDP,25,27,138.1,589,7,9,,0,0,,138,76,70,21,0,7,115,39,7.48,2.54,4.56,1.28
172,Grant Holmes,ATL,7,40,87.1,373,4,3,,0,1,,81,39,36,9,2,4,89,29,9.18,2.99,3.71,1.26
173,Johan Oviedo,PIT,19,23,109.2,474,6,8,,0,1,,102,56,52,13,0,8,100,44,8.2,3.61,4.27,1.33
174,Luke Weaver,NYY,9,41,83.2,352,4,4,,6,13,,75,41,38,11,0,3,89,27,9.57,2.9,4.09,1.22
175,Randy Vásquez,SDP,26,27,126.2,551,8,8,,0,1,,126,66,61,15,0,10,96,42,6.82,2.98,4.33,1.33
176,Charlie Morton,BAL,27,27,149.2,650,8,9,,0,0,,140,79,73,21,1,14,147,60,8.84,3.61,4.39,1.34
177,Justin Verlander,SFG,21,21,117,497,7,8,,0,0,,119,58,54,14,0,4,88,35,6.77,2.69,4.15,1.32
178,DJ Herz,WSN,26,26,107.2,474,6,9,,0,1,,93,57,53,13,0,8,118,57,9.86,4.76,4.43,1.39
179,Slade Cecconi,CLE,19,31,115.1,484,6,7,,0,1,,112,61,56,17,1,6,100,28,7.81,2.19,4.37,1.21
180,Miles Mikolas,STL,25,25,140,591,7,10,,0,0,,151,78,72,21,0,5,95,28,6.11,1.8,4.63,1.28
181,Chris Flexen,,25,29,134.1,597,5,10,,0,0,,147,80,74,19,1,3,104,51,6.97,3.42,4.96,1.47
182,Robbie Ray,SFG,21,22,108.1,453,7,6,,0,0,,99,51,47,17,0,4,115,35,9.56,2.91,3.91,1.24
183,Andrew Heaney,,25,28,130.2,561,7,8,,0,0,,127,75,69,22,0,10,128,41,8.81,2.82,4.75,1.29
184,Christian Scott,NYM,17,17,81.2,342,3,4,,0,0,,76,41,38,11,0,4,76,23,8.37,2.53,4.19,1.21
185,Noah Schultz,CHW,29,29,103,445,2,3,,0,0,,98,57,53,14,0,13,94,34,8.21,2.97,4.63,1.28
186,Brandon Young,BAL,21,24,93,399,5,4,,0,0,,92,46,43,12,0,4,83,29,8.03,2.81,4.16,1.3
187,Frankie Montas,NYM,26,26,131.2,573,7,9,,0,0,,126,74,68,19,1,5,125,54,8.54,3.69,4.65,1.37
188,Kyle Gibson,,25,25,139,608,7,8,,0,0,,141,75,69,18,1,5,116,55,7.51,3.56,4.47,1.41
189,Thomas Harrington,PIT,22,23,111.2,478,5,6,,0,0,,116,58,54,16,0,5,88,30,7.09,2.42,4.35,1.31
190,Drew Rom,STL,17,18,83.2,360,5,5,,0,1,,80,40,37,9,0,5,73,29,7.85,3.12,3.98,1.3
191,Edward Cabrera,MIA,24,25,113,485,6,7,,0,1,,98,58,54,15,0,7,119,54,9.48,4.3,4.3,1.35
192,Will Dion,CLE,23,26,107,462,4,4,,0,0,,106,55,51,13,0,2,86,39,7.23,3.28,4.29,1.36
193,Mitch Spence,ATH,23,29,135.1,583,7,8,,0,1,,138,71,66,18,0,6,108,41,7.18,2.73,4.39,1.32
194,Shane Baz,TBR,22,22,104.2,443,6,5,,0,1,,95,52,48,13,0,6,95,38,8.17,3.27,4.13,1.27
195,Chad Patrick,MIL,22,24,115.1,493,6,7,,0,0,,112,62,57,17,0,5,99,37,7.73,2.89,4.45,1.29
196,Ryan Weathers,MIA,21,23,103.2,451,5,7,,0,1,,103,55,51,13,1,5,90,39,7.81,3.38,4.43,1.37
197,Brandon Sproat,NYM,23,24,103.1,447,5,6,,0,0,,98,53,49,13,0,3,90,40,7.84,3.49,4.27,1.34
198,Carson Whisenhunt,SFG,24,24,101.2,446,3,4,,0,0,,99,52,48,12,0,5,95,40,8.41,3.54,4.25,1.37
199,John Michael Bertrand,SFG,24,26,128.2,563,7,8,,0,0,,143,67,62,16,0,2,86,36,6.01,2.52,4.34,1.39
200,Aaron Ashby,MIL,15,33,103,460,6,7,,0,1,,94,52,48,10,0,6,102,55,8.91,4.81,4.19,1.45
201,Matthew Boyd,CHC,13,13,59.2,247,4,2,,0,1,,52,26,24,7,0,3,62,18,9.35,2.71,3.62,1.17
202,Kenny Rosenberg,,19,24,114.2,498,6,9,,0,0,,117,62,57,17,1,5,99,40,7.77,3.14,4.47,1.37
203,Colin Rea,CHC,23,27,137.1,581,7,7,,0,1,,139,74,68,20,1,7,106,36,6.95,2.36,4.46,1.27
204,Ian Anderson,ATL,19,19,89.2,389,5,4,,0,1,,87,44,41,10,0,1,79,38,7.93,3.81,4.11,1.39
205,Steven Matz,STL,16,21,83.1,364,4,4,,0,1,,86,41,38,10,0,3,73,27,7.89,2.92,4.11,1.36
206,Casey Mize,DET,21,23,106,451,4,4,,0,0,,105,55,51,14,0,6,83,30,7.05,2.55,4.33,1.27
207,Bowden Francis,TOR,16,30,103.1,423,8,6,,0,1,,90,49,45,15,0,8,95,28,8.28,2.44,3.92,1.14
208,Kyle Wright,KCR,17,17,93.2,403,6,7,,0,1,,91,49,45,11,0,7,76,32,7.3,3.07,4.32,1.31
209,Max Meyer,MIA,22,22,101,438,5,6,,0,1,,103,53,49,14,0,3,88,36,7.84,3.21,4.37,1.38
210,Alek Manoah,TOR,19,19,97.1,414,6,6,,0,1,,85,49,45,12,0,9,89,37,8.23,3.42,4.16,1.25
211,Brady Basso,ATH,20,26,103,435,5,5,,0,1,,101,52,48,15,0,3,91,28,7.95,2.45,4.19,1.25
